# 'Tdn_K_116.7G'	'Rdn_Ohm_116.7G'	'Rdn/R5k_Ohm_116.7G'
241.966	0.436863	1.06325
241.857	0.436842	1.06314
241.75	0.436823	1.06314
241.639	0.436787	1.06301
241.531	0.43675	1.06297
241.421	0.436738	1.06289
241.312	0.436711	1.0628
241.208	0.436687	1.06275
241.099	0.436648	1.0627
240.988	0.436626	1.06261
240.881	0.436604	1.06252
240.771	0.436575	1.06249
240.663	0.436548	1.06243
240.552	0.436523	1.06237
240.442	0.436498	1.06228
240.338	0.436467	1.06222
240.228	0.436445	1.06217
240.12	0.436424	1.0621
240.011	0.436381	1.06203
239.905	0.436357	1.06197
239.798	0.436334	1.06191
239.688	0.436304	1.06183
239.58	0.436292	1.06178
239.469	0.436263	1.06173
239.361	0.436233	1.06162
239.251	0.436204	1.06157
239.145	0.436182	1.06151
239.034	0.436151	1.06144
238.929	0.436126	1.06141
238.819	0.4361	1.06134
238.712	0.436083	1.06126
238.604	0.436053	1.06119
238.493	0.436034	1.06114
238.385	0.436006	1.06106
238.278	0.435991	1.061
238.167	0.435945	1.06094
238.06	0.435932	1.0609
237.952	0.435906	1.06083
237.843	0.435888	1.06078
237.734	0.435845	1.06071
237.631	0.435837	1.06068
237.52	0.435812	1.06057
237.412	0.435776	1.06053
237.3	0.435754	1.06047
237.194	0.435717	1.06043
237.082	0.435699	1.06032
236.975	0.435671	1.0603
236.867	0.435644	1.06024
236.755	0.435625	1.06015
236.645	0.43561	1.0601
236.537	0.435566	1.06001
236.428	0.43556	1.05997
236.322	0.435532	1.0599
236.207	0.435492	1.05983
236.097	0.435465	1.05979
235.988	0.43544	1.05975
235.876	0.435427	1.05964
235.768	0.435408	1.05963
235.664	0.435375	1.05956
235.554	0.435352	1.05946
235.445	0.43533	1.0594
235.337	0.435303	1.05934
235.231	0.435283	1.0593
235.12	0.435256	1.05926
235.012	0.435232	1.05918
234.901	0.435215	1.05912
234.794	0.435204	1.05907
234.684	0.435167	1.059
234.576	0.435153	1.05895
234.47	0.435128	1.05889
234.362	0.435096	1.05883
234.25	0.435066	1.05879
234.14	0.435055	1.05876
234.032	0.435027	1.05867
233.924	0.43499	1.05864
233.815	0.434986	1.05858
233.708	0.434969	1.0585
233.597	0.434948	1.05843
233.487	0.434914	1.0584
233.378	0.434904	1.05833
233.272	0.434875	1.05824
233.163	0.434856	1.05823
233.056	0.434815	1.05819
232.947	0.434792	1.05814
232.839	0.434783	1.05806
232.73	0.434737	1.05803
232.623	0.434714	1.05796
232.515	0.434696	1.05792
232.406	0.434679	1.05782
232.292	0.434642	1.05776
232.185	0.434639	1.05774
232.077	0.434592	1.05763
231.97	0.434578	1.05757
231.864	0.434555	1.05752
231.755	0.434553	1.05748
231.647	0.434521	1.05739
231.537	0.434506	1.05739
231.429	0.434481	1.05727
231.32	0.434434	1.05724
231.213	0.434429	1.05718
231.106	0.4344	1.05718
230.995	0.434379	1.0571
230.887	0.434347	1.05706
230.778	0.434331	1.057
230.669	0.4343	1.05689
230.565	0.434279	1.05688
230.456	0.434274	1.05681
230.348	0.434248	1.05675
230.242	0.43422	1.05668
230.132	0.434199	1.05664
230.026	0.434168	1.05656
229.916	0.434145	1.05651
229.809	0.43414	1.0565
229.702	0.434107	1.05644
229.593	0.4341	1.05637
229.487	0.434049	1.05632
229.38	0.434038	1.05624
229.27	0.434025	1.05619
229.163	0.434003	1.05617
229.053	0.43398	1.05609
228.944	0.433945	1.05608
228.834	0.433925	1.05595
228.728	0.433906	1.05592
228.62	0.433884	1.05589
228.51	0.433879	1.05584
228.4	0.433844	1.05578
228.289	0.433811	1.0557
228.185	0.433789	1.05565
228.076	0.433763	1.0556
227.968	0.433755	1.05555
227.862	0.433726	1.05554
227.753	0.433699	1.05545
227.643	0.433684	1.05537
227.534	0.433651	1.05532
227.426	0.433634	1.05526
227.319	0.433599	1.05524
227.21	0.433585	1.05517
227.102	0.433567	1.0551
226.994	0.433548	1.05506
226.885	0.433535	1.05498
226.777	0.433484	1.05494
226.668	0.433478	1.05486
226.56	0.433466	1.05482
226.45	0.433426	1.05478
226.34	0.433406	1.05473
226.231	0.433398	1.0547
226.123	0.433368	1.05458
226.012	0.433345	1.05456
225.907	0.433323	1.05453
225.798	0.433283	1.05444
225.691	0.433285	1.05439
225.585	0.433262	1.05437
225.476	0.433234	1.0543
225.373	0.433218	1.05424
225.263	0.433181	1.05419
225.153	0.433155	1.05409
225.043	0.43315	1.05409
224.935	0.433116	1.05404
224.826	0.433114	1.05397
224.714	0.433087	1.05393
224.602	0.43305	1.05384
224.496	0.433037	1.05378
224.39	0.433001	1.05376
224.28	0.432989	1.05368
224.174	0.432962	1.05368
224.066	0.432949	1.05361
223.956	0.432903	1.05352
223.851	0.43288	1.05349
223.744	0.432873	1.0534
223.634	0.432848	1.05337
223.526	0.432833	1.05331
223.418	0.432811	1.05328
223.311	0.432786	1.05316
223.206	0.432759	1.05311
223.097	0.432749	1.05309
222.99	0.43273	1.05303
222.883	0.432689	1.05299
222.772	0.432673	1.05294
222.663	0.432646	1.05288
222.552	0.432631	1.05281
222.444	0.432611	1.05279
222.338	0.432597	1.05274
222.229	0.432567	1.05264
222.12	0.432553	1.0526
222.013	0.432509	1.05254
221.904	0.432506	1.0525
221.796	0.432481	1.05245
221.689	0.432458	1.05242
221.582	0.432428	1.05235
221.472	0.432398	1.05231
221.365	0.43239	1.05221
221.255	0.43236	1.0522
221.148	0.432341	1.05214
221.039	0.432309	1.05208
220.931	0.43229	1.05201
220.822	0.43228	1.05194
220.712	0.432245	1.05192
220.606	0.43222	1.05184
220.496	0.432197	1.0518
220.39	0.43217	1.05172
220.28	0.432168	1.05167
220.173	0.432141	1.05165
220.063	0.432097	1.05156
219.953	0.432086	1.0515
219.845	0.432072	1.05145
219.736	0.432046	1.05138
219.629	0.432024	1.05138
219.523	0.431984	1.05131
219.412	0.431989	1.0512
219.302	0.431958	1.05118
219.195	0.431934	1.05114
219.089	0.431906	1.05108
218.981	0.431881	1.05103
218.87	0.431877	1.05093
218.763	0.431848	1.05094
218.653	0.431809	1.05087
218.547	0.431811	1.05081
218.439	0.431776	1.05074
218.331	0.431747	1.05068
218.224	0.431745	1.05067
218.117	0.431712	1.0506
218.008	0.431685	1.0505
217.897	0.431663	1.05051
217.788	0.431643	1.05042
217.679	0.431616	1.05035
217.571	0.4316	1.05035
217.465	0.431564	1.05027
217.357	0.431539	1.0502
217.249	0.431512	1.05015
217.141	0.431374	1.0501
217.032	0.431318	1.05003
216.923	0.431297	1.04999
216.815	0.431292	1.04991
216.706	0.431264	1.04985
216.599	0.431238	1.04978
216.491	0.431223	1.04944
216.383	0.4312	1.04931
216.276	0.431182	1.04926
216.168	0.431163	1.04924
216.06	0.431143	1.04918
215.952	0.431118	1.04911
215.844	0.431108	1.04908
215.736	0.431074	1.04902
215.627	0.431044	1.04898
215.519	0.431031	1.04893
215.413	0.431027	1.04888
215.305	0.430999	1.04882
215.197	0.430977	1.0488
215.09	0.430945	1.04871
214.983	0.43093	1.04864
214.874	0.430918	1.04861
214.766	0.430891	1.0486
214.658	0.430866	1.04853
214.551	0.430841	1.04848
214.442	0.430825	1.0484
214.332	0.43081	1.04836
214.224	0.430774	1.04834
214.114	0.430757	1.04827
214.008	0.430735	1.04821
213.901	0.430699	1.04815
213.792	0.430687	1.04811
213.683	0.430668	1.04807
213.577	0.43064	1.04798
213.47	0.430611	1.04794
213.361	0.430604	1.04789
213.25	0.430577	1.0478
213.144	0.430561	1.04777
213.035	0.430528	1.04773
212.925	0.430515	1.04766
212.817	0.430478	1.04759
212.711	0.430457	1.04757
212.605	0.430439	1.04751
212.499	0.43042	1.04747
212.389	0.430392	1.04739
212.28	0.430358	1.04735
212.171	0.430336	1.04726
212.064	0.430339	1.04721
211.957	0.430299	1.04717
211.849	0.430272	1.04712
211.743	0.430244	1.04705
211.631	0.430231	1.04697
211.52	0.430207	1.04692
211.414	0.430189	1.04693
211.306	0.430163	1.04683
211.2	0.430136	1.04676
211.094	0.430114	1.04669
210.987	0.430088	1.04666
210.878	0.43007	1.04661
210.769	0.430035	1.04656
210.663	0.430007	1.0465
210.553	0.429989	1.04643
210.444	0.429966	1.04638
210.335	0.429946	1.04631
210.227	0.429922	1.04627
210.122	0.429888	1.04619
210.012	0.429875	1.04612
209.904	0.429848	1.04607
209.799	0.429824	1.04602
209.692	0.429802	1.04597
209.584	0.42979	1.04591
209.476	0.429762	1.04583
209.371	0.429727	1.0458
209.262	0.429717	1.04573
209.153	0.429677	1.04567
209.044	0.429658	1.04562
208.939	0.429634	1.04559
208.83	0.429612	1.04552
208.725	0.429594	1.04544
208.615	0.42956	1.04541
208.507	0.429537	1.04532
208.4	0.429511	1.04527
208.294	0.429487	1.04521
208.184	0.429472	1.04516
208.076	0.429453	1.04511
207.97	0.42944	1.04503
207.863	0.429397	1.04498
207.757	0.429371	1.04491
207.649	0.42934	1.04485
207.541	0.429314	1.04482
207.434	0.429304	1.04477
207.323	0.429284	1.04474
207.218	0.429252	1.04463
207.108	0.429226	1.04457
207.001	0.429199	1.0445
206.893	0.429181	1.04443
206.786	0.429161	1.04441
206.675	0.429144	1.04436
206.569	0.429101	1.04428
206.462	0.429073	1.04422
206.355	0.429048	1.04415
206.249	0.429041	1.04411
206.142	0.429007	1.04406
206.031	0.428981	1.04402
205.924	0.428956	1.04391
205.818	0.428934	1.04385
205.711	0.428902	1.04378
205.605	0.428885	1.04377
205.494	0.428854	1.04369
205.387	0.428848	1.04362
205.279	0.428798	1.04356
205.172	0.428789	1.04351
205.063	0.428766	1.04343
204.954	0.428745	1.04339
204.846	0.42871	1.04331
204.737	0.428676	1.0433
204.629	0.428661	1.04318
204.522	0.428637	1.04316
204.413	0.42862	1.0431
204.31	0.4286	1.04305
204.201	0.428564	1.04296
204.095	0.428541	1.04288
203.986	0.428516	1.04284
203.877	0.428498	1.04278
203.768	0.42847	1.04275
203.664	0.42844	1.0427
203.558	0.428413	1.04261
203.45	0.428392	1.04255
203.343	0.428381	1.04249
203.234	0.428353	1.04245
203.125	0.42833	1.04238
203.012	0.428308	1.04231
202.905	0.428278	1.04224
202.801	0.428246	1.04219
202.694	0.428227	1.04216
202.586	0.4282	1.04209
202.48	0.428165	1.04204
202.371	0.428157	1.04198
202.266	0.428135	1.04191
202.157	0.428111	1.04183
202.052	0.428083	1.04179
201.945	0.428061	1.04172
201.837	0.42802	1.04164
201.732	0.428014	1.04162
201.619	0.427982	1.04156
201.511	0.42796	1.04151
201.406	0.427926	1.04144
201.3	0.427929	1.04138
201.19	0.427898	1.04128
201.085	0.42788	1.04127
200.978	0.427839	1.04119
200.873	0.427801	1.04114
200.767	0.427793	1.04106
200.659	0.427771	1.04106
200.552	0.427752	1.04099
200.444	0.427726	1.04094
200.338	0.427692	1.04084
200.232	0.427668	1.04075
200.125	0.427654	1.04073
200.018	0.427629	1.04068
199.91	0.427599	1.04063
199.802	0.427584	1.04057
199.693	0.427557	1.04049
199.587	0.427536	1.04043
199.479	0.427507	1.04039
199.373	0.427492	1.04033
199.266	0.427467	1.04026
199.157	0.427442	1.04022
199.048	0.427422	1.04016
198.944	0.42741	1.04011
198.84	0.42738	1.04004
198.734	0.427358	1.04
198.625	0.427319	1.03994
198.515	0.427299	1.03988
198.408	0.427285	1.03983
198.3	0.427256	1.0398
198.194	0.427235	1.03973
198.086	0.427223	1.03967
197.981	0.427177	1.03958
197.872	0.42717	1.03953
197.766	0.427138	1.0395
197.658	0.427124	1.03943
197.554	0.42709	1.03937
197.45	0.427075	1.03935
197.342	0.427046	1.03923
197.237	0.427019	1.03922
197.13	0.427004	1.03914
197.022	0.426975	1.0391
196.916	0.426952	1.03902
196.809	0.426933	1.03899
196.702	0.426908	1.03892
196.593	0.426886	1.03885
196.486	0.426856	1.03881
196.38	0.426829	1.03874
196.272	0.426813	1.03869
196.161	0.42679	1.03864
196.054	0.42676	1.03858
195.946	0.426748	1.03853
195.837	0.426711	1.03845
195.731	0.426701	1.03839
195.625	0.426673	1.03835
195.514	0.42665	1.03829
195.407	0.426621	1.03822
195.301	0.426599	1.03819
195.196	0.426585	1.0381
195.089	0.426558	1.03808
194.982	0.426529	1.03801
194.877	0.426519	1.03795
194.772	0.426501	1.03788
194.663	0.426465	1.03783
194.558	0.426454	1.03779
194.451	0.426417	1.03773
194.344	0.426397	1.03766
194.237	0.426382	1.03763
194.13	0.42636	1.03759
194.025	0.426335	1.0375
193.917	0.426306	1.03747
193.812	0.42628	1.03738
193.708	0.426266	1.03734
193.6	0.426224	1.0373
193.494	0.426206	1.03725
193.387	0.426181	1.03719
193.279	0.426167	1.03711
193.171	0.426147	1.03705
193.065	0.426123	1.03702
192.959	0.426097	1.03691
192.856	0.426089	1.03687
192.746	0.426051	1.03681
192.641	0.42604	1.03678
192.534	0.426014	1.03673
192.429	0.42599	1.03667
192.32	0.425983	1.03661
192.214	0.425953	1.03659
192.11	0.425922	1.03649
192.003	0.425919	1.03647
191.898	0.425885	1.0364
191.791	0.425873	1.03635
191.684	0.425849	1.03633
191.577	0.425811	1.03626
191.47	0.425797	1.03618
191.361	0.425788	1.03617
191.252	0.425758	1.03609
191.148	0.425753	1.03606
191.038	0.425705	1.036
190.934	0.425693	1.03591
190.827	0.425665	1.03588
190.721	0.42561	1.03585
190.615	0.425596	1.03578
190.507	0.425581	1.03577
190.401	0.425559	1.03565
190.293	0.425528	1.03562
190.189	0.425504	1.03555
190.083	0.425492	1.03542
189.977	0.425469	1.03539
189.87	0.425451	1.03535
189.763	0.425444	1.0353
189.658	0.425404	1.03522
189.55	0.425382	1.03516
189.442	0.425363	1.03514
189.338	0.425342	1.03508
189.228	0.425324	1.03504
189.121	0.425283	1.03502
189.018	0.425285	1.03492
188.91	0.42525	1.03487
188.803	0.425235	1.03482
188.696	0.42523	1.03477
188.588	0.425205	1.03472
188.48	0.425158	1.03463
188.373	0.425147	1.03463
188.267	0.425111	1.03455
188.162	0.425113	1.03451
188.054	0.425093	1.0345
187.945	0.42506	1.03444
187.838	0.425029	1.03432
