# Tdn_K_93G	Rdn_Ohm_93G	'Rdn/R5k_Ohm_93G'
82.9648	0.418189	1.01362
82.8622	0.418142	1.01351
82.7594	0.418246	1.01376
82.6563	0.418256	1.01378
82.5537	0.418428	1.0142
82.449	0.418204	1.01366
82.3468	0.418116	1.01344
82.2455	0.418017	1.0132
82.1423	0.418049	1.01328
82.0399	0.418059	1.01331
81.9362	0.418261	1.01379
81.8329	0.418111	1.01343
81.7296	0.418189	1.01362
81.6262	0.418189	1.01362
81.5245	0.418001	1.01316
81.4219	0.418256	1.01378
81.317	0.418215	1.01368
81.2139	0.418141	1.0135
81.1129	0.417971	1.01309
81.0102	0.418137	1.01349
80.9057	0.41797	1.01309
80.8032	0.417966	1.01308
80.7014	0.418038	1.01325
80.5994	0.417976	1.0131
80.4957	0.417924	1.01298
80.3935	0.417913	1.01295
80.2897	0.417831	1.01275
80.187	0.417945	1.01303
80.0829	0.417981	1.01312
79.9784	0.41783	1.01275
79.8751	0.417961	1.01307
79.7726	0.417908	1.01294
79.6689	0.417799	1.01267
79.5658	0.417768	1.0126
79.463	0.417591	1.01217
79.359	0.417976	1.0131
79.2562	0.418028	1.01323
79.1551	0.41797	1.01309
79.0528	0.417877	1.01286
78.9499	0.417742	1.01254
78.8481	0.417336	1.01155
78.7467	0.417695	1.01242
78.6431	0.41782	1.01272
78.5417	0.417663	1.01235
78.4385	0.417445	1.01182
78.3345	0.417612	1.01222
78.2314	0.417518	1.01199
78.1272	0.417783	1.01264
78.0217	0.417362	1.01162
77.9202	0.41782	1.01272
77.8164	0.417752	1.01256
77.7137	0.417741	1.01253
77.6111	0.417684	1.0124
77.5106	0.417513	1.01198
77.4065	0.417497	1.01194
77.3017	0.417424	1.01177
77.1995	0.417476	1.01189
77.0965	0.41742	1.01176
76.9941	0.417591	1.01217
76.8898	0.417383	1.01167
76.7884	0.41783	1.01275
76.6844	0.417482	1.01191
76.5815	0.41755	1.01207
76.4785	0.417617	1.01223
76.3748	0.417507	1.01197
76.2705	0.417388	1.01168
76.1686	0.417471	1.01188
76.0649	0.417482	1.0119
75.9616	0.417482	1.01191
75.8579	0.417612	1.01222
75.7544	0.41744	1.0118
75.6521	0.417466	1.01187
75.5478	0.417201	1.01123
75.4466	0.417576	1.01213
75.3439	0.417279	1.01141
75.2404	0.417471	1.01188
75.1367	0.417342	1.01157
75.0343	0.417264	1.01138
74.93	0.417456	1.01184
74.8277	0.417175	1.01116
74.7246	0.417332	1.01154
74.6219	0.417243	1.01133
74.5194	0.4174	1.01171
74.417	0.417145	1.01109
74.3143	0.417228	1.01129
74.2109	0.417389	1.01168
74.107	0.41744	1.0118
74.0041	0.4173	1.01146
73.9005	0.417176	1.01116
73.798	0.417145	1.01109
73.694	0.417212	1.01125
73.5913	0.417081	1.01093
73.4879	0.41703	1.01081
73.386	0.416982	1.0107
73.2827	0.417373	1.01164
73.1802	0.416885	1.01046
73.0769	0.41704	1.01084
72.9744	0.416916	1.01053
72.8722	0.417083	1.01094
72.7699	0.417103	1.01099
72.6656	0.416911	1.01052
72.5609	0.416947	1.01061
72.458	0.416858	1.01039
72.3529	0.417072	1.01091
72.2511	0.416921	1.01055
72.1498	0.4169	1.0105
72.0461	0.416807	1.01027
71.9444	0.416977	1.01068
71.8423	0.416978	1.01068
71.7395	0.416636	1.00985
71.6368	0.416807	1.01027
71.534	0.416994	1.01072
71.4304	0.416822	1.01031
71.327	0.416983	1.0107
71.2245	0.416879	1.01044
71.1206	0.416811	1.01028
71.019	0.416681	1.00996
70.9145	0.416656	1.0099
70.8102	0.416973	1.01067
70.7077	0.416999	1.01074
70.6042	0.416697	1.01
70.4992	0.416859	1.0104
70.3967	0.416827	1.01032
70.2923	0.41664	1.00986
70.1903	0.416561	1.00967
70.0885	0.416566	1.00969
69.9848	0.41651	1.00955
69.8836	0.416769	1.01018
69.7793	0.416509	1.00955
69.6761	0.416541	1.00963
69.5738	0.416817	1.01029
69.4724	0.416962	1.01065
69.3684	0.416588	1.00974
69.2648	0.416708	1.01003
69.1623	0.416739	1.0101
69.059	0.416526	1.00959
68.9556	0.416848	1.01037
68.8528	0.416604	1.00978
68.7491	0.41662	1.00982
68.6464	0.41638	1.00923
68.5423	0.41675	1.01013
68.4404	0.416791	1.01023
68.3356	0.41663	1.00984
68.2355	0.416494	1.00951
68.1342	0.416541	1.00962
68.0314	0.416713	1.01004
67.9272	0.416765	1.01017
67.8244	0.416629	1.00984
67.7204	0.416635	1.00985
67.6171	0.416261	1.00895
67.5129	0.416411	1.00931
67.4096	0.416531	1.0096
67.3044	0.41625	1.00892
67.2028	0.416343	1.00915
67.0991	0.416521	1.00958
66.9954	0.416432	1.00936
66.8918	0.416167	1.00872
66.7899	0.41651	1.00955
66.6869	0.416307	1.00906
66.5833	0.416515	1.00956
66.4796	0.41651	1.00955
66.3756	0.416655	1.0099
66.2731	0.416427	1.00935
66.1689	0.416703	1.01002
66.0662	0.416261	1.00895
65.9628	0.416166	1.00872
65.8591	0.416459	1.00943
65.7557	0.416412	1.00931
65.6529	0.416359	1.00918
65.551	0.416203	1.00881
65.4467	0.416375	1.00922
65.3445	0.416255	1.00893
65.2408	0.416119	1.0086
65.1364	0.416151	1.00868
65.034	0.416228	1.00887
64.9331	0.416208	1.00882
64.8292	0.416125	1.00862
64.7251	0.416167	1.00872
64.621	0.416386	1.00925
64.5179	0.416115	1.00859
64.4161	0.416287	1.00901
64.3119	0.416053	1.00844
64.2086	0.416152	1.00868
64.1055	0.415975	1.00825
64.0032	0.415824	1.00789
63.8993	0.415808	1.00785
63.794	0.416152	1.00868
63.692	0.416245	1.00891
63.5894	0.416063	1.00847
63.486	0.416037	1.0084
63.3831	0.41609	1.00853
63.2796	0.416255	1.00893
63.1755	0.41586	1.00797
63.0734	0.416302	1.00905
62.9706	0.416094	1.00854
62.8685	0.416219	1.00884
62.7649	0.416006	1.00833
62.6617	0.416005	1.00833
62.558	0.41611	1.00858
62.4539	0.415985	1.00828
62.3513	0.415913	1.0081
62.2486	0.415866	1.00799
62.1459	0.415855	1.00796
62.0423	0.415949	1.00819
61.9387	0.415979	1.00826
61.8344	0.415694	1.00757
61.7307	0.416038	1.0084
61.6269	0.416053	1.00844
61.5232	0.416401	1.00929
61.4209	0.41598	1.00827
61.3175	0.416141	1.00866
61.2135	0.416074	1.00849
61.1121	0.415891	1.00805
61.0091	0.415866	1.00799
60.9048	0.41609	1.00853
60.801	0.415408	1.00688
60.6966	0.415887	1.00804
60.592	0.415679	1.00753
60.4883	0.415923	1.00813
60.386	0.415768	1.00775
60.2815	0.415871	1.008
60.179	0.415491	1.00708
60.0754	0.415823	1.00789
59.9727	0.415606	1.00736
59.8683	0.415886	1.00804
59.7663	0.415902	1.00808
59.6623	0.41585	1.00795
59.5597	0.415689	1.00756
59.455	0.41572	1.00764
59.3529	0.415652	1.00747
59.249	0.415772	1.00776
59.1445	0.415907	1.00809
59.0414	0.415679	1.00754
58.9374	0.415657	1.00748
58.8342	0.415653	1.00747
58.7304	0.415767	1.00775
58.6255	0.415673	1.00752
58.5216	0.415549	1.00722
58.4177	0.415652	1.00747
58.3135	0.415642	1.00745
58.209	0.415575	1.00728
58.1059	0.415647	1.00746
58.0033	0.415642	1.00745
57.8997	0.415554	1.00723
57.7959	0.415678	1.00753
57.6911	0.415434	1.00694
57.5877	0.415622	1.0074
57.4836	0.415502	1.00711
57.3792	0.415679	1.00753
57.2758	0.415596	1.00733
57.1726	0.415476	1.00704
57.0692	0.415803	1.00784
56.9665	0.415554	1.00723
56.8635	0.415674	1.00752
56.7604	0.415491	1.00708
56.6575	0.415585	1.00731
56.5541	0.41546	1.00701
56.4504	0.415491	1.00708
56.3463	0.415377	1.0068
56.2425	0.415278	1.00656
56.1382	0.415684	1.00755
56.0344	0.41559	1.00732
55.9308	0.415481	1.00706
55.8272	0.41545	1.00698
55.7243	0.415637	1.00743
55.6206	0.415366	1.00678
55.5168	0.415206	1.00639
55.4133	0.415533	1.00718
55.3098	0.415195	1.00636
55.2054	0.415429	1.00693
55.1013	0.415414	1.00689
54.9971	0.415205	1.00639
54.8937	0.415341	1.00672
54.7898	0.415356	1.00675
54.6861	0.415403	1.00687
54.5822	0.415569	1.00727
54.4781	0.415278	1.00656
54.3747	0.415319	1.00666
54.2707	0.415065	1.00605
54.1671	0.415392	1.00684
54.063	0.41532	1.00666
53.9594	0.415595	1.00733
53.8553	0.415465	1.00702
53.7512	0.415283	1.00658
53.6474	0.415174	1.00631
53.5433	0.415211	1.0064
53.4401	0.415444	1.00697
53.3362	0.415237	1.00646
53.2323	0.415232	1.00645
53.1278	0.415331	1.00669
53.0242	0.415388	1.00683
52.9196	0.414904	1.00566
52.8165	0.415153	1.00626
52.7124	0.415482	1.00706
52.6088	0.415096	1.00612
52.5042	0.41506	1.00603
52.4006	0.415081	1.00609
52.2972	0.414868	1.00557
52.1928	0.414971	1.00582
52.0889	0.4152	1.00637
51.9836	0.415096	1.00612
51.8796	0.414992	1.00587
51.775	0.415034	1.00597
51.6713	0.415127	1.0062
51.5667	0.41519	1.00635
51.4631	0.415107	1.00615
51.3586	0.415117	1.00617
51.2538	0.415268	1.00654
51.1508	0.414946	1.00576
51.0468	0.415242	1.00648
50.943	0.415398	1.00685
50.8396	0.414955	1.00578
50.7346	0.414972	1.00582
50.6303	0.41519	1.00635
50.526	0.414956	1.00578
50.4209	0.415174	1.00631
50.3169	0.415076	1.00607
50.2123	0.414722	1.00522
50.1086	0.414785	1.00537
50.0043	0.414644	1.00503
49.8997	0.414733	1.00524
49.7948	0.414748	1.00528
49.69	0.414733	1.00524
49.5857	0.414909	1.00567
49.4821	0.414639	1.00501
49.3783	0.414888	1.00562
49.2737	0.41492	1.0057
49.169	0.414628	1.00499
49.0648	0.414696	1.00515
48.961	0.414738	1.00525
48.8567	0.414754	1.00529
48.7521	0.414805	1.00542
48.6484	0.414722	1.00522
48.543	0.414935	1.00573
48.4385	0.414769	1.00533
48.3353	0.414836	1.00549
48.2298	0.414576	1.00486
48.1258	0.414748	1.00528
48.0215	0.415039	1.00598
47.9178	0.414587	1.00489
47.8129	0.414566	1.00484
47.7077	0.414628	1.00499
47.6037	0.414681	1.00512
47.4999	0.414608	1.00494
47.3954	0.414836	1.00549
47.2898	0.414691	1.00514
47.1857	0.414618	1.00496
47.0813	0.414737	1.00525
46.9772	0.414806	1.00542
46.8721	0.414628	1.00499
46.7675	0.414457	1.00457
46.6632	0.414743	1.00527
46.5583	0.41441	1.00446
46.4536	0.414505	1.00469
46.3492	0.414811	1.00543
46.2445	0.414707	1.00518
46.1399	0.414488	1.00465
46.0354	0.414644	1.00503
45.9301	0.41453	1.00475
45.825	0.41479	1.00538
45.7197	0.41481	1.00543
45.615	0.41452	1.00473
45.5104	0.414473	1.00461
45.4053	0.414731	1.00524
45.2998	0.414607	1.00494
45.1949	0.414343	1.0043
45.0896	0.414717	1.0052
44.9849	0.41467	1.00509
44.8807	0.414394	1.00442
44.776	0.414483	1.00464
44.6721	0.414452	1.00456
44.5664	0.41443	1.00451
44.4613	0.414259	1.00409
44.3569	0.414686	1.00513
44.2518	0.41479	1.00538
44.1465	0.414395	1.00442
44.0421	0.414446	1.00455
43.9361	0.414472	1.00461
43.8314	0.414493	1.00466
43.7259	0.414493	1.00466
43.6208	0.414353	1.00432
43.5155	0.414581	1.00488
43.4104	0.414249	1.00407
43.3048	0.414754	1.00529
43.1998	0.414156	1.00384
43.0948	0.41468	1.00511
42.99	0.414405	1.00445
42.8843	0.414275	1.00413
42.7794	0.414571	1.00485
42.6739	0.41453	1.00475
42.569	0.414453	1.00456
42.4636	0.414243	1.00406
42.3591	0.41426	1.0041
42.2531	0.414524	1.00474
42.1482	0.414265	1.00411
42.0429	0.414592	1.0049
41.9373	0.414457	1.00457
41.8323	0.414582	1.00488
41.7266	0.414134	1.00379
41.6208	0.414119	1.00375
41.5151	0.414285	1.00416
41.4096	0.414281	1.00415
41.304	0.414322	1.00425
41.1989	0.414545	1.00479
41.0941	0.41455	1.0048
40.9881	0.414322	1.00425
40.8827	0.414529	1.00475
40.7771	0.4143	1.00419
40.6724	0.414062	1.00362
40.5674	0.414129	1.00378
40.4612	0.414269	1.00412
40.3558	0.413994	1.00345
40.25	0.41415	1.00383
40.1435	0.413915	1.00326
40.0382	0.414332	1.00427
39.932	0.414227	1.00402
39.8266	0.413801	1.00298
39.7198	0.41428	1.00414
39.6135	0.414114	1.00374
39.5074	0.414133	1.00379
39.4023	0.414129	1.00378
39.2975	0.414129	1.00378
39.1919	0.414248	1.00407
39.0859	0.414072	1.00364
38.9804	0.41415	1.00383
38.874	0.413946	1.00333
38.7679	0.414321	1.00425
38.6617	0.414041	1.00356
38.5553	0.414326	1.00426
38.4494	0.413812	1.00301
38.3435	0.414175	1.00389
38.2368	0.413947	1.00334
38.1298	0.413859	1.00312
38.0236	0.413864	1.00314
37.9176	0.414202	1.00395
37.8117	0.414061	1.00361
37.7049	0.414036	1.00355
37.5986	0.41403	1.00354
37.492	0.414046	1.00358
37.3854	0.414035	1.00355
37.2792	0.413973	1.0034
37.1726	0.414103	1.00372
37.0656	0.413952	1.00335
36.9594	0.413994	1.00345
36.8526	0.414024	1.00352
36.7457	0.413858	1.00312
36.6392	0.413993	1.00345
36.5316	0.413942	1.00332
36.4256	0.413884	1.00318
36.319	0.414004	1.00348
36.2114	0.413629	1.00257
36.1052	0.413687	1.00271
35.9989	0.414004	1.00348
35.8919	0.413775	1.00292
35.7852	0.413712	1.00277
35.6778	0.413842	1.00308
35.5707	0.413936	1.00331
35.4642	0.413692	1.00272
35.3575	0.413713	1.00277
35.251	0.413723	1.0028
35.1437	0.413885	1.00319
35.0364	0.413765	1.0029
34.9293	0.413344	1.00188
34.8218	0.413921	1.00327
34.7142	0.413775	1.00292
34.6063	0.413687	1.00271
34.4995	0.413854	1.00311
34.3931	0.413625	1.00256
34.2863	0.413712	1.00277
34.1785	0.413681	1.00269
34.0705	0.413734	1.00282
33.9635	0.413588	1.00247
33.8564	0.413495	1.00224
33.7483	0.413603	1.0025
33.6405	0.413796	1.00297
33.5326	0.413614	1.00253
33.4253	0.41362	1.00254
33.3167	0.413796	1.00297
33.2097	0.413645	1.00261
33.1022	0.413723	1.0028
32.9947	0.413692	1.00272
32.8865	0.413635	1.00258
32.7781	0.413562	1.0024
32.6703	0.413474	1.00219
32.5619	0.413692	1.00272
32.4536	0.413682	1.00269
32.3469	0.413541	1.00235
32.2381	0.413567	1.00242
32.1307	0.413525	1.00232
32.0221	0.413563	1.00241
31.9132	0.413646	1.00261
31.8043	0.413318	1.00181
31.6964	0.413723	1.0028
31.5878	0.413427	1.00208
31.4782	0.41378	1.00293
31.3702	0.413421	1.00206
31.2613	0.413474	1.00219
31.1528	0.413494	1.00224
31.0436	0.413671	1.00267
30.9344	0.413323	1.00183
30.8245	0.413453	1.00214
30.716	0.413562	1.0024
30.6066	0.413557	1.00239
30.4964	0.413193	1.00151
30.3864	0.413271	1.0017
30.2773	0.413432	1.00209
30.1683	0.41338	1.00196
30.0575	0.413505	1.00227
29.947	0.41326	1.00167
29.8382	0.413499	1.00225
29.7279	0.413365	1.00193
29.6186	0.413432	1.00209
29.5083	0.413225	1.00159
29.3981	0.413469	1.00218
29.2882	0.413547	1.00237
29.1772	0.413386	1.00198
29.0676	0.413396	1.002
28.9555	0.413245	1.00164
28.8444	0.413251	1.00165
28.7341	0.41311	1.00131
28.6237	0.413229	1.0016
28.5125	0.413396	1.002
28.4016	0.413256	1.00166
28.2909	0.413272	1.0017
28.1794	0.413172	1.00146
28.0693	0.413297	1.00176
27.9571	0.413323	1.00183
27.8464	0.413188	1.0015
27.7346	0.41311	1.00131
27.6231	0.413146	1.0014
27.5111	0.413229	1.0016
27.3992	0.413396	1.002
27.2867	0.413593	1.00248
27.1746	0.41325	1.00165
27.0641	0.413068	1.00121
26.9528	0.413121	1.00134
26.8412	0.413141	1.00138
26.7303	0.413069	1.00121
26.6168	0.413208	1.00155
26.5055	0.413292	1.00175
26.3927	0.413257	1.00166
26.279	0.413276	1.00171
26.1657	0.413047	1.00116
26.054	0.413125	1.00135
25.9402	0.412901	1.0008
25.8268	0.413136	1.00137
25.7132	0.413042	1.00115
25.601	0.413161	1.00143
25.4882	0.413339	1.00186
25.3749	0.413073	1.00122
25.2619	0.413135	1.00137
25.1482	0.413291	1.00175
25.0338	0.413245	1.00164
24.9199	0.413151	1.00141
24.8056	0.413182	1.00148
24.6895	0.413089	1.00126
24.5766	0.412928	1.00087
24.4624	0.412907	1.00082
24.3475	0.412989	1.00102
24.2336	0.413208	1.00155
24.12	0.412845	1.00067
24.0051	0.413115	1.00132
23.8881	0.413105	1.0013
23.7718	0.412964	1.00095
23.6554	0.413027	1.00111
23.5398	0.412866	1.00072
23.4242	0.413063	1.0012
23.3085	0.413047	1.00116
23.1914	0.413094	1.00127
23.0767	0.4126	1.00007
22.961	0.412871	1.00073
22.8436	0.412876	1.00074
22.7272	0.412824	1.00062
22.6086	0.412964	1.00096
22.4913	0.412813	1.00059
22.3737	0.413083	1.00124
22.2567	0.412731	1.00039
22.138	0.41284	1.00065
22.0195	0.412772	1.00049
21.8997	0.413079	1.00123
21.7833	0.412907	1.00082
21.6661	0.412818	1.0006
21.5477	0.412839	1.00065
21.4289	0.412824	1.00061
21.3085	0.412725	1.00037
21.1872	0.412974	1.00098
21.0682	0.41274	1.00041
20.9479	0.412824	1.00062
20.8267	0.41298	1.00099
20.706	0.412689	1.00029
20.5862	0.412808	1.00058
20.4645	0.41285	1.00068
20.3435	0.412772	1.00049
20.2217	0.412808	1.00058
20.0981	0.41297	1.00097
19.9762	0.412709	1.00034
19.8521	0.412938	1.00089
19.7289	0.412944	1.00091
19.6057	0.412913	1.00083
19.4825	0.412695	1.0003
19.3587	0.412908	1.00082
19.2337	0.412647	1.00019
19.1086	0.412824	1.00061
18.9845	0.412735	1.0004
18.8573	0.412933	1.00088
18.7315	0.413006	1.00106
18.6023	0.412668	1.00024
18.4758	0.41286	1.0007
18.3497	0.412533	0.99991
18.2218	0.412792	1.00054
18.0931	0.412782	1.00051
17.963	0.41271	1.00034
17.8358	0.412486	0.999797
17.7068	0.412922	1.00085
17.5816	0.412501	0.999834
17.4497	0.412699	1.00031
17.3211	0.412818	1.0006
17.192	0.412568	0.999996
17.0612	0.412631	1.00015
16.9311	0.412819	1.0006
16.7971	0.413032	1.00112
16.6658	0.413068	1.00121
16.5337	0.412668	1.00024
16.399	0.412891	1.00078
16.2646	0.412741	1.00041
16.1285	0.412912	1.00083
15.99	0.413032	1.00112
15.8456	0.412725	1.00037
15.7038	0.412673	1.00025
15.5576	0.412621	1.00012
15.4083	0.41297	1.00097
15.259	0.413017	1.00108
15.1062	0.412704	1.00033
14.9504	0.412922	1.00085
14.7884	0.412923	1.00086
14.623	0.412798	1.00055
14.4614	0.412616	1.00011
14.2915	0.412668	1.00024
14.1144	0.412658	1.00021
13.9399	0.41285	1.00068
13.7604	0.412824	1.00062
13.5729	0.412647	1.00019
13.3864	0.412694	1.0003
13.1914	0.412725	1.00038
12.9915	0.412662	1.00022
12.7906	0.412693	1.0003
12.5824	0.412647	1.00019
12.3681	0.412548	0.999947
12.1488	0.412896	1.00079
11.9225	0.412673	1.00025
11.6966	0.412751	1.00044
11.4551	0.412621	1.00012
11.2133	0.412829	1.00063
10.9563	0.412616	1.00011
10.6967	0.412856	1.00069
10.4281	0.412579	1.00002
10.1475	0.412575	1.00001
9.86398	0.412694	1.0003
9.56378	0.412554	0.999961
9.25341	0.412566	0.999989
8.93546	0.412556	0.999965
8.59974	0.412536	0.999917
8.25843	0.41255	0.999952
7.89391	0.412566	0.999989
7.51573	0.412563	0.999983
7.12641	0.412546	0.999941
6.71163	0.412576	1.00001
6.28878	0.412556	0.999965
5.84706	0.412552	0.999957
5.38535	0.412526	0.999894
4.91742	0.412566	0.999989
4.46254	0.412561	0.999977
4.02182	0.412532	0.999907
3.59314	0.412556	0.999965
3.18378	0.412546	0.999941
2.79639	0.412536	0.999917
2.78639	0.41255	0.999952
2.65689	0.41256	0.999976
2.4579	0.412536	0.999918
2.4478	0.41254	0.999927
2.43791	0.41255	0.999952
2.41791	0.41255	0.999952
2.38791	0.41256	0.999976
2.13435	0.412546	0.999941
1.91658	0.412556	0.999965
1.77743	0.412556	0.999965
1.67881	0.412547	0.999944
1.59021	0.412556	0.999965
