# Tdn_K_93G	Rdn_Ohm_93G	'Rdn/R5k_Ohm_93G'
188.712	0.455666	1.10446
188.607	0.455609	1.10432
188.5	0.455385	1.10378
188.394	0.455655	1.10443
188.288	0.455604	1.10431
188.181	0.455307	1.10359
188.074	0.455411	1.10384
187.971	0.455223	1.10338
187.867	0.455171	1.10326
187.759	0.455146	1.1032
187.653	0.454829	1.10243
187.544	0.454845	1.10247
187.437	0.454694	1.1021
187.329	0.454865	1.10252
187.223	0.454896	1.10259
187.114	0.454251	1.10103
187.007	0.454502	1.10164
186.899	0.454589	1.10185
186.791	0.454534	1.10171
186.686	0.454335	1.10123
186.578	0.454251	1.10103
186.473	0.454403	1.1014
186.365	0.454107	1.10068
186.259	0.454065	1.10058
186.152	0.453784	1.0999
186.044	0.45407	1.10059
185.938	0.453977	1.10036
185.83	0.453872	1.10011
185.72	0.454019	1.10047
185.616	0.453872	1.10011
185.508	0.453311	1.09875
185.404	0.453722	1.09975
185.298	0.453805	1.09995
185.19	0.453513	1.09924
185.081	0.453555	1.09934
184.975	0.453379	1.09891
184.868	0.453072	1.09817
184.758	0.452927	1.09782
184.652	0.453129	1.09831
184.542	0.453071	1.09817
184.434	0.453233	1.09856
184.328	0.45275	1.09739
184.22	0.45276	1.09741
184.114	0.452541	1.09688
184.007	0.452579	1.09697
183.898	0.452386	1.09651
183.791	0.452979	1.09794
183.683	0.452552	1.09691
183.573	0.45213	1.09589
183.465	0.452033	1.09565
183.359	0.452381	1.09649
183.252	0.452391	1.09652
183.145	0.452053	1.0957
183.036	0.451959	1.09547
182.929	0.451887	1.0953
182.823	0.452006	1.09559
182.716	0.451658	1.09474
182.607	0.451902	1.09534
182.499	0.451591	1.09458
182.391	0.451611	1.09463
182.286	0.451642	1.0947
182.179	0.451429	1.09419
182.072	0.451284	1.09384
181.965	0.451174	1.09357
181.856	0.451216	1.09367
181.749	0.451153	1.09352
181.641	0.451004	1.09316
181.534	0.450909	1.09293
181.428	0.45096	1.09305
181.321	0.450998	1.09314
181.214	0.450686	1.09239
181.104	0.450816	1.0927
180.996	0.45079	1.09264
180.89	0.450639	1.09227
180.784	0.450567	1.0921
180.675	0.450572	1.09211
180.568	0.450619	1.09222
180.459	0.450265	1.09137
180.355	0.450094	1.09095
180.247	0.449968	1.09065
180.137	0.450332	1.09153
180.03	0.449958	1.09062
179.923	0.45014	1.09106
179.814	0.449859	1.09038
179.706	0.449922	1.09053
179.6	0.44989	1.09046
179.491	0.449787	1.09021
179.383	0.449703	1.09
179.275	0.449512	1.08954
179.167	0.449517	1.08955
179.059	0.449548	1.08963
178.952	0.449319	1.08907
178.845	0.44961	1.08978
178.738	0.449402	1.08927
178.63	0.449044	1.08841
178.522	0.449132	1.08862
178.413	0.449101	1.08854
178.304	0.449215	1.08882
178.196	0.449059	1.08844
178.09	0.448721	1.08762
177.982	0.448456	1.08698
177.875	0.448976	1.08824
177.764	0.448576	1.08727
177.656	0.448596	1.08732
177.547	0.449012	1.08833
177.439	0.448393	1.08683
177.33	0.448545	1.0872
177.221	0.44854	1.08718
177.113	0.448159	1.08626
177.006	0.448383	1.0868
176.899	0.448289	1.08658
176.792	0.448144	1.08623
176.683	0.44818	1.08631
176.576	0.447983	1.08584
176.469	0.44792	1.08568
176.358	0.447843	1.08549
176.252	0.448185	1.08633
176.147	0.447796	1.08538
176.037	0.447526	1.08473
175.933	0.447738	1.08524
175.823	0.44777	1.08532
175.715	0.447692	1.08513
175.608	0.447385	1.08439
175.5	0.447614	1.08494
175.393	0.447692	1.08513
175.282	0.447562	1.08482
175.173	0.447422	1.08447
175.066	0.446975	1.08339
174.958	0.447022	1.0835
174.85	0.447053	1.08358
174.741	0.446958	1.08335
174.635	0.44659	1.08246
174.524	0.446912	1.08324
174.417	0.446657	1.08262
174.309	0.446818	1.08301
174.201	0.446418	1.08204
174.091	0.446548	1.08236
173.984	0.446402	1.082
173.875	0.446559	1.08238
173.767	0.446621	1.08253
173.659	0.446299	1.08175
173.552	0.446256	1.08165
173.443	0.446247	1.08163
173.335	0.446132	1.08135
173.227	0.446143	1.08137
173.12	0.445992	1.08101
173.014	0.44594	1.08088
172.906	0.445961	1.08093
172.799	0.445711	1.08033
172.69	0.445857	1.08068
172.583	0.44595	1.08091
172.477	0.44594	1.08088
172.369	0.445524	1.07988
172.261	0.445477	1.07976
172.153	0.445622	1.08011
172.044	0.445248	1.07921
171.938	0.445321	1.07938
171.832	0.445223	1.07914
171.722	0.445306	1.07935
171.615	0.445165	1.079
171.506	0.445192	1.07907
171.399	0.44502	1.07865
171.291	0.445264	1.07924
171.183	0.445067	1.07877
171.074	0.445015	1.07864
170.966	0.444807	1.07814
170.853	0.445082	1.0788
170.75	0.444614	1.07767
170.643	0.444744	1.07798
170.536	0.444714	1.07791
170.427	0.444375	1.07709
170.317	0.444516	1.07743
170.209	0.444433	1.07723
170.1	0.444547	1.07751
169.989	0.4445	1.07739
169.882	0.44424	1.07676
169.776	0.444214	1.0767
169.668	0.444074	1.07636
169.56	0.444219	1.07671
169.453	0.444235	1.07675
169.344	0.443813	1.07573
169.237	0.443991	1.07616
169.129	0.443762	1.07561
169.021	0.443861	1.07584
168.912	0.443767	1.07562
168.805	0.443725	1.07551
168.697	0.443419	1.07477
168.588	0.443854	1.07583
168.478	0.443845	1.07581
168.371	0.443227	1.07431
168.261	0.443522	1.07502
168.153	0.443283	1.07444
168.044	0.443278	1.07443
167.936	0.443216	1.07428
167.828	0.44308	1.07395
167.72	0.443159	1.07414
167.613	0.443054	1.07389
167.507	0.443257	1.07438
167.4	0.443116	1.07404
167.292	0.442925	1.07358
167.186	0.442831	1.07335
167.077	0.442883	1.07347
166.97	0.442862	1.07342
166.863	0.442717	1.07307
166.754	0.44241	1.07233
166.645	0.442462	1.07245
166.536	0.442514	1.07258
166.429	0.442675	1.07297
166.32	0.442327	1.07213
166.214	0.442378	1.07225
166.103	0.442447	1.07242
165.993	0.442196	1.07181
165.885	0.442176	1.07176
165.774	0.442254	1.07195
165.666	0.442061	1.07148
165.559	0.441994	1.07132
165.45	0.442129	1.07165
165.339	0.441588	1.07034
165.23	0.44176	1.07075
165.12	0.442014	1.07137
165.011	0.441828	1.07092
164.902	0.441682	1.07056
164.794	0.441906	1.07111
164.685	0.441656	1.0705
164.578	0.441651	1.07049
164.466	0.441448	1.07
164.358	0.441652	1.07049
164.252	0.441339	1.06973
164.145	0.441469	1.07005
164.039	0.441443	1.06998
163.929	0.441131	1.06923
163.821	0.441485	1.07008
163.71	0.441313	1.06967
163.603	0.441001	1.06891
163.495	0.440907	1.06868
163.388	0.440959	1.06881
163.281	0.440607	1.06796
163.173	0.440762	1.06833
163.066	0.440611	1.06797
162.958	0.440907	1.06868
162.851	0.440715	1.06822
162.744	0.440398	1.06745
162.637	0.44059	1.06792
162.53	0.440278	1.06716
162.421	0.440538	1.06779
162.314	0.440336	1.0673
162.204	0.440434	1.06754
162.098	0.440487	1.06766
161.99	0.440486	1.06766
161.881	0.440122	1.06678
161.774	0.440013	1.06652
161.666	0.440236	1.06706
161.559	0.440101	1.06673
161.451	0.44021	1.06699
161.343	0.440081	1.06668
161.234	0.440008	1.06651
161.129	0.439997	1.06648
161.02	0.43979	1.06598
160.913	0.440013	1.06652
160.805	0.43954	1.06537
160.697	0.440024	1.06654
160.589	0.439836	1.06609
160.482	0.439691	1.06574
160.372	0.439567	1.06544
160.263	0.439447	1.06515
160.155	0.439519	1.06532
160.048	0.439359	1.06493
159.94	0.439395	1.06502
159.832	0.439291	1.06477
159.725	0.439274	1.06473
159.617	0.439192	1.06453
159.509	0.439338	1.06488
159.401	0.439166	1.06446
159.293	0.439093	1.06429
159.186	0.438968	1.06398
159.076	0.439026	1.06412
158.969	0.438817	1.06362
158.86	0.438911	1.06385
158.752	0.438739	1.06343
158.645	0.438781	1.06353
158.538	0.438693	1.06332
158.429	0.438547	1.06297
158.32	0.438635	1.06318
158.212	0.438365	1.06252
158.103	0.438495	1.06284
157.996	0.438387	1.06258
157.889	0.438615	1.06313
157.782	0.438573	1.06303
157.674	0.438308	1.06239
157.565	0.438433	1.06269
157.457	0.438018	1.06168
157.349	0.438298	1.06236
157.241	0.438043	1.06174
157.133	0.437981	1.06159
157.027	0.438287	1.06233
156.918	0.437903	1.0614
156.81	0.437736	1.061
156.702	0.437985	1.0616
156.593	0.437741	1.06101
156.485	0.437669	1.06084
156.38	0.437694	1.0609
156.268	0.437621	1.06072
156.161	0.437804	1.06116
156.054	0.437538	1.06052
155.946	0.437435	1.06027
155.837	0.437356	1.06008
155.731	0.437393	1.06017
155.623	0.437388	1.06016
155.513	0.437585	1.06063
155.407	0.437112	1.05949
155.299	0.43719	1.05967
155.19	0.437201	1.0597
155.081	0.436925	1.05903
154.975	0.437097	1.05945
154.869	0.43718	1.05965
154.762	0.437134	1.05954
154.655	0.436967	1.05913
154.548	0.436884	1.05893
154.44	0.4372	1.0597
154.331	0.436951	1.0591
154.224	0.436686	1.05845
154.116	0.436785	1.05869
154.008	0.436499	1.058
153.899	0.436785	1.05869
153.792	0.436655	1.05838
153.685	0.436541	1.0581
153.578	0.436354	1.05765
153.471	0.436389	1.05773
153.362	0.436515	1.05804
153.255	0.43679	1.0587
153.148	0.436624	1.0583
153.04	0.436011	1.05682
152.934	0.436369	1.05768
152.825	0.436374	1.0577
152.716	0.436234	1.05736
152.61	0.436296	1.05751
152.504	0.436239	1.05737
152.395	0.436036	1.05688
152.288	0.435953	1.05668
152.18	0.43588	1.0565
152.075	0.435943	1.05665
151.966	0.43602	1.05684
151.858	0.435698	1.05606
151.752	0.435947	1.05666
151.647	0.436	1.05679
151.54	0.435672	1.056
151.432	0.435626	1.05588
151.325	0.435761	1.05621
151.216	0.435376	1.05528
151.108	0.435604	1.05583
151	0.435505	1.05559
150.893	0.435517	1.05562
150.783	0.435641	1.05592
150.675	0.435345	1.0552
150.567	0.435309	1.05511
150.46	0.435396	1.05533
150.353	0.435085	1.05457
150.246	0.435272	1.05503
150.137	0.434799	1.05388
150.03	0.43509	1.05458
149.922	0.435184	1.05481
149.815	0.435132	1.05469
149.71	0.434862	1.05403
149.601	0.435058	1.05451
149.493	0.434841	1.05398
149.388	0.434648	1.05351
149.28	0.434706	1.05365
149.172	0.434805	1.05389
149.065	0.434607	1.05341
148.958	0.434846	1.05399
148.851	0.434684	1.0536
148.742	0.434576	1.05334
148.633	0.434586	1.05336
148.527	0.43456	1.0533
148.417	0.434358	1.05281
148.309	0.434508	1.05317
148.204	0.434518	1.0532
148.097	0.434228	1.05249
147.991	0.434326	1.05273
147.884	0.434243	1.05253
147.777	0.43431	1.05269
147.668	0.43443	1.05298
147.563	0.434264	1.05258
147.455	0.434212	1.05246
147.348	0.433967	1.05186
147.242	0.433947	1.05181
147.133	0.434108	1.0522
147.024	0.4339	1.0517
146.918	0.433946	1.05181
146.811	0.433952	1.05183
146.703	0.43403	1.05202
146.598	0.433822	1.05151
146.49	0.433755	1.05135
146.382	0.433609	1.05099
146.274	0.433702	1.05122
146.167	0.43362	1.05102
146.061	0.433473	1.05067
145.954	0.43351	1.05076
145.847	0.433739	1.05131
145.74	0.43353	1.0508
145.633	0.433359	1.05039
145.526	0.43338	1.05044
145.418	0.433391	1.05047
145.311	0.433192	1.04999
145.202	0.433156	1.0499
145.094	0.433078	1.04971
144.986	0.432922	1.04933
144.88	0.433167	1.04992
144.772	0.433136	1.04985
144.663	0.432881	1.04923
144.554	0.433072	1.04969
144.448	0.432767	1.04895
144.341	0.432906	1.04929
144.233	0.432964	1.04943
144.127	0.433162	1.04991
144.019	0.432693	1.04878
143.912	0.432891	1.04925
143.806	0.432715	1.04883
143.697	0.432793	1.04902
143.59	0.43286	1.04918
143.485	0.432776	1.04898
143.376	0.432589	1.04852
143.27	0.432584	1.04851
143.162	0.432376	1.04801
143.054	0.43233	1.04789
142.947	0.43234	1.04792
142.84	0.432538	1.0484
142.733	0.432345	1.04793
142.625	0.432471	1.04824
142.518	0.432283	1.04778
142.411	0.432773	1.04897
142.303	0.432549	1.04842
142.196	0.432195	1.04757
142.088	0.432039	1.04719
141.981	0.43219	1.04755
141.873	0.432111	1.04737
141.763	0.431925	1.04691
141.656	0.431805	1.04662
141.548	0.43219	1.04756
141.44	0.432116	1.04738
141.333	0.432003	1.0471
141.227	0.431857	1.04675
141.119	0.43144	1.04574
141.012	0.431992	1.04708
140.905	0.431971	1.04702
140.798	0.4313	1.0454
140.691	0.431457	1.04578
140.583	0.431503	1.04589
140.475	0.43155	1.046
140.365	0.431446	1.04575
140.26	0.431644	1.04623
140.151	0.431597	1.04612
140.043	0.431378	1.04559
139.935	0.431311	1.04542
139.829	0.431285	1.04536
139.724	0.431243	1.04526
139.615	0.43129	1.04537
139.507	0.431207	1.04517
139.401	0.431306	1.04541
139.294	0.430957	1.04457
139.186	0.430972	1.0446
139.078	0.431238	1.04525
138.969	0.430916	1.04447
138.862	0.431139	1.04501
138.754	0.430952	1.04456
138.645	0.430812	1.04422
138.539	0.43089	1.0444
138.43	0.431067	1.04483
138.323	0.430765	1.0441
138.214	0.430589	1.04367
138.106	0.43052	1.04351
137.998	0.430583	1.04366
137.889	0.430563	1.04361
137.782	0.430786	1.04415
137.674	0.430468	1.04338
137.566	0.430662	1.04385
137.458	0.430515	1.0435
137.35	0.43051	1.04348
137.243	0.430657	1.04384
137.136	0.430385	1.04318
137.025	0.430317	1.04302
136.917	0.43025	1.04285
136.81	0.430017	1.04229
136.702	0.430126	1.04255
136.594	0.430146	1.0426
136.487	0.430063	1.0424
136.377	0.430116	1.04253
136.269	0.43009	1.04246
136.161	0.429996	1.04224
136.054	0.430001	1.04225
135.946	0.430277	1.04292
135.838	0.430048	1.04236
135.732	0.429752	1.04165
135.626	0.429699	1.04152
135.52	0.429908	1.04202
135.412	0.429725	1.04158
135.304	0.429679	1.04147
135.196	0.42959	1.04125
135.089	0.429559	1.04118
134.981	0.429752	1.04165
134.871	0.429487	1.041
134.762	0.429456	1.04093
134.657	0.429487	1.041
134.548	0.429725	1.04158
134.44	0.42958	1.04123
134.335	0.42943	1.04086
134.227	0.42921	1.04033
134.119	0.429461	1.04094
134.011	0.429159	1.04021
133.904	0.42957	1.0412
133.798	0.429039	1.03992
133.691	0.429221	1.04036
133.583	0.429122	1.04012
133.474	0.429273	1.04048
133.367	0.429226	1.04037
133.258	0.428888	1.03955
133.149	0.429029	1.03989
133.041	0.429226	1.04037
132.933	0.428868	1.0395
132.827	0.428977	1.03977
132.716	0.428904	1.03959
132.609	0.428831	1.03941
132.501	0.428742	1.0392
132.393	0.428862	1.03949
132.287	0.428998	1.03982
132.18	0.42907	1.03999
132.071	0.428669	1.03902
131.964	0.428758	1.03924
131.857	0.428711	1.03912
131.749	0.428629	1.03892
131.642	0.4288	1.03934
131.534	0.42841	1.03839
131.426	0.428685	1.03906
131.319	0.428337	1.03822
131.21	0.428264	1.03804
131.105	0.428369	1.03829
130.998	0.428196	1.03788
130.892	0.428416	1.03841
130.785	0.428342	1.03823
130.677	0.428208	1.0379
130.572	0.428046	1.03751
130.464	0.428519	1.03866
130.357	0.427807	1.03693
130.249	0.42829	1.0381
130.142	0.428326	1.03819
130.036	0.42813	1.03771
129.928	0.428118	1.03769
129.821	0.427833	1.03699
129.713	0.428109	1.03766
129.605	0.427833	1.037
129.498	0.427916	1.0372
129.39	0.427781	1.03687
129.282	0.42788	1.03711
129.174	0.427984	1.03736
129.065	0.427901	1.03716
128.959	0.427609	1.03645
128.852	0.427666	1.03659
128.744	0.42791	1.03718
128.637	0.427666	1.03659
128.531	0.427687	1.03664
128.424	0.427557	1.03633
128.317	0.427682	1.03663
128.209	0.427401	1.03595
128.102	0.427537	1.03628
127.996	0.427557	1.03633
127.889	0.427537	1.03628
127.78	0.427578	1.03638
127.15	0.427428	1.03601
127.042	0.427235	1.03555
126.934	0.427255	1.03559
126.827	0.427178	1.03541
126.722	0.427043	1.03508
126.613	0.427183	1.03542
126.508	0.426819	1.03454
126.401	0.427162	1.03537
126.293	0.426913	1.03476
126.185	0.42685	1.03461
126.079	0.427084	1.03518
125.974	0.426871	1.03466
125.868	0.427105	1.03523
125.761	0.426725	1.03431
125.654	0.426762	1.0344
125.549	0.426762	1.0344
125.442	0.426778	1.03444
125.335	0.426799	1.03449
125.23	0.426928	1.0348
125.123	0.426777	1.03444
125.015	0.426824	1.03455
124.909	0.426902	1.03474
124.803	0.426398	1.03352
124.695	0.426558	1.03391
124.59	0.426579	1.03396
124.483	0.426741	1.03435
124.376	0.426585	1.03397
124.269	0.426372	1.03345
124.163	0.426434	1.0336
124.058	0.426461	1.03367
123.95	0.426538	1.03386
123.843	0.42646	1.03367
123.736	0.426455	1.03366
123.629	0.426543	1.03387
123.521	0.426325	1.03334
123.415	0.426237	1.03313
123.307	0.426185	1.033
123.201	0.426299	1.03328
123.093	0.426352	1.0334
122.987	0.426143	1.0329
122.879	0.426139	1.03289
122.77	0.425951	1.03243
122.665	0.425982	1.03251
122.558	0.426029	1.03262
122.451	0.426107	1.03281
122.344	0.426019	1.0326
122.239	0.425951	1.03243
122.131	0.426263	1.03319
122.025	0.426023	1.03261
121.918	0.425634	1.03166
121.812	0.425768	1.03199
121.706	0.425712	1.03185
121.6	0.425779	1.03202
121.493	0.425696	1.03182
121.387	0.42552	1.03139
121.28	0.425535	1.03142
121.174	0.425399	1.0311
121.067	0.425623	1.03164
120.96	0.425441	1.0312
120.854	0.425629	1.03165
120.748	0.425576	1.03152
120.64	0.425665	1.03174
120.532	0.42554	1.03144
120.425	0.42527	1.03078
120.318	0.425545	1.03145
120.211	0.425639	1.03168
120.104	0.425701	1.03183
119.999	0.42503	1.0302
119.891	0.425395	1.03108
119.784	0.425	1.03013
119.677	0.424906	1.0299
119.572	0.425342	1.03096
119.466	0.425011	1.03015
119.359	0.424984	1.03009
119.252	0.425145	1.03048
119.146	0.425177	1.03056
119.039	0.424969	1.03005
118.933	0.424984	1.03009
118.826	0.425187	1.03058
118.719	0.42527	1.03078
118.609	0.424527	1.02898
118.504	0.42486	1.02979
118.397	0.424692	1.02938
118.291	0.424875	1.02983
118.183	0.424953	1.03002
118.076	0.424575	1.0291
117.969	0.424755	1.02953
117.862	0.424781	1.0296
117.755	0.424819	1.02969
117.65	0.424703	1.02941
117.541	0.424855	1.02978
117.435	0.424553	1.02905
117.328	0.424496	1.02891
117.222	0.425015	1.03017
117.115	0.424808	1.02966
117.008	0.424527	1.02898
116.902	0.42449	1.02889
116.796	0.424631	1.02924
116.69	0.424631	1.02923
116.583	0.424304	1.02844
116.478	0.424589	1.02913
116.371	0.424486	1.02888
116.264	0.424278	1.02838
116.157	0.424226	1.02825
116.049	0.424339	1.02853
115.943	0.42432	1.02848
115.836	0.424184	1.02815
115.73	0.424121	1.028
115.623	0.424377	1.02862
115.518	0.424272	1.02836
115.41	0.424189	1.02816
115.303	0.424335	1.02852
115.197	0.423992	1.02768
115.09	0.423846	1.02733
114.983	0.42382	1.02727
114.874	0.424372	1.02861
114.767	0.424127	1.02801
114.661	0.424355	1.02857
114.552	0.423811	1.02725
114.446	0.423826	1.02728
114.34	0.42381	1.02724
114.231	0.423898	1.02746
114.124	0.423805	1.02723
114.016	0.42408	1.0279
113.908	0.423618	1.02678
113.802	0.423836	1.02731
113.694	0.423888	1.02743
113.588	0.423613	1.02677
113.48	0.423919	1.02751
113.372	0.423831	1.02729
113.266	0.423747	1.02709
113.159	0.423779	1.02717
113.052	0.423493	1.02648
112.945	0.423758	1.02712
112.838	0.423597	1.02673
112.73	0.423414	1.02628
112.623	0.423472	1.02643
112.514	0.423534	1.02657
112.406	0.423617	1.02678
112.297	0.423426	1.02631
112.19	0.423341	1.02611
112.082	0.423233	1.02584
111.975	0.423259	1.02591
111.867	0.423343	1.02611
111.76	0.423264	1.02592
111.651	0.423207	1.02578
111.545	0.423404	1.02626
111.438	0.423347	1.02612
111.331	0.423316	1.02605
111.222	0.423061	1.02543
111.115	0.42343	1.02632
111.007	0.42303	1.02535
110.9	0.42315	1.02564
110.793	0.423284	1.02597
110.684	0.423232	1.02584
110.577	0.423165	1.02568
110.469	0.423232	1.02584
110.362	0.422957	1.02518
110.255	0.423066	1.02544
110.147	0.423123	1.02558
110.039	0.422858	1.02494
109.931	0.422858	1.02494
109.826	0.422774	1.02473
109.719	0.422754	1.02468
109.612	0.422858	1.02494
109.507	0.422936	1.02513
109.4	0.422624	1.02437
109.291	0.422904	1.02505
109.184	0.422765	1.02471
109.076	0.422712	1.02458
108.971	0.422936	1.02513
108.862	0.422728	1.02462
108.754	0.422676	1.0245
108.646	0.422884	1.025
108.54	0.422624	1.02437
108.434	0.422535	1.02415
108.329	0.422848	1.02491
108.222	0.422426	1.02389
108.117	0.422609	1.02433
108.006	0.422474	1.024
107.905	0.42225	1.02346
107.794	0.42249	1.02404
107.689	0.422183	1.0233
107.582	0.422333	1.02366
107.476	0.422552	1.0242
107.371	0.422365	1.02374
107.263	0.422442	1.02393
107.156	0.42265	1.02443
107.05	0.422421	1.02388
106.942	0.422099	1.0231
106.834	0.422037	1.02295
106.728	0.422121	1.02315
106.623	0.421917	1.02266
106.515	0.422173	1.02328
106.409	0.422043	1.02296
106.3	0.422016	1.0229
106.195	0.421767	1.02229
106.088	0.422244	1.02345
105.985	0.421969	1.02278
105.885	0.422198	1.02334
105.771	0.421788	1.02234
105.662	0.422251	1.02346
105.558	0.421745	1.02224
105.451	0.422074	1.02304
105.346	0.422094	1.02308
105.245	0.421969	1.02278
105.139	0.421954	1.02275
105.036	0.422052	1.02298
104.927	0.421761	1.02228
104.821	0.421829	1.02244
104.716	0.42197	1.02278
104.611	0.421876	1.02256
104.504	0.4216	1.02189
104.397	0.421679	1.02208
104.291	0.42199	1.02283
104.187	0.421637	1.02198
104.082	0.421788	1.02234
103.98	0.421553	1.02177
103.876	0.421408	1.02142
103.77	0.422068	1.02302
103.667	0.421496	1.02164
103.561	0.42159	1.02186
103.454	0.421802	1.02238
103.35	0.421715	1.02217
103.242	0.421497	1.02164
103.138	0.421615	1.02192
103.029	0.421476	1.02159
102.927	0.421584	1.02185
102.823	0.421319	1.02121
102.718	0.421356	1.0213
102.611	0.421485	1.02161
102.507	0.421491	1.02162
102.403	0.421438	1.0215
102.299	0.421288	1.02113
102.195	0.421594	1.02187
102.088	0.421288	1.02113
101.984	0.42147	1.02157
101.879	0.421392	1.02138
101.775	0.421283	1.02112
101.67	0.421096	1.02066
101.566	0.421407	1.02142
101.459	0.421293	1.02114
101.354	0.421002	1.02044
101.249	0.421028	1.0205
101.144	0.421007	1.02045
101.039	0.421152	1.0208
100.936	0.420935	1.02027
100.83	0.420929	1.02026
100.725	0.421079	1.02062
100.62	0.421267	1.02108
100.517	0.42093	1.02026
100.413	0.420971	1.02036
100.309	0.420965	1.02035
100.207	0.42083	1.02002
100.102	0.420763	1.01986
99.9976	0.420617	1.01951
99.8942	0.421013	1.02046
99.7871	0.420825	1.02001
99.6818	0.42096	1.02033
99.5786	0.42097	1.02036
99.4723	0.420903	1.0202
99.3702	0.420919	1.02024
99.2648	0.420758	1.01985
99.1638	0.420705	1.01972
99.0584	0.420763	1.01986
98.9558	0.420768	1.01987
98.8504	0.420898	1.02018
98.7458	0.420596	1.01945
98.6435	0.420637	1.01955
98.541	0.420503	1.01923
98.4371	0.42082	1.02
98.3349	0.420659	1.01961
98.2309	0.420539	1.01932
98.1263	0.42069	1.01968
98.023	0.420856	1.02008
97.9174	0.420565	1.01938
97.8138	0.420352	1.01886
97.7125	0.420591	1.01944
97.6097	0.420549	1.01934
97.5054	0.420341	1.01884
97.4009	0.420658	1.0196
97.2968	0.420898	1.02019
97.1936	0.420388	1.01895
97.0924	0.420747	1.01982
96.9882	0.420508	1.01924
96.8842	0.420373	1.01891
96.7801	0.42044	1.01908
96.6765	0.420477	1.01916
96.5762	0.420466	1.01914
96.4744	0.420171	1.01842
96.3738	0.41991	1.01779
96.2666	0.420337	1.01882
96.1632	0.420139	1.01835
96.0579	0.420108	1.01827
95.954	0.420123	1.01831
95.8516	0.420306	1.01875
95.7485	0.420263	1.01865
95.6429	0.420108	1.01827
95.5403	0.419993	1.01799
95.4346	0.420326	1.0188
95.3337	0.420004	1.01802
95.2313	0.420175	1.01843
95.1291	0.420113	1.01828
95.0284	0.420248	1.01861
94.9275	0.420144	1.01836
94.8236	0.420155	1.01838
94.721	0.419692	1.01726
94.6195	0.420274	1.01867
94.5158	0.41991	1.01779
94.4132	0.419728	1.01735
94.3114	0.419837	1.01761
94.2074	0.420014	1.01804
94.1028	0.419926	1.01783
94	0.419931	1.01784
93.8953	0.419827	1.01759
93.7928	0.419854	1.01765
93.6923	0.42004	1.01811
93.5905	0.419909	1.01779
93.4891	0.419925	1.01783
93.3838	0.419776	1.01747
93.2817	0.41991	1.01779
93.1778	0.419739	1.01738
93.074	0.419779	1.01747
92.9716	0.419743	1.01739
92.8688	0.419733	1.01736
92.7652	0.419883	1.01773
92.6629	0.41951	1.01682
92.5591	0.419848	1.01764
92.4559	0.419847	1.01764
92.3509	0.419754	1.01741
92.2483	0.419744	1.01739
92.1461	0.419525	1.01686
92.044	0.419494	1.01678
91.9398	0.419873	1.0177
91.8348	0.419644	1.01715
91.7323	0.419339	1.01641
91.6304	0.419546	1.01691
91.5271	0.419681	1.01724
91.4258	0.419733	1.01736
91.3234	0.419562	1.01695
91.2201	0.419713	1.01731
91.1172	0.419411	1.01658
91.0143	0.419422	1.01661
90.9115	0.419437	1.01665
90.8075	0.419702	1.01729
90.7047	0.419426	1.01662
90.602	0.419463	1.01671
90.4985	0.419536	1.01688
90.3937	0.419484	1.01676
90.2919	0.419364	1.01647
90.1884	0.419026	1.01565
90.0842	0.419119	1.01587
89.9807	0.419379	1.0165
89.8781	0.419437	1.01664
89.7732	0.419307	1.01633
89.6696	0.41927	1.01624
89.5666	0.418922	1.0154
89.463	0.41926	1.01622
89.3595	0.41926	1.01622
89.2573	0.41912	1.01588
89.1527	0.419208	1.01609
89.0496	0.419145	1.01594
88.948	0.419146	1.01594
88.8437	0.419047	1.0157
88.7401	0.419353	1.01644
88.6363	0.419079	1.01578
88.5349	0.41912	1.01588
88.4317	0.419156	1.01596
88.3293	0.419114	1.01586
88.2245	0.41925	1.01619
88.1217	0.418876	1.01528
88.019	0.419015	1.01562
87.9184	0.418938	1.01543
87.8133	0.419177	1.01601
87.7092	0.418995	1.01557
87.6046	0.419291	1.01629
87.5006	0.419016	1.01562
87.3975	0.419089	1.0158
87.2965	0.418828	1.01517
87.1934	0.418922	1.0154
87.0898	0.418756	1.01499
86.9871	0.419109	1.01585
86.8834	0.418902	1.01535
86.7788	0.41862	1.01466
86.6766	0.419005	1.0156
86.5745	0.418969	1.01551
86.4702	0.418579	1.01457
86.3675	0.418725	1.01492
86.2642	0.418678	1.0148
86.1632	0.418413	1.01416
86.0601	0.418714	1.01489
85.9557	0.418735	1.01494
85.8532	0.418683	1.01482
85.7506	0.418787	1.01507
85.6471	0.418699	1.01486
85.5435	0.418501	1.01438
85.4398	0.418615	1.01465
85.3377	0.418876	1.01528
85.2339	0.418667	1.01478
85.1329	0.418298	1.01388
85.0289	0.418605	1.01463
84.9269	0.418465	1.01429
84.823	0.418459	1.01427
84.718	0.418423	1.01419
84.6154	0.418355	1.01402
84.5121	0.418594	1.0146
84.41	0.418392	1.01411
84.3071	0.418303	1.0139
84.2046	0.418506	1.01439
84.1001	0.418407	1.01415
83.9964	0.418454	1.01426
83.8916	0.418309	1.01391
83.7889	0.418309	1.01391
83.6869	0.418407	1.01415
83.5828	0.418251	1.01377
83.4794	0.418392	1.01411
83.3769	0.418371	1.01406
83.2742	0.418199	1.01364
83.1711	0.418564	1.01453
83.0671	0.417913	1.01295
