# 'Tdn_K_68.4G'	'Rdn_Ohm_68.4G'
265.312	3.22336
265.2	3.2128
265.089	3.2035
264.98	3.19043
264.872	3.18389
264.762	3.17711
264.653	3.16328
264.544	3.15524
264.435	3.14518
264.324	3.13706
264.218	3.12994
264.108	3.12273
263.998	3.10823
263.89	3.10271
263.779	3.09249
263.671	3.08536
263.563	3.0738
263.454	3.06601
263.344	3.05754
263.235	3.05176
263.124	3.03693
263.015	3.02797
262.906	3.01858
262.796	3.01089
262.687	3.00568
262.579	2.99505
262.467	2.9895
262.361	2.97686
262.252	2.96655
262.144	2.96053
262.036	2.9482
261.923	2.9394
261.817	2.93304
261.709	2.92851
261.599	2.91637
261.49	2.90924
261.382	2.90246
261.269	2.89006
261.161	2.88671
261.053	2.87481
260.942	2.86551
260.833	2.86065
260.724	2.84951
260.615	2.84255
260.507	2.83359
260.397	2.82831
260.293	2.82194
260.183	2.80987
260.072	2.8004
259.964	2.79009
259.857	2.78767
259.749	2.77862
259.64	2.77468
259.532	2.75935
259.421	2.75783
259.313	2.74561
259.202	2.73857
259.094	2.7275
258.983	2.72282
258.873	2.71527
258.764	2.71058
258.654	2.70379
258.546	2.69349
258.44	2.68369
258.329	2.67581
258.222	2.6671
258.115	2.66241
258.005	2.65319
257.897	2.6423
257.788	2.63349
257.683	2.62562
257.576	2.61674
257.466	2.61221
257.36	2.60552
257.252	2.59446
257.142	2.58105
257.036	2.57971
256.927	2.56856
256.82	2.5606
256.71	2.55835
256.601	2.54259
256.494	2.53924
256.385	2.52834
256.277	2.52391
256.171	2.51519
256.064	2.50631
255.957	2.5017
255.848	2.49324
255.739	2.48361
255.631	2.47858
255.526	2.47371
255.419	2.46274
255.31	2.45562
255.203	2.44615
255.094	2.44137
254.983	2.43342
254.879	2.42654
254.773	2.41925
254.664	2.41029
254.555	2.40602
254.446	2.39538
254.337	2.3885
254.231	2.38591
254.124	2.37996
254.013	2.36865
253.905	2.36446
253.798	2.35608
253.689	2.34603
253.578	2.34142
253.473	2.33765
253.363	2.32692
253.255	2.32072
253.145	2.31176
253.038	2.30799
252.923	2.30322
252.81	2.29693
252.704	2.29274
252.591	2.28713
252.481	2.27816
252.369	2.27489
252.257	2.27028
252.147	2.264
252.037	2.25587
251.927	2.25528
251.818	2.24858
251.708	2.24423
251.601	2.23878
251.492	2.22965
251.381	2.22713
251.268	2.22026
251.16	2.22127
251.049	2.21155
250.938	2.20636
250.827	2.19973
250.717	2.19772
250.607	2.19152
250.497	2.18189
250.387	2.18147
250.275	2.18163
250.167	2.17502
250.056	2.17217
249.949	2.15952
249.839	2.15708
249.731	2.15449
249.621	2.14369
249.508	2.14176
249.397	2.13723
249.288	2.13262
249.177	2.13161
249.067	2.12366
248.957	2.11896
248.845	2.11402
248.736	2.10741
248.625	2.10288
248.507	2.10029
248.402	2.09634
248.293	2.08964
248.183	2.08872
248.076	2.08486
247.965	2.08009
247.852	2.07414
247.747	2.06752
247.637	2.06535
247.525	2.05663
247.419	2.05504
247.31	2.04649
247.201	2.04372
247.093	2.04096
246.984	2.03451
246.876	2.03006
246.765	2.02722
246.656	2.01675
246.544	2.0175
246.436	2.01164
246.326	2.00619
246.215	1.99932
246.107	1.99697
245.998	1.9942
245.887	1.98474
245.778	1.97929
245.669	1.97686
245.56	1.97494
245.448	1.97091
245.34	1.96513
245.232	1.96002
245.122	1.95164
245.012	1.94938
244.901	1.94528
244.792	1.94251
244.683	1.93748
244.572	1.93807
244.464	1.92843
244.353	1.9229
244.244	1.92173
244.137	1.91428
244.028	1.90707
243.919	1.90313
243.809	1.89844
243.698	1.89802
243.589	1.89274
243.478	1.88872
243.369	1.88461
243.259	1.87899
243.149	1.87531
243.04	1.87238
242.93	1.86643
242.82	1.86459
242.714	1.85889
242.602	1.85076
242.494	1.84858
242.383	1.84649
242.275	1.83887
242.168	1.83409
242.056	1.82638
241.952	1.81833
241.841	1.81423
241.732	1.80418
241.623	1.80192
241.515	1.79253
241.405	1.78968
241.294	1.78315
241.186	1.78013
241.08	1.7751
240.97	1.7674
240.862	1.76631
240.756	1.75776
240.647	1.74913
240.538	1.74988
240.431	1.74888
240.321	1.74243
240.212	1.73305
240.105	1.73204
239.994	1.72533
239.884	1.72064
239.774	1.71822
239.664	1.71151
239.554	1.70975
239.445	1.7074
239.337	1.70171
239.23	1.69585
239.121	1.69291
239.013	1.68755
238.905	1.6862
238.797	1.67959
238.688	1.67431
238.581	1.67464
238.47	1.66518
238.36	1.66408
238.251	1.66191
238.142	1.65512
238.035	1.65261
237.927	1.65043
237.816	1.64591
237.708	1.64004
237.599	1.63376
237.488	1.63116
237.379	1.62781
237.269	1.62404
237.16	1.62395
237.05	1.62035
236.944	1.61524
236.834	1.61339
236.725	1.60712
236.617	1.60594
236.508	1.59857
236.399	1.59454
236.293	1.59178
236.185	1.59111
236.074	1.5865
235.968	1.58382
235.859	1.57745
235.751	1.57678
235.643	1.57292
235.535	1.56932
235.427	1.55969
235.32	1.56228
235.21	1.55709
235.105	1.55734
234.995	1.55106
234.887	1.54603
234.781	1.54427
234.674	1.53715
234.565	1.53715
234.456	1.53438
234.347	1.52944
234.238	1.53161
234.131	1.52324
234.024	1.52425
233.915	1.51771
233.804	1.51486
233.698	1.51226
233.589	1.51025
233.481	1.50548
233.372	1.50045
233.264	1.49794
233.155	1.49768
233.046	1.49257
232.936	1.4904
232.828	1.48587
232.72	1.4857
232.611	1.48009
232.503	1.47917
232.397	1.4764
232.288	1.47741
232.18	1.47481
232.071	1.47138
231.964	1.46568
231.855	1.464
231.747	1.463
231.638	1.45856
231.53	1.45521
231.423	1.44624
231.313	1.448
231.206	1.44825
231.098	1.44749
230.988	1.43903
230.88	1.44163
230.774	1.43912
230.665	1.43266
230.558	1.43158
230.448	1.43191
230.343	1.43116
230.233	1.42722
230.124	1.42479
230.014	1.42018
229.907	1.41197
229.8	1.41692
229.692	1.41231
229.586	1.40987
229.479	1.41013
229.37	1.40912
229.262	1.40435
229.154	1.40485
229.046	1.39857
228.94	1.40125
228.832	1.39538
228.724	1.39529
228.615	1.39027
228.507	1.38885
228.399	1.38926
228.291	1.38432
228.182	1.38633
228.077	1.3798
227.969	1.37745
227.86	1.37377
227.752	1.37972
227.644	1.37435
227.536	1.37192
227.429	1.36698
227.321	1.37159
227.214	1.36614
227.106	1.36363
226.997	1.36338
226.891	1.35952
226.78	1.35902
226.67	1.3571
226.563	1.35751
226.454	1.34938
226.347	1.35357
226.238	1.34696
226.132	1.34779
226.024	1.341
225.919	1.34787
225.809	1.34335
225.701	1.33665
225.592	1.33757
225.483	1.33967
225.375	1.33346
225.268	1.33346
225.157	1.33204
225.049	1.3312
224.94	1.3281
224.831	1.32818
224.724	1.32282
224.613	1.32232
224.505	1.31871
224.397	1.31746
224.288	1.3183
224.18	1.31428
224.071	1.31386
223.964	1.31017
223.854	1.3126
223.747	1.30355
223.637	1.30087
223.53	1.30824
223.422	1.29944
223.315	1.29911
223.208	1.30347
223.099	1.2966
222.993	1.29911
222.88	1.29383
222.774	1.29442
222.667	1.29191
222.559	1.29132
222.451	1.28813
222.343	1.28361
222.236	1.28554
222.126	1.28504
222.018	1.28277
221.91	1.28168
221.802	1.28194
221.693	1.27641
221.585	1.27598
221.478	1.27984
221.37	1.27322
221.263	1.27205
221.155	1.27037
221.047	1.27045
220.939	1.2687
220.831	1.26819
220.724	1.2671
220.614	1.26434
220.506	1.26476
220.398	1.25906
220.29	1.25596
220.182	1.25973
220.074	1.25605
219.968	1.25378
219.857	1.25453
219.751	1.25403
219.643	1.2568
219.535	1.24867
219.427	1.24976
219.32	1.24716
219.212	1.24473
219.102	1.24842
218.994	1.24147
218.887	1.24373
218.778	1.24205
218.669	1.24029
218.56	1.23585
218.453	1.2335
218.345	1.23594
218.236	1.23233
218.127	1.23359
218.019	1.22974
217.913	1.2299
217.806	1.22622
217.698	1.22823
217.59	1.22186
217.482	1.22286
217.374	1.22211
217.265	1.22077
217.156	1.21951
217.049	1.2129
216.941	1.21692
216.833	1.21558
216.725	1.20871
216.617	1.21331
216.51	1.20845
216.401	1.21105
216.294	1.20653
216.187	1.19974
216.079	1.20451
215.972	1.20569
215.865	1.20141
215.757	1.20058
215.65	1.19756
215.543	1.19714
215.434	1.19773
215.326	1.19312
215.22	1.19831
215.112	1.18876
215.003	1.1886
214.898	1.19186
214.789	1.1865
214.681	1.18834
214.573	1.18801
214.464	1.18474
214.358	1.17904
214.252	1.17938
214.143	1.17829
214.036	1.17393
213.929	1.17435
213.819	1.17687
213.712	1.17511
213.603	1.17201
213.496	1.16387
213.388	1.16765
213.28	1.17184
213.172	1.16296
213.064	1.16304
212.956	1.15559
212.846	1.16036
212.739	1.15827
212.632	1.16002
212.525	1.15692
212.418	1.15559
212.31	1.15349
212.201	1.15517
212.095	1.1545
211.984	1.14897
211.877	1.155
211.768	1.14754
211.661	1.15047
211.553	1.14997
211.444	1.14511
211.336	1.1457
211.228	1.14159
211.121	1.13983
211.014	1.13899
210.906	1.14042
210.798	1.14059
210.69	1.13908
210.582	1.13689
210.475	1.13707
210.367	1.13254
210.26	1.13246
210.154	1.12994
210.044	1.13045
209.935	1.13011
209.827	1.12676
209.72	1.12341
209.613	1.12467
209.506	1.12215
209.397	1.12299
209.289	1.12366
209.181	1.12089
209.073	1.11721
208.966	1.11872
208.857	1.11863
208.75	1.11746
208.644	1.11176
208.537	1.11244
208.429	1.11051
208.321	1.10657
208.212	1.10866
208.106	1.10891
207.999	1.10816
207.89	1.10431
207.781	1.10774
207.673	1.10054
207.565	1.10179
207.458	1.10087
207.35	1.09928
207.242	1.0976
207.136	1.09392
207.028	1.09534
206.921	1.09752
206.813	1.08981
206.704	1.0878
206.597	1.09434
206.489	1.08747
206.381	1.08654
206.274	1.08378
206.167	1.08319
206.059	1.08118
205.953	1.08051
205.846	1.08478
205.739	1.07749
205.631	1.07984
205.523	1.08219
205.416	1.07766
205.307	1.07255
205.2	1.06845
205.091	1.07222
204.984	1.06853
204.877	1.06979
204.77	1.06853
204.663	1.06627
204.555	1.0656
204.448	1.06216
204.343	1.06543
204.233	1.06124
204.125	1.05964
204.019	1.05873
203.912	1.0568
203.805	1.05479
203.698	1.04901
203.59	1.05454
203.482	1.05202
203.375	1.05328
203.267	1.04549
203.161	1.04859
203.052	1.04582
202.945	1.04457
202.836	1.04214
202.73	1.04683
202.622	1.0418
202.516	1.04222
202.407	1.04147
202.302	1.03502
202.192	1.03367
202.087	1.03736
201.978	1.03191
201.871	1.03216
201.766	1.02756
201.658	1.02907
201.552	1.0284
201.442	1.0284
201.333	1.02027
201.225	1.02513
201.118	1.02153
201.011	1.01767
200.903	1.01717
200.796	1.02169
200.689	1.017
200.582	1.01466
200.475	1.016
200.369	1.01407
200.26	1.01457
200.153	1.01114
200.044	1.01105
199.938	1.00778
199.83	1.00611
199.722	1.00058
199.614	1.00016
199.505	1.00377
199.399	1.00326
199.291	1.00117
199.185	0.99907
199.077	1.00158
198.968	1.00033
198.859	0.998316
198.754	0.994294
198.645	0.993204
198.538	0.988764
198.429	0.990944
198.322	0.990527
198.213	0.987506
198.105	0.989518
197.996	0.985412
197.89	0.982647
197.781	0.980219
197.675	0.982983
197.569	0.980134
197.462	0.981811
197.354	0.979883
197.246	0.980471
197.139	0.981727
197.032	0.97402
196.923	0.974773
196.817	0.972426
196.708	0.971589
196.6	0.967234
196.49	0.972006
196.385	0.968071
196.277	0.968487
196.17	0.968322
196.064	0.968822
195.958	0.961869
195.851	0.964216
195.744	0.965306
195.637	0.960446
195.529	0.957512
195.422	0.959941
195.313	0.960612
195.205	0.953408
195.096	0.957261
194.989	0.951478
194.882	0.951898
194.774	0.951145
194.667	0.949216
194.559	0.949638
194.452	0.947207
194.345	0.948381
194.239	0.944024
194.132	0.94218
194.024	0.942934
193.917	0.939501
193.809	0.939496
193.701	0.941175
193.594	0.938492
193.486	0.935141
193.379	0.9333
193.273	0.934976
193.165	0.9338
193.057	0.926846
192.952	0.932125
192.845	0.93397
192.738	0.925001
192.63	0.925338
192.522	0.923995
192.415	0.922909
192.308	0.928186
192.201	0.919221
192.094	0.92115
191.986	0.920228
191.88	0.918803
191.773	0.91964
191.666	0.918216
191.557	0.917965
191.451	0.917627
191.344	0.915367
191.236	0.914278
191.129	0.914697
191.022	0.912518
190.914	0.911681
190.808	0.906655
190.7	0.906067
190.593	0.905983
190.485	0.906402
190.379	0.902967
190.269	0.907911
190.163	0.901209
190.055	0.902463
189.949	0.901289
189.841	0.897355
189.734	0.897437
189.626	0.894001
189.518	0.898107
189.411	0.896182
189.304	0.896598
189.197	0.892075
189.09	0.893415
188.982	0.891572
188.876	0.888806
188.768	0.886042
188.662	0.890736
188.554	0.888138
188.448	0.881351
188.34	0.882355
188.233	0.881688
188.125	0.883697
188.018	0.882691
187.911	0.878001
187.804	0.879003
187.696	0.878588
187.59	0.876238
187.482	0.875484
187.375	0.874564
187.268	0.871464
187.16	0.87046
187.052	0.874231
186.945	0.871633
186.838	0.872637
186.731	0.867443
186.622	0.866686
186.516	0.864341
186.408	0.865348
186.3	0.865096
186.192	0.864004
186.084	0.864006
185.979	0.861911
185.872	0.861574
185.766	0.857555
185.659	0.863001
185.552	0.857806
185.446	0.853786
185.338	0.855963
185.232	0.853365
185.125	0.85169
185.018	0.853534
184.911	0.850347
184.804	0.84968
184.697	0.850434
184.591	0.852193
184.484	0.847668
184.377	0.847751
184.271	0.845319
184.165	0.841885
184.059	0.845658
183.951	0.840125
183.845	0.84063
183.738	0.840628
183.632	0.838872
183.525	0.841467
183.419	0.840965
183.311	0.838199
183.204	0.836104
183.099	0.833676
182.993	0.834679
182.885	0.832922
182.778	0.83158
182.669	0.830576
182.562	0.836693
182.454	0.829489
182.348	0.82756
182.243	0.829736
182.134	0.82932
182.028	0.82865
181.92	0.82429
181.812	0.828232
181.706	0.823203
181.599	0.822447
181.492	0.823289
181.386	0.821945
181.28	0.820104
181.172	0.815496
181.066	0.819349
180.959	0.818009
180.853	0.817673
180.746	0.816415
180.639	0.816249
180.532	0.814908
180.427	0.808791
180.317	0.809545
180.212	0.810885
180.105	0.813819
179.993	0.810047
179.891	0.807868
179.785	0.809042
179.675	0.80988
179.571	0.807955
179.466	0.805271
179.359	0.803175
179.248	0.804601
179.143	0.799825
179.032	0.803177
178.925	0.802759
178.82	0.802506
178.713	0.798652
178.607	0.797981
178.5	0.798989
178.391	0.796894
178.285	0.799826
178.178	0.796728
178.072	0.794465
177.967	0.794463
177.86	0.791279
177.75	0.795636
177.644	0.793794
177.536	0.790944
177.432	0.793041
177.326	0.786338
177.216	0.793793
177.111	0.790609
177.001	0.790275
176.899	0.787594
176.79	0.786169
176.684	0.787761
176.577	0.781896
176.471	0.782985
176.364	0.783487
176.258	0.782648
176.153	0.777875
176.045	0.778377
175.94	0.784408
175.834	0.782232
175.726	0.778376
175.619	0.775779
175.51	0.77888
175.405	0.773349
175.298	0.775444
175.192	0.771842
175.085	0.775359
174.978	0.773767
174.875	0.771004
174.766	0.769413
174.662	0.772512
174.556	0.7705
174.45	0.765304
174.343	0.768154
174.236	0.765977
174.13	0.765728
174.024	0.768994
173.918	0.765807
173.81	0.762791
173.704	0.760277
173.596	0.765305
173.49	0.761285
173.382	0.761536
173.278	0.758769
173.172	0.758771
173.065	0.757599
172.962	0.7581
172.854	0.757848
172.748	0.757932
172.641	0.759355
172.535	0.756173
172.43	0.753743
172.321	0.754246
172.213	0.753744
172.108	0.753407
172	0.751816
171.891	0.751313
171.78	0.748546
171.673	0.750307
171.566	0.749304
171.458	0.746204
171.353	0.746289
171.247	0.743858
171.14	0.741426
171.033	0.745282
170.93	0.745282
170.822	0.742936
170.714	0.745617
170.606	0.743607
170.504	0.745868
170.394	0.743104
170.29	0.742265
170.183	0.739753
170.078	0.734807
169.97	0.73372
169.862	0.74218
169.756	0.736904
169.649	0.734223
169.542	0.737406
169.435	0.736232
169.327	0.739333
169.22	0.734637
169.114	0.733802
169.007	0.734136
168.899	0.732293
168.791	0.729615
168.684	0.73305
168.58	0.729529
168.474	0.72718
168.366	0.729529
168.26	0.729112
168.151	0.728272
168.047	0.727015
167.94	0.724419
167.833	0.726598
167.732	0.722238
167.622	0.728859
167.518	0.724419
167.41	0.720985
167.303	0.72048
167.198	0.719895
167.093	0.719809
166.987	0.718971
166.881	0.721904
166.775	0.718719
166.67	0.717716
166.561	0.717462
166.456	0.714112
166.351	0.714028
166.242	0.71562
166.133	0.714867
166.03	0.713023
165.923	0.712186
165.816	0.716709
165.709	0.710509
165.604	0.712018
165.5	0.712606
165.395	0.707911
165.288	0.706823
165.185	0.710761
165.077	0.708834
164.971	0.708748
164.863	0.707159
164.756	0.709168
164.649	0.70523
164.542	0.712353
164.44	0.702886
164.333	0.705985
164.228	0.704812
164.122	0.705984
164.013	0.703722
163.906	0.705064
163.8	0.704893
163.696	0.70406
163.587	0.702213
163.478	0.698696
163.375	0.698947
163.266	0.702886
163.157	0.696518
163.053	0.698945
162.945	0.69677
162.84	0.695762
162.732	0.695847
162.625	0.696098
162.519	0.691237
162.411	0.694756
162.303	0.687552
162.196	0.691741
162.093	0.695427
161.986	0.68797
161.878	0.692495
161.769	0.690986
161.663	0.688139
161.555	0.691656
161.448	0.686043
161.343	0.686797
161.237	0.688138
161.13	0.687804
161.023	0.683194
160.917	0.68529
160.808	0.68462
160.7	0.687551
160.595	0.689061
160.487	0.683947
160.381	0.686547
160.276	0.681187
160.172	0.684117
160.064	0.683279
159.958	0.677331
159.852	0.679761
159.748	0.681351
159.641	0.680264
159.531	0.6811
159.428	0.67599
159.318	0.681184
159.212	0.675069
159.107	0.673727
158.999	0.676995
158.894	0.673728
158.788	0.677245
158.682	0.675068
158.574	0.673474
158.473	0.670374
158.363	0.670709
158.257	0.674313
158.149	0.676156
158.044	0.666521
157.938	0.669537
157.83	0.669791
157.721	0.670877
157.617	0.665431
157.51	0.668113
157.407	0.666607
157.299	0.66426
157.194	0.665516
157.088	0.665263
156.982	0.666187
156.875	0.662165
156.771	0.667694
156.667	0.665516
156.559	0.662165
156.453	0.665348
156.348	0.661075
156.241	0.657305
156.136	0.660238
156.031	0.65915
155.924	0.66141
155.816	0.660322
155.71	0.663088
155.606	0.657471
155.501	0.660906
155.397	0.658812
155.289	0.656383
155.183	0.653451
155.077	0.658144
154.97	0.654792
154.865	0.653533
154.755	0.651858
154.65	0.651774
154.546	0.656802
154.44	0.649514
154.335	0.650016
154.229	0.653953
154.124	0.652026
154.018	0.654957
153.911	0.651691
153.804	0.651523
153.7	0.652193
153.591	0.651103
153.485	0.650686
153.377	0.646076
153.273	0.648506
153.166	0.650601
153.058	0.645826
152.954	0.644401
152.847	0.644569
152.739	0.646663
152.633	0.6475
152.53	0.645744
152.422	0.643897
152.32	0.640462
152.214	0.641888
152.109	0.641971
152.004	0.641887
151.897	0.639961
151.793	0.640298
151.685	0.642391
151.577	0.638872
151.472	0.644821
151.364	0.640715
151.261	0.634178
151.154	0.635436
151.048	0.635267
150.941	0.636274
150.834	0.635855
150.729	0.634347
150.621	0.638535
150.516	0.636777
150.411	0.635854
150.304	0.636528
150.2	0.634012
150.089	0.630827
149.985	0.632254
149.875	0.63309
149.769	0.630828
149.664	0.632673
149.556	0.632756
149.455	0.632754
149.345	0.62999
149.24	0.627561
149.132	0.631581
149.025	0.629738
148.919	0.627142
148.814	0.629403
148.712	0.629655
148.602	0.626639
148.498	0.626641
148.394	0.627727
148.287	0.622869
148.179	0.626471
148.071	0.628231
147.965	0.626134
147.857	0.624796
147.751	0.624041
147.648	0.622198
147.538	0.621946
147.432	0.625297
147.326	0.619014
147.221	0.619014
147.116	0.620103
147.009	0.617757
146.901	0.620103
146.794	0.619434
146.69	0.618092
146.582	0.617087
146.475	0.616752
146.37	0.617674
146.262	0.617758
146.156	0.615244
146.048	0.61474
145.939	0.615245
145.835	0.617505
145.728	0.616584
145.62	0.614157
145.515	0.615661
145.409	0.615914
145.302	0.614237
145.195	0.615245
145.088	0.611641
144.982	0.616753
144.874	0.609714
144.769	0.609796
144.662	0.611976
144.559	0.612144
144.452	0.612814
144.347	0.608961
144.24	0.609127
144.135	0.611725
144.03	0.613653
143.92	0.60762
143.815	0.610383
143.711	0.608625
143.603	0.605441
143.495	0.605356
143.39	0.605944
143.282	0.606865
143.175	0.607452
143.07	0.609462
142.964	0.605274
142.857	0.603766
142.752	0.602089
142.647	0.607703
142.539	0.602509
142.435	0.604687
142.329	0.603348
142.226	0.601336
142.119	0.601838
142.017	0.605356
141.912	0.602926
141.806	0.601419
141.699	0.604353
141.593	0.601837
141.488	0.598317
141.384	0.599659
141.277	0.602424
141.169	0.600162
141.062	0.600748
140.957	0.595135
140.848	0.599491
140.744	0.599658
140.639	0.595302
140.533	0.594968
140.426	0.596978
140.322	0.597147
140.211	0.593123
140.107	0.594549
140.002	0.596056
139.897	0.589104
139.792	0.598486
139.688	0.595805
139.581	0.595807
139.474	0.58994
139.369	0.594548
139.263	0.59522
139.156	0.590194
139.052	0.59078
138.949	0.592705
138.846	0.594632
138.74	0.593962
138.635	0.59011
138.529	0.584245
138.423	0.58818
138.319	0.589521
138.212	0.588264
138.107	0.588516
138.002	0.587007
137.897	0.589772
137.792	0.589521
137.689	0.58726
137.582	0.589018
137.477	0.587257
137.367	0.586085
137.262	0.587847
137.159	0.589437
137.053	0.587845
136.946	0.581562
136.838	0.586254
136.733	0.581309
136.625	0.583321
136.522	0.586084
136.414	0.583406
136.309	0.58265
136.202	0.583155
136.096	0.582567
135.989	0.583657
135.883	0.579886
135.776	0.582568
135.67	0.578043
135.565	0.583657
135.46	0.58022
135.353	0.583406
135.247	0.579216
135.143	0.581394
135.037	0.579885
134.934	0.57645
134.823	0.576116
134.72	0.57821
134.613	0.578294
134.507	0.572595
134.404	0.576701
134.298	0.573518
134.194	0.575696
134.088	0.576284
133.982	0.574691
133.875	0.575781
133.769	0.574774
133.665	0.573936
133.56	0.572932
133.456	0.575529
133.349	0.574691
133.243	0.570419
133.135	0.568827
133.029	0.573351
132.924	0.574691
132.818	0.570167
132.712	0.574273
132.606	0.572596
132.499	0.574356
132.394	0.572429
132.288	0.570586
132.183	0.57025
132.078	0.569579
131.973	0.567736
131.867	0.569664
131.76	0.569246
131.655	0.567234
131.548	0.569328
131.442	0.569245
131.334	0.56933
131.227	0.569497
131.123	0.56916
131.017	0.563045
130.912	0.565391
130.805	0.566647
130.701	0.565978
130.593	0.566396
130.488	0.565224
130.38	0.565223
130.274	0.563716
130.167	0.562208
130.061	0.561286
129.959	0.560951
129.853	0.564218
129.749	0.565895
129.643	0.560699
129.538	0.564973
129.431	0.560112
129.327	0.5612
129.22	0.563464
129.117	0.560448
129.012	0.562459
128.906	0.561787
128.8	0.560197
128.696	0.560531
128.589	0.560865
128.485	0.562627
128.381	0.560197
128.276	0.559274
128.172	0.561287
128.065	0.558437
127.96	0.553242
127.855	0.557851
127.749	0.558604
127.642	0.558688
127.536	0.556256
127.429	0.557012
127.323	0.553409
127.218	0.556927
127.11	0.555169
