# 'Tdn_K_110.2G'	'Rdn_Ohm_110.2G'	'Rdn/R5k_Ohm_110.2G'
285.048	0.466384	1.13422
284.94	0.466301	1.13404
284.827	0.466218	1.13381
284.716	0.466128	1.13361
284.61	0.46605	1.13335
284.499	0.465955	1.13315
284.39	0.465873	1.13295
284.279	0.465781	1.13273
284.171	0.465697	1.13254
284.058	0.465624	1.13231
283.952	0.465526	1.1321
283.839	0.465447	1.13188
283.729	0.465348	1.13168
283.619	0.465272	1.1315
283.507	0.465194	1.13126
283.397	0.465106	1.13107
283.289	0.465023	1.13083
283.183	0.464939	1.13065
283.07	0.464859	1.13046
282.962	0.464785	1.13024
282.853	0.464694	1.13004
282.743	0.464612	1.12984
282.635	0.464517	1.12964
282.524	0.464436	1.12946
282.41	0.464348	1.12924
282.295	0.464258	1.12904
282.188	0.464187	1.12881
282.077	0.464096	1.12862
281.967	0.464011	1.1284
281.861	0.463937	1.12818
281.749	0.463855	1.12801
281.636	0.463774	1.12779
281.531	0.463689	1.12758
281.418	0.463604	1.1274
281.308	0.463522	1.1272
281.199	0.46344	1.12701
281.086	0.463355	1.1268
280.983	0.463257	1.12659
280.872	0.463193	1.12639
280.76	0.463114	1.12619
280.649	0.46304	1.12599
280.535	0.462955	1.12575
280.425	0.462869	1.12559
280.315	0.4628	1.1254
280.204	0.462723	1.12522
280.096	0.462644	1.12501
279.986	0.462565	1.12481
279.877	0.462475	1.12464
279.765	0.462381	1.12445
279.656	0.462322	1.12426
279.546	0.462238	1.12407
279.433	0.462133	1.12385
279.322	0.462057	1.12362
279.211	0.461993	1.12348
279.106	0.4619	1.12327
278.995	0.461845	1.12302
278.884	0.461768	1.12283
278.772	0.461686	1.12268
278.661	0.461614	1.12245
278.551	0.46153	1.12232
278.44	0.461457	1.12213
278.329	0.461382	1.12193
278.217	0.461302	1.12176
278.107	0.46123	1.12155
277.998	0.461153	1.12137
277.889	0.46108	1.12119
277.777	0.461002	1.121
277.671	0.460927	1.12082
277.563	0.460856	1.12064
277.455	0.460792	1.12046
277.344	0.460722	1.12027
277.235	0.460632	1.12009
277.126	0.460556	1.11992
277.012	0.460484	1.11976
276.901	0.460408	1.11959
276.791	0.460341	1.11937
276.68	0.460257	1.11919
276.57	0.460174	1.11901
276.46	0.460105	1.11883
276.349	0.46002	1.11866
276.242	0.459969	1.11846
276.129	0.459892	1.11826
276.024	0.459824	1.11809
275.913	0.459758	1.11788
275.801	0.45966	1.11776
275.693	0.4596	1.11757
275.58	0.459513	1.11741
275.469	0.459453	1.11725
275.358	0.459363	1.11701
275.247	0.459306	1.11686
275.137	0.45924	1.11665
275.024	0.459155	1.11651
274.913	0.459088	1.11629
274.803	0.459011	1.11615
274.69	0.458956	1.11599
274.579	0.458886	1.11578
274.471	0.458798	1.11562
274.359	0.458735	1.11543
274.247	0.458663	1.1153
274.137	0.458593	1.11513
274.026	0.45852	1.11491
273.917	0.45845	1.11476
273.802	0.458376	1.11459
273.693	0.4583	1.11441
273.58	0.458226	1.11424
273.474	0.458155	1.11407
273.358	0.458103	1.11389
273.252	0.458039	1.1137
273.139	0.45796	1.11352
273.029	0.457898	1.11335
272.919	0.457834	1.11322
272.808	0.457761	1.11307
272.698	0.457692	1.11288
272.588	0.457623	1.11273
272.478	0.457548	1.11257
272.366	0.457494	1.11239
272.255	0.45742	1.11223
272.149	0.457364	1.11206
272.036	0.457282	1.11188
271.925	0.457227	1.11174
271.819	0.457152	1.11157
271.707	0.45708	1.11143
271.601	0.457024	1.11123
271.489	0.456946	1.1111
271.376	0.456888	1.11091
271.272	0.456811	1.11074
271.155	0.456738	1.1106
271.047	0.456693	1.11041
270.937	0.45661	1.11027
270.827	0.456545	1.11008
270.719	0.456498	1.10991
270.609	0.456424	1.1098
270.5	0.456345	1.1096
270.387	0.45628	1.10944
270.279	0.456207	1.10932
270.171	0.456157	1.10915
270.059	0.456082	1.10895
269.954	0.45603	1.10879
269.841	0.455954	1.10862
269.73	0.455894	1.10849
269.623	0.455832	1.10831
269.507	0.455753	1.10819
269.4	0.455709	1.108
269.292	0.45565	1.10786
269.185	0.455583	1.10771
269.074	0.455512	1.10751
268.961	0.455456	1.10741
268.851	0.455379	1.10726
268.742	0.455309	1.1071
268.631	0.455254	1.10693
268.519	0.455205	1.10679
268.409	0.455131	1.1066
268.301	0.455073	1.10644
268.19	0.455014	1.1063
268.079	0.454954	1.10618
267.966	0.454892	1.106
267.86	0.454834	1.10586
267.751	0.454752	1.10572
267.639	0.454705	1.10557
267.529	0.454642	1.10542
267.421	0.454587	1.10528
267.312	0.454519	1.10508
267.202	0.454461	1.10497
267.091	0.454392	1.10481
266.983	0.454329	1.10468
266.871	0.454284	1.10452
266.764	0.454199	1.10438
266.649	0.454151	1.10421
266.538	0.45409	1.10405
266.427	0.454034	1.10394
266.319	0.45397	1.10374
266.204	0.453906	1.10362
266.101	0.453839	1.10347
265.986	0.453776	1.10334
265.877	0.453731	1.10318
265.764	0.453668	1.10303
265.651	0.453615	1.10286
265.543	0.453534	1.10271
265.435	0.453495	1.1026
265.322	0.453433	1.10245
265.214	0.453368	1.10232
265.103	0.453308	1.10212
264.993	0.453237	1.10203
264.885	0.453163	1.10188
264.774	0.453125	1.10172
264.664	0.453062	1.10157
264.553	0.453014	1.1014
264.445	0.452952	1.10122
264.336	0.452904	1.10113
264.228	0.452827	1.10097
264.117	0.452778	1.10086
264.005	0.452722	1.10071
263.894	0.452665	1.10059
263.783	0.452605	1.1004
263.674	0.452558	1.10028
263.564	0.452493	1.10015
263.452	0.452429	1.10001
263.341	0.452375	1.09986
263.233	0.452315	1.09975
263.125	0.452261	1.09959
263.016	0.452223	1.09944
262.906	0.452156	1.09931
262.796	0.452092	1.09916
262.687	0.452044	1.09903
262.575	0.451987	1.09894
262.464	0.451922	1.09877
262.354	0.451871	1.09862
262.247	0.451819	1.0985
262.135	0.451758	1.09836
262.024	0.451685	1.09821
261.916	0.451648	1.09808
261.805	0.451595	1.09795
261.699	0.451549	1.09781
261.589	0.451475	1.09763
261.481	0.451427	1.09754
261.366	0.451378	1.09741
261.257	0.451325	1.0973
261.148	0.451261	1.09712
261.038	0.45123	1.097
260.93	0.451172	1.09688
260.819	0.451114	1.09675
260.709	0.451052	1.0966
260.601	0.450995	1.09652
260.49	0.45095	1.09638
260.383	0.450879	1.09624
260.271	0.450847	1.09609
260.161	0.450787	1.09595
260.048	0.450726	1.09584
259.938	0.45068	1.09567
259.829	0.450616	1.09559
259.721	0.450566	1.09545
259.612	0.45051	1.0953
259.5	0.450474	1.09519
259.393	0.450415	1.09503
259.284	0.450361	1.09491
259.171	0.450317	1.09477
259.063	0.450265	1.09469
258.954	0.450199	1.09454
258.846	0.450155	1.09441
258.738	0.450107	1.0943
258.628	0.450058	1.09418
258.517	0.450011	1.09402
258.408	0.449966	1.09391
258.298	0.449904	1.09379
258.189	0.44985	1.09368
258.077	0.449796	1.09356
257.968	0.449739	1.09345
257.86	0.449705	1.0933
257.753	0.449655	1.09317
257.64	0.44959	1.09304
257.534	0.449564	1.0929
257.425	0.449505	1.09282
257.313	0.449458	1.09269
257.204	0.4494	1.09254
257.095	0.449368	1.09247
256.988	0.449302	1.09233
256.877	0.449247	1.09222
256.765	0.449203	1.09208
256.658	0.449158	1.092
256.546	0.449092	1.09184
256.435	0.449055	1.0917
256.327	0.449031	1.0916
256.217	0.448972	1.09149
256.108	0.448924	1.09133
255.996	0.448874	1.09124
255.888	0.448837	1.09118
255.778	0.448778	1.09103
255.667	0.448731	1.09092
255.555	0.448686	1.0908
255.447	0.448635	1.09071
255.339	0.44858	1.09056
255.228	0.448543	1.09045
255.119	0.448491	1.09034
255.011	0.448461	1.09022
254.901	0.448404	1.09008
254.794	0.448375	1.08999
254.684	0.448321	1.08987
254.573	0.448276	1.08979
254.465	0.448223	1.08966
254.357	0.44819	1.08958
254.248	0.448129	1.08945
254.137	0.448086	1.08934
254.03	0.448039	1.08921
253.923	0.448001	1.08914
253.813	0.447954	1.08899
253.704	0.447905	1.08888
253.592	0.447856	1.08877
253.482	0.447824	1.08868
253.374	0.447772	1.08856
253.268	0.44772	1.08844
253.156	0.447701	1.08832
253.048	0.447639	1.08825
252.937	0.447604	1.08812
252.827	0.44756	1.08799
252.717	0.447514	1.08795
252.609	0.447474	1.0878
252.498	0.447426	1.08771
252.388	0.447392	1.0876
252.28	0.447351	1.08749
252.171	0.44728	1.0874
252.06	0.447251	1.08728
251.953	0.447212	1.0872
251.841	0.447168	1.0871
251.731	0.447125	1.08692
251.619	0.447095	1.08685
251.511	0.447044	1.08676
251.404	0.447009	1.08665
251.292	0.446966	1.08655
251.185	0.446927	1.08648
251.076	0.446885	1.08635
250.966	0.446831	1.08627
250.857	0.446788	1.08616
250.745	0.446757	1.08607
250.631	0.446714	1.08596
250.521	0.44667	1.08583
250.412	0.446635	1.08573
250.301	0.44659	1.08565
250.19	0.446554	1.08555
250.081	0.446511	1.08544
249.974	0.446469	1.08536
249.865	0.446444	1.08525
249.755	0.446407	1.08516
249.645	0.446348	1.08506
249.537	0.446326	1.08495
249.428	0.446289	1.08489
249.32	0.446238	1.0848
249.212	0.446201	1.08466
249.101	0.446164	1.08461
248.991	0.446121	1.08452
248.886	0.446082	1.08439
248.774	0.446031	1.0843
248.666	0.446	1.08421
248.554	0.445975	1.08411
248.445	0.445949	1.08401
248.335	0.445898	1.08389
248.228	0.44585	1.08381
248.119	0.445824	1.08375
248.01	0.445771	1.08369
247.899	0.445728	1.08356
247.788	0.44569	1.08345
247.679	0.445653	1.08339
247.569	0.445608	1.08326
247.461	0.445573	1.08315
247.352	0.445535	1.08306
247.244	0.44552	1.08297
247.137	0.445469	1.08286
247.026	0.445436	1.08278
246.916	0.445394	1.08268
246.804	0.445353	1.08265
246.696	0.44533	1.08252
246.585	0.44529	1.08244
246.477	0.445256	1.08234
246.367	0.445216	1.08224
246.257	0.445178	1.08218
246.143	0.445133	1.08209
246.037	0.445095	1.08201
245.926	0.445068	1.08191
245.815	0.44502	1.08182
245.708	0.444984	1.08171
245.599	0.444956	1.08161
245.487	0.44492	1.08155
245.377	0.444877	1.08143
245.269	0.44485	1.08134
245.16	0.444814	1.08128
245.052	0.444778	1.08119
244.941	0.44474	1.08109
244.832	0.444713	1.08102
244.72	0.444663	1.08093
244.609	0.444626	1.08084
244.499	0.4446	1.08075
244.39	0.44456	1.08069
244.28	0.444527	1.08056
244.168	0.444472	1.08047
244.063	0.444443	1.08041
243.952	0.444403	1.08031
243.844	0.444354	1.08023
243.735	0.444319	1.0801
243.625	0.444295	1.08003
243.517	0.444273	1.07993
243.405	0.444232	1.07981
243.297	0.444185	1.07973
243.186	0.444171	1.07967
243.077	0.444128	1.07962
242.97	0.444094	1.07952
242.859	0.444057	1.0794
242.751	0.444031	1.07937
242.641	0.443992	1.07926
242.534	0.443965	1.07918
242.428	0.443926	1.07909
242.318	0.443889	1.07903
242.211	0.44386	1.07893
242.102	0.443805	1.07887
241.994	0.443786	1.07877
241.885	0.443751	1.07868
241.775	0.443731	1.07861
241.664	0.443683	1.07848
241.558	0.443655	1.07843
241.448	0.443622	1.07835
241.339	0.44358	1.0783
241.227	0.443546	1.07818
241.118	0.443509	1.07812
241.007	0.443502	1.07804
240.898	0.443467	1.07793
240.788	0.443423	1.07785
240.681	0.443396	1.07776
240.572	0.443355	1.07774
240.463	0.443306	1.07766
240.353	0.443294	1.07755
240.244	0.443253	1.07749
240.137	0.443224	1.07739
240.028	0.443169	1.07727
239.918	0.443173	1.07724
239.811	0.443125	1.07714
239.701	0.443096	1.07707
239.592	0.443061	1.07693
239.482	0.443029	1.07694
239.369	0.442987	1.07683
239.26	0.442974	1.07676
239.149	0.442934	1.07667
239.04	0.442913	1.07659
238.93	0.442863	1.07649
238.82	0.442837	1.07646
238.713	0.442804	1.07636
238.605	0.442773	1.07631
238.494	0.442739	1.07619
238.387	0.442694	1.07613
238.278	0.44269	1.07605
238.17	0.442631	1.07597
238.06	0.442611	1.07589
237.953	0.442567	1.07578
237.842	0.442541	1.07577
237.732	0.44251	1.07563
237.626	0.442485	1.07558
237.52	0.442457	1.07547
237.412	0.442419	1.07541
237.303	0.442382	1.07533
237.192	0.44235	1.07527
237.085	0.44233	1.0752
236.975	0.442289	1.07511
236.867	0.442258	1.07502
236.756	0.442236	1.07494
236.645	0.442197	1.0749
236.537	0.44217	1.0748
236.427	0.442138	1.07472
236.32	0.442105	1.07467
236.208	0.442076	1.07457
236.1	0.442059	1.07451
235.99	0.442017	1.07443
235.882	0.441982	1.07435
235.772	0.441952	1.07428
235.662	0.441913	1.07424
235.553	0.441888	1.07413
235.442	0.441858	1.07405
235.332	0.441834	1.07398
235.223	0.441803	1.07388
235.115	0.441771	1.07382
235.006	0.441742	1.07375
234.897	0.441709	1.07369
234.79	0.441679	1.07362
234.68	0.441638	1.07354
234.573	0.441609	1.07347
234.464	0.441585	1.07338
234.351	0.441563	1.07331
234.243	0.441538	1.07321
234.132	0.441509	1.07314
234.023	0.44145	1.07308
233.911	0.441441	1.07303
233.804	0.441391	1.07297
233.695	0.44137	1.0729
233.585	0.441334	1.07276
233.476	0.441307	1.07274
233.371	0.441302	1.07261
233.261	0.441254	1.07256
233.15	0.441234	1.07247
233.04	0.4412	1.07241
232.932	0.441171	1.0724
232.824	0.441133	1.07228
232.714	0.441119	1.07223
232.605	0.441086	1.07215
232.498	0.441067	1.07208
232.391	0.441018	1.07199
232.285	0.440989	1.07195
232.175	0.44097	1.07187
232.067	0.440943	1.07183
231.958	0.440908	1.07171
231.85	0.440882	1.07164
231.738	0.440851	1.07159
231.63	0.440811	1.07152
231.52	0.4408	1.07144
231.411	0.440776	1.07138
231.302	0.440745	1.0713
231.195	0.440694	1.0712
231.086	0.440669	1.07118
230.976	0.440638	1.07112
230.867	0.440602	1.07104
230.756	0.44058	1.07092
230.647	0.44056	1.07086
230.54	0.440514	1.07078
230.429	0.440509	1.0707
230.321	0.440468	1.07064
230.213	0.440431	1.07059
230.103	0.440411	1.07048
229.994	0.440377	1.07047
229.886	0.440358	1.07037
229.779	0.44032	1.07028
229.667	0.440281	1.07023
229.556	0.440265	1.07015
229.448	0.440233	1.0701
229.342	0.440207	1.07001
229.232	0.44018	1.06992
229.123	0.440148	1.06988
229.013	0.440126	1.0698
228.9	0.440111	1.06974
228.796	0.440058	1.06967
228.685	0.440034	1.06959
228.579	0.440004	1.06954
228.47	0.439974	1.0695
228.361	0.439948	1.06937
228.25	0.439917	1.06931
228.143	0.439881	1.06924
228.034	0.439872	1.06917
227.925	0.439837	1.06911
227.815	0.439803	1.06903
227.708	0.439777	1.06894
227.598	0.439744	1.06892
227.489	0.439706	1.06884
227.382	0.439695	1.06875
227.274	0.439649	1.06869
227.166	0.439626	1.06861
227.055	0.439597	1.06852
226.947	0.439563	1.06849
226.838	0.439531	1.06838
226.732	0.439502	1.06832
226.619	0.439485	1.06825
226.51	0.439443	1.06817
226.403	0.439437	1.06809
226.293	0.439401	1.06802
226.184	0.439368	1.06798
226.077	0.439331	1.06788
225.966	0.439298	1.06786
225.863	0.439281	1.06778
225.754	0.439238	1.0677
225.644	0.439223	1.06761
225.534	0.439188	1.06753
225.424	0.43916	1.06748
225.315	0.439125	1.06738
225.206	0.439094	1.06734
225.097	0.439071	1.06726
224.989	0.439036	1.06719
224.88	0.439003	1.06711
224.772	0.438981	1.06703
224.663	0.438947	1.06698
224.555	0.43892	1.06689
224.447	0.438891	1.06681
224.339	0.438871	1.06676
224.231	0.438842	1.06667
224.121	0.438799	1.06661
224.013	0.438761	1.06654
223.903	0.43876	1.06649
223.796	0.438705	1.06642
223.686	0.438686	1.06631
223.578	0.438642	1.06622
223.466	0.438622	1.06622
223.36	0.438604	1.06609
223.254	0.438588	1.06604
223.143	0.438524	1.06593
223.034	0.438509	1.06588
222.924	0.438483	1.06584
222.815	0.438447	1.0658
222.706	0.438416	1.06565
222.596	0.438389	1.06561
222.487	0.438354	1.06555
222.38	0.438342	1.06546
222.273	0.438305	1.06538
222.165	0.438269	1.06532
222.056	0.438232	1.06523
221.948	0.438205	1.0652
221.839	0.438189	1.06511
221.728	0.438153	1.06503
221.62	0.43812	1.06494
221.51	0.438108	1.06487
221.401	0.438063	1.06483
221.291	0.438032	1.06475
221.184	0.437994	1.06466
221.075	0.437981	1.06464
220.966	0.437956	1.06453
220.857	0.437906	1.06445
220.749	0.437893	1.06436
220.639	0.437836	1.06433
220.533	0.437829	1.06427
220.423	0.43779	1.06414
220.314	0.437776	1.06411
220.203	0.437723	1.06397
220.093	0.437709	1.06396
219.984	0.437668	1.06386
219.877	0.437648	1.06383
219.768	0.437619	1.0637
219.66	0.437581	1.06366
219.553	0.437557	1.06357
219.441	0.437522	1.06352
219.333	0.437501	1.06345
219.224	0.437455	1.06336
219.117	0.437436	1.0633
219.01	0.437405	1.06321
218.901	0.437384	1.06316
218.792	0.437345	1.06305
218.684	0.437316	1.063
218.575	0.437287	1.06293
218.464	0.437256	1.06288
218.358	0.437234	1.06278
218.246	0.437204	1.06271
218.138	0.437172	1.06264
218.032	0.43713	1.06257
217.922	0.437109	1.06251
217.812	0.437087	1.06244
217.704	0.437048	1.06236
217.595	0.437022	1.06226
217.486	0.436985	1.06221
217.379	0.436967	1.06215
217.269	0.436812	1.06206
217.16	0.436749	1.062
217.053	0.436717	1.06191
216.942	0.436688	1.06186
216.833	0.436668	1.06149
216.726	0.436638	1.06133
216.617	0.43661	1.06125
216.506	0.436567	1.06119
216.398	0.436541	1.06114
216.287	0.436517	1.06106
216.177	0.436489	1.06099
216.068	0.436455	1.06089
215.959	0.436422	1.06083
215.851	0.436399	1.06077
215.745	0.436369	1.0607
215.637	0.436339	1.06062
215.527	0.436335	1.06054
215.417	0.436285	1.06048
215.31	0.43626	1.06041
215.2	0.436232	1.06034
215.094	0.436196	1.06033
214.984	0.436162	1.06021
214.876	0.436137	1.06015
214.769	0.436138	1.06008
214.659	0.436079	1.05999
214.549	0.436044	1.05991
214.442	0.436034	1.05985
214.334	0.435996	1.05985
214.226	0.435961	1.0597
214.117	0.435937	1.05962
214.008	0.435899	1.05959
213.899	0.435875	1.0595
213.79	0.435844	1.05942
213.68	0.435812	1.05936
213.573	0.435788	1.05927
213.464	0.435759	1.05921
213.356	0.435737	1.05913
213.249	0.435685	1.05906
213.138	0.43566	1.059
213.03	0.435645	1.05893
212.923	0.435599	1.05887
212.816	0.435563	1.05875
212.706	0.435551	1.05869
212.597	0.435519	1.05865
212.485	0.435487	1.05854
212.379	0.435455	1.05845
212.27	0.43542	1.05842
212.161	0.43539	1.05834
212.053	0.435363	1.05827
211.945	0.435326	1.05819
211.838	0.435289	1.0581
211.729	0.435275	1.05803
211.619	0.435232	1.05796
211.516	0.4352	1.05787
211.405	0.435173	1.05778
211.297	0.435134	1.05775
211.187	0.435099	1.05765
211.077	0.435074	1.05757
210.97	0.435037	1.0575
210.86	0.435009	1.05741
210.752	0.434982	1.05732
210.644	0.434952	1.05726
210.534	0.434917	1.05717
210.429	0.434886	1.05711
210.319	0.434856	1.05704
210.21	0.434836	1.05697
210.102	0.43479	1.05688
209.992	0.434765	1.05681
209.885	0.434738	1.05673
209.775	0.434696	1.05668
209.668	0.434664	1.05657
209.558	0.434647	1.05651
209.451	0.434603	1.05645
209.341	0.43456	1.05634
209.232	0.434547	1.05627
209.121	0.434503	1.05622
209.012	0.434484	1.05612
208.902	0.434447	1.05601
208.795	0.434421	1.05598
208.685	0.434391	1.05588
208.575	0.434352	1.05583
208.466	0.43432	1.05574
208.357	0.434274	1.05568
208.25	0.434248	1.0556
208.143	0.434227	1.05551
208.036	0.434183	1.05543
207.93	0.434166	1.05532
207.821	0.434127	1.05526
207.714	0.43409	1.0552
207.605	0.434077	1.0551
207.496	0.434028	1.05506
207.387	0.434007	1.05496
207.279	0.433968	1.05487
207.173	0.433946	1.05484
207.064	0.433899	1.05472
206.956	0.433868	1.05467
206.849	0.433839	1.05458
206.739	0.433799	1.05452
206.631	0.433775	1.05441
206.524	0.433745	1.05433
206.417	0.433701	1.05426
206.306	0.433688	1.05416
206.197	0.433648	1.05411
206.091	0.433612	1.05403
205.985	0.433588	1.05393
205.875	0.433542	1.05389
205.767	0.433524	1.0538
205.659	0.433468	1.05371
205.548	0.433445	1.05365
205.44	0.433407	1.05354
205.331	0.433371	1.0535
205.224	0.433347	1.05336
205.115	0.433296	1.0533
205.01	0.43328	1.05321
204.899	0.433239	1.05312
204.793	0.433217	1.05307
204.683	0.433193	1.05294
204.576	0.43314	1.0529
204.467	0.433114	1.0528
204.359	0.43309	1.05275
204.252	0.433051	1.05269
204.141	0.433026	1.05256
204.032	0.432988	1.0525
203.924	0.43295	1.05244
203.815	0.432913	1.05235
203.706	0.432866	1.05229
203.599	0.432846	1.05219
203.492	0.432815	1.0521
203.385	0.432775	1.05201
203.278	0.432754	1.0519
203.167	0.432712	1.05185
203.058	0.432679	1.05177
202.951	0.432633	1.05167
202.844	0.432632	1.05162
202.736	0.432587	1.05152
202.628	0.432558	1.05144
202.519	0.432534	1.05133
202.411	0.432492	1.05133
202.302	0.432463	1.05122
202.193	0.432421	1.05115
202.089	0.432401	1.05109
201.982	0.432368	1.05099
201.87	0.432343	1.05092
201.762	0.432291	1.05082
201.654	0.432276	1.05077
201.547	0.43224	1.05069
201.439	0.43219	1.05062
201.329	0.432173	1.0505
201.221	0.432144	1.05046
201.113	0.432105	1.05037
201.008	0.432072	1.05025
200.899	0.432024	1.05021
200.792	0.432014	1.05014
200.685	0.431981	1.05005
200.573	0.431944	1.04997
200.464	0.431914	1.04985
200.356	0.431885	1.04983
200.247	0.431854	1.04975
200.138	0.431823	1.04966
200.03	0.431792	1.04958
199.927	0.431758	1.04951
199.819	0.431741	1.04944
199.712	0.431681	1.04936
199.602	0.431661	1.04929
199.494	0.431632	1.0492
199.387	0.43158	1.04916
199.279	0.431567	1.04902
199.171	0.431537	1.04897
199.061	0.431505	1.0489
198.953	0.431466	1.04877
198.845	0.43146	1.04874
198.739	0.431402	1.04867
198.631	0.431389	1.04859
198.523	0.431352	1.04849
198.416	0.431336	1.04848
198.307	0.431303	1.04834
198.198	0.431259	1.04831
198.088	0.431232	1.04822
197.981	0.431194	1.04818
197.873	0.431175	1.0481
197.764	0.431135	1.04799
197.658	0.431091	1.04793
197.548	0.43108	1.04783
197.439	0.431033	1.04779
197.331	0.431013	1.04769
197.225	0.430994	1.04758
197.116	0.430959	1.04756
197.009	0.430924	1.04744
196.901	0.430888	1.04739
196.792	0.43088	1.04735
196.685	0.430836	1.04726
196.578	0.430812	1.04718
196.47	0.430773	1.04709
196.364	0.430749	1.04707
196.258	0.430705	1.04696
196.152	0.430688	1.0469
196.045	0.430649	1.04681
195.937	0.430616	1.04675
195.831	0.430595	1.04665
195.724	0.430587	1.0466
195.617	0.430548	1.04651
195.51	0.4305	1.04643
195.401	0.43048	1.04638
195.294	0.430453	1.04636
195.188	0.430409	1.04626
195.077	0.430391	1.04615
194.972	0.430361	1.0461
194.864	0.430325	1.04603
194.756	0.430295	1.04593
194.648	0.430274	1.04588
194.54	0.430241	1.04581
194.431	0.430226	1.04572
194.321	0.430182	1.04565
194.215	0.430157	1.0456
194.107	0.430137	1.04552
193.999	0.430083	1.04548
193.892	0.430073	1.04537
193.781	0.430048	1.04531
193.674	0.430005	1.04527
193.568	0.429976	1.04513
193.46	0.429936	1.04511
193.35	0.429918	1.04505
193.241	0.429893	1.04494
193.135	0.42985	1.04487
193.025	0.429842	1.04478
192.917	0.429821	1.04473
192.808	0.429771	1.04467
192.7	0.429751	1.04457
192.592	0.429711	1.04455
192.484	0.429688	1.0445
192.375	0.429657	1.04438
192.27	0.429641	1.04433
192.161	0.429596	1.04423
192.053	0.42956	1.04417
191.944	0.429544	1.0441
191.838	0.429507	1.04406
191.728	0.429488	1.04395
191.621	0.429442	1.04386
191.513	0.429438	1.04383
191.406	0.429394	1.04373
191.299	0.429374	1.04369
191.19	0.429339	1.04358
191.081	0.429315	1.04357
190.972	0.429288	1.04346
190.864	0.429247	1.04341
190.755	0.429239	1.04332
190.649	0.429199	1.04327
190.538	0.429164	1.0432
190.43	0.429133	1.0431
190.321	0.429123	1.04308
190.213	0.429086	1.04299
190.106	0.42907	1.0429
189.998	0.42902	1.04283
189.891	0.429003	1.0428
189.784	0.428976	1.04271
189.677	0.428967	1.04267
189.569	0.428924	1.04255
189.459	0.4289	1.04251
189.35	0.428858	1.04244
189.243	0.428847	1.04242
189.136	0.42881	1.04232
189.029	0.428779	1.04226
188.92	0.428759	1.04216
188.813	0.428723	1.04213
188.703	0.428695	1.04204
188.595	0.428674	1.04196
188.489	0.428642	1.04192
188.382	0.428634	1.04183
188.276	0.428598	1.04176
188.168	0.42858	1.04171
188.06	0.428531	1.04163
187.953	0.428511	1.04161
187.845	0.428492	1.04153
187.736	0.428457	1.04148
