# 'Tdn_K_85.8G'	'Rdn_Ohm_85.8G'
251.523	0.577413
251.417	0.577664
251.308	0.576758
251.198	0.57696
251.09	0.576081
250.982	0.577437
250.874	0.576132
250.763	0.576658
250.652	0.57525
250.543	0.575101
250.435	0.575905
250.325	0.576331
250.217	0.575602
250.109	0.575678
249.996	0.575352
249.888	0.575351
249.779	0.575602
249.669	0.574269
249.558	0.573642
249.447	0.575175
249.34	0.574094
249.232	0.574345
249.125	0.572786
249.016	0.573968
248.908	0.573919
248.798	0.573013
248.69	0.572662
248.579	0.573013
248.471	0.571831
248.361	0.573089
248.25	0.571907
248.141	0.572083
248.033	0.572812
247.922	0.571605
247.815	0.571705
247.706	0.571077
247.595	0.571906
247.49	0.570725
247.383	0.572109
247.278	0.569242
247.169	0.571304
247.061	0.570299
246.951	0.570952
246.845	0.571305
246.733	0.569996
246.627	0.568288
246.518	0.569569
246.411	0.569595
246.304	0.567986
246.196	0.569116
246.087	0.570726
245.982	0.56874
245.873	0.568765
245.766	0.566553
245.659	0.568488
245.552	0.567658
245.442	0.567231
245.333	0.567584
245.228	0.567608
245.121	0.567132
245.012	0.567759
244.906	0.567055
244.798	0.566779
244.692	0.566904
244.583	0.566174
244.476	0.565195
244.369	0.566351
244.261	0.56625
244.152	0.567031
244.043	0.565018
243.937	0.564642
243.828	0.564515
243.72	0.564391
243.613	0.565698
243.506	0.564717
243.399	0.564693
243.292	0.564768
243.184	0.564894
243.075	0.563913
242.968	0.564566
242.86	0.563637
242.75	0.563586
242.642	0.563083
242.531	0.563988
242.423	0.562304
242.314	0.561701
242.209	0.563687
242.099	0.562656
241.993	0.560595
241.884	0.561752
241.776	0.561827
241.667	0.561323
241.56	0.560922
241.451	0.561827
241.345	0.56077
241.234	0.561826
241.127	0.561474
241.02	0.560067
240.911	0.55896
240.803	0.561022
240.696	0.558986
240.588	0.558936
240.48	0.561927
240.371	0.560168
240.263	0.55881
240.154	0.558634
240.047	0.559086
239.94	0.559715
239.832	0.558583
239.724	0.558935
239.617	0.559036
239.509	0.55803
239.399	0.557653
239.292	0.55984
239.188	0.557879
239.079	0.556822
238.97	0.557653
238.863	0.55705
238.756	0.558658
238.649	0.557225
238.542	0.556472
238.434	0.555566
238.327	0.556295
238.22	0.556446
238.111	0.555491
238.004	0.556547
237.897	0.555341
237.79	0.555817
237.682	0.554964
237.574	0.555667
237.468	0.55602
237.362	0.555013
237.255	0.554335
237.147	0.554511
237.041	0.554536
236.933	0.554058
236.827	0.55411
236.72	0.554763
236.611	0.554989
236.502	0.553079
236.398	0.553229
236.291	0.554938
236.183	0.553882
236.076	0.552952
235.968	0.551746
235.861	0.552273
235.751	0.553304
235.647	0.552273
235.542	0.552751
235.433	0.553228
235.324	0.552047
235.219	0.551997
235.111	0.551746
235.005	0.552022
234.9	0.550464
234.792	0.551218
234.685	0.5526
234.577	0.552222
234.47	0.551243
234.364	0.551092
234.257	0.55157
234.149	0.550564
234.043	0.551066
233.937	0.550765
233.829	0.549936
233.721	0.548905
233.616	0.550589
233.509	0.550991
233.401	0.548504
233.293	0.549609
233.185	0.550464
233.078	0.550564
232.971	0.549156
232.863	0.549282
232.755	0.549558
232.647	0.548452
232.541	0.548025
232.432	0.548654
232.325	0.547925
232.218	0.548628
232.111	0.547648
232.005	0.547899
231.898	0.546994
231.791	0.547196
231.685	0.548603
231.578	0.546667
231.47	0.547648
231.363	0.546215
231.256	0.548301
231.149	0.546943
231.04	0.545134
230.932	0.547195
230.825	0.546315
230.718	0.546064
230.612	0.545913
230.504	0.546391
230.396	0.54541
230.289	0.545637
230.185	0.546365
230.077	0.544856
229.971	0.545938
229.863	0.546492
229.755	0.544782
229.648	0.545134
229.541	0.543776
229.434	0.545184
229.327	0.544882
229.22	0.54355
229.113	0.544078
229.006	0.543978
228.898	0.542419
228.791	0.543676
228.684	0.543374
228.577	0.542092
228.47	0.542267
228.363	0.542871
228.257	0.541715
228.151	0.542619
228.043	0.542193
227.938	0.543147
227.831	0.54096
227.722	0.542997
227.615	0.542845
227.508	0.541489
227.4	0.541388
227.293	0.541815
227.185	0.541489
227.077	0.541212
226.972	0.541664
226.864	0.540081
226.758	0.540558
226.65	0.541238
226.544	0.541313
226.438	0.53988
226.332	0.539628
226.224	0.540709
226.118	0.54081
226.012	0.539452
225.906	0.539829
225.798	0.540031
225.691	0.539729
225.585	0.539151
225.477	0.539905
225.37	0.5391
225.262	0.538775
225.155	0.539452
225.048	0.539629
224.945	0.539276
224.837	0.538798
224.729	0.539578
224.623	0.538724
224.516	0.538673
224.41	0.537693
224.304	0.538548
224.196	0.537668
224.089	0.538019
223.981	0.539076
223.874	0.537945
223.768	0.537919
223.661	0.538347
223.553	0.537567
223.446	0.537164
223.339	0.537416
223.233	0.537994
223.126	0.53729
223.019	0.53616
222.911	0.537944
222.805	0.535984
222.698	0.536311
222.593	0.535355
222.485	0.536008
222.379	0.535153
222.273	0.536034
222.165	0.535405
222.058	0.535807
221.951	0.535581
221.844	0.535229
221.737	0.53465
221.627	0.535857
221.52	0.535631
221.416	0.535304
221.309	0.535329
221.201	0.534349
221.095	0.534952
220.988	0.534198
220.882	0.535405
220.774	0.535556
220.667	0.534626
220.562	0.531961
220.453	0.534122
220.349	0.532188
220.241	0.532916
220.133	0.532162
220.027	0.532288
219.921	0.532036
219.814	0.531308
219.708	0.533067
219.6	0.531482
219.495	0.531282
219.389	0.531684
219.283	0.532615
219.177	0.532413
219.069	0.532463
218.961	0.532489
218.855	0.531106
218.747	0.531031
218.639	0.530352
218.532	0.530779
218.427	0.528643
218.32	0.530578
218.212	0.530929
218.105	0.530377
217.998	0.529849
217.893	0.529547
217.787	0.530604
217.68	0.529472
217.573	0.529322
217.469	0.527637
217.361	0.528693
217.254	0.528995
217.148	0.52829
217.04	0.52897
216.934	0.529271
216.828	0.527611
216.722	0.528441
216.615	0.529371
216.51	0.528467
216.401	0.528541
216.295	0.528291
216.188	0.528165
216.081	0.527411
215.975	0.526531
215.867	0.527033
215.76	0.527336
215.654	0.527462
215.548	0.526405
215.441	0.527662
215.336	0.527888
215.228	0.526883
215.123	0.528492
215.016	0.52726
214.908	0.526858
214.8	0.526004
214.691	0.525953
214.587	0.525098
214.48	0.525626
214.37	0.526154
214.264	0.526079
214.157	0.525173
214.052	0.525273
213.946	0.525626
213.838	0.525726
213.731	0.524946
213.624	0.523916
213.519	0.523916
213.413	0.525451
213.305	0.523438
213.197	0.524093
213.091	0.523891
212.986	0.525375
212.879	0.523062
212.773	0.524393
212.666	0.524117
212.561	0.523137
212.453	0.523413
212.348	0.523262
212.244	0.52281
212.134	0.522986
212.028	0.522634
211.922	0.522659
211.813	0.522157
211.707	0.522534
211.6	0.522433
211.493	0.522483
211.385	0.522156
211.279	0.52188
211.173	0.521025
211.065	0.522358
210.958	0.520899
210.852	0.520397
210.746	0.521277
210.641	0.520548
210.535	0.519065
210.429	0.521227
210.322	0.520548
210.215	0.520246
210.11	0.52012
210.004	0.52115
209.897	0.520396
209.791	0.519315
209.683	0.519667
209.577	0.518889
209.47	0.520597
209.363	0.519492
209.256	0.519818
209.149	0.518863
209.044	0.517857
208.938	0.518562
208.831	0.518788
208.724	0.517707
208.618	0.517958
208.511	0.518109
208.404	0.518486
208.298	0.515243
208.19	0.518486
208.084	0.518512
207.977	0.517405
207.87	0.516451
207.762	0.517481
207.656	0.516953
207.55	0.517632
207.443	0.517229
207.337	0.517129
207.23	0.516927
207.124	0.51645
207.018	0.517004
206.911	0.516324
206.805	0.516124
206.697	0.516148
206.591	0.515847
206.483	0.517556
206.376	0.514389
206.268	0.514162
206.163	0.51464
206.055	0.514967
205.951	0.514817
205.844	0.515369
205.738	0.514263
205.63	0.514766
205.525	0.514413
205.418	0.514791
205.313	0.513005
205.206	0.513609
205.097	0.513006
204.992	0.514187
204.885	0.513509
204.78	0.513382
204.673	0.513509
204.567	0.511774
204.461	0.513407
204.353	0.51283
204.246	0.512654
204.141	0.511598
204.036	0.512001
203.927	0.511046
203.821	0.51097
203.713	0.511675
203.606	0.510618
203.498	0.512025
203.392	0.511799
203.286	0.509889
203.179	0.510467
203.072	0.511197
202.965	0.510266
202.859	0.51019
202.755	0.510795
202.648	0.51004
202.542	0.510066
202.438	0.510417
202.33	0.509412
202.225	0.509613
202.118	0.509437
202.012	0.508608
201.907	0.509337
201.8	0.50911
201.695	0.508958
201.589	0.508656
201.482	0.50833
201.376	0.509663
201.272	0.508104
201.165	0.507651
201.058	0.5075
200.951	0.508129
200.845	0.507325
200.738	0.506571
200.632	0.507551
200.526	0.507048
200.417	0.506445
200.313	0.505415
200.207	0.506746
200.101	0.507073
199.994	0.507325
199.888	0.50642
199.784	0.505691
199.679	0.506294
199.572	0.505037
199.466	0.50652
199.359	0.505264
199.252	0.505893
199.19	0.505892
199.04	0.504862
198.935	0.505514
198.827	0.504786
198.722	0.504458
198.615	0.503429
198.508	0.504183
198.403	0.504962
198.298	0.504509
198.19	0.504031
198.085	0.503353
197.981	0.503806
197.875	0.503604
197.767	0.503604
197.661	0.502599
197.555	0.503227
197.448	0.50373
197.341	0.502975
197.236	0.502926
197.13	0.502523
197.023	0.502372
196.916	0.5029
196.809	0.501694
196.703	0.502322
196.597	0.502246
196.491	0.499909
196.384	0.5028
196.279	0.500864
196.173	0.501468
196.066	0.502347
195.96	0.500261
195.855	0.500236
195.748	0.499707
195.642	0.499482
195.536	0.501317
195.43	0.500739
195.324	0.501015
195.219	0.499129
195.114	0.500009
195.008	0.499606
194.9	0.499532
194.794	0.498527
194.688	0.501167
194.583	0.49913
194.476	0.49845
194.371	0.49918
194.264	0.499457
194.157	0.498376
194.053	0.498602
193.947	0.499155
193.841	0.49747
193.735	0.498803
193.63	0.496717
193.523	0.496616
193.417	0.497899
193.311	0.497597
193.204	0.498124
193.099	0.498552
192.994	0.496716
192.888	0.498149
192.784	0.497169
192.678	0.496113
192.57	0.495886
192.464	0.496515
192.358	0.495157
192.251	0.495233
192.146	0.496943
192.04	0.496137
191.935	0.49639
191.828	0.495485
191.722	0.49566
191.618	0.49561
191.511	0.496414
191.404	0.495157
191.298	0.495509
191.192	0.495359
191.085	0.494856
190.98	0.49478
190.875	0.494655
190.768	0.494026
190.664	0.494403
190.559	0.49282
190.453	0.494755
190.348	0.494026
190.242	0.493875
190.136	0.492794
190.03	0.493272
189.924	0.4937
189.816	0.49385
189.712	0.493549
189.606	0.493448
189.5	0.493926
189.393	0.492995
189.288	0.493297
189.18	0.492342
189.076	0.49287
188.97	0.49297
188.863	0.492091
188.757	0.492317
188.651	0.491614
188.543	0.490633
188.439	0.492644
188.332	0.492141
188.227	0.491738
188.121	0.490984
188.014	0.49116
187.909	0.490684
187.803	0.490859
187.697	0.490608
187.591	0.490632
187.487	0.491286
187.382	0.489929
187.276	0.490557
187.171	0.490909
187.065	0.490909
186.958	0.488848
186.853	0.490306
186.746	0.489677
186.642	0.48935
186.536	0.489125
186.431	0.48852
186.325	0.489401
186.218	0.489174
186.113	0.490532
186.007	0.488496
185.901	0.489023
185.796	0.487918
185.689	0.48729
185.583	0.487642
185.478	0.487566
185.372	0.486459
185.264	0.48822
185.159	0.487415
185.054	0.488345
184.948	0.486837
184.843	0.486913
184.736	0.488522
184.631	0.487868
184.525	0.487013
184.419	0.48651
184.313	0.486862
184.208	0.487466
184.102	0.485958
183.998	0.485831
183.892	0.485907
183.787	0.486284
183.681	0.486787
183.576	0.486309
183.47	0.486283
183.363	0.486083
183.258	0.486033
183.153	0.485228
183.047	0.48548
182.942	0.483292
182.836	0.485328
182.73	0.483945
182.625	0.486636
182.518	0.484901
182.413	0.483971
182.308	0.484901
182.202	0.484725
182.097	0.484021
181.992	0.484147
181.886	0.484121
181.78	0.483368
181.674	0.483317
181.567	0.484348
181.463	0.482814
181.357	0.482739
181.251	0.484147
181.145	0.482236
181.04	0.482764
180.935	0.483342
180.828	0.483467
180.722	0.483091
180.617	0.482085
180.51	0.481533
180.406	0.483343
180.3	0.483141
180.196	0.482537
180.089	0.481582
179.981	0.481684
179.875	0.481508
179.77	0.481733
179.666	0.480627
179.557	0.481582
179.451	0.481432
179.345	0.481205
179.238	0.480804
179.132	0.480954
179.03	0.481055
178.924	0.481658
178.82	0.481055
178.715	0.479521
178.612	0.480301
178.506	0.48108
178.398	0.479345
178.292	0.479018
178.185	0.480401
178.081	0.480301
177.976	0.4803
177.87	0.479949
177.763	0.47849
177.659	0.479019
177.554	0.480451
177.447	0.479545
177.344	0.479949
177.239	0.479823
177.135	0.479093
177.026	0.479345
176.92	0.47766
176.815	0.47849
176.709	0.478993
176.606	0.478917
176.499	0.47839
176.395	0.478516
176.287	0.477837
176.18	0.478415
176.073	0.479119
175.97	0.477787
175.863	0.477409
175.757	0.478239
175.649	0.477309
175.549	0.477484
175.444	0.477736
175.34	0.476404
175.234	0.476579
175.127	0.476504
175.026	0.476655
174.919	0.47668
174.813	0.476806
174.707	0.477409
174.602	0.475952
174.495	0.476279
174.393	0.476177
174.285	0.475373
174.181	0.477032
174.074	0.475549
173.97	0.475851
173.865	0.475549
173.76	0.476102
173.651	0.476102
173.546	0.475498
173.441	0.475323
173.336	0.476052
173.227	0.475473
173.123	0.474895
173.019	0.475776
172.915	0.473965
172.808	0.473915
172.702	0.474016
172.597	0.474342
172.492	0.473765
172.382	0.47482
172.275	0.473664
172.169	0.474619
172.063	0.475398
171.956	0.474166
171.852	0.473336
171.744	0.474744
171.638	0.472482
171.532	0.472507
171.427	0.473086
171.32	0.472784
171.212	0.473336
171.107	0.474417
171.002	0.473361
170.894	0.472734
170.792	0.472306
170.685	0.472683
170.583	0.472257
170.476	0.472382
170.372	0.472382
170.264	0.472532
170.159	0.471879
170.054	0.472407
169.946	0.471451
169.84	0.471627
169.735	0.472482
169.63	0.471904
169.522	0.471024
169.415	0.472382
169.308	0.472733
169.205	0.471803
169.099	0.4712
168.994	0.47125
168.89	0.471074
168.784	0.47125
168.68	0.470647
168.573	0.470019
168.471	0.471074
168.363	0.471425
168.259	0.469741
168.154	0.470295
168.049	0.470094
167.94	0.47017
167.834	0.470019
167.731	0.470018
167.623	0.469465
167.518	0.46944
167.41	0.470294
167.306	0.469642
167.203	0.470068
167.097	0.468384
166.989	0.468761
166.883	0.469189
166.78	0.469265
166.674	0.469264
166.566	0.469868
166.46	0.467606
166.354	0.469113
166.247	0.468913
166.142	0.470622
166.039	0.467656
165.933	0.46831
165.829	0.468536
165.728	0.468637
165.623	0.468913
165.519	0.467581
165.413	0.467682
165.307	0.468158
165.202	0.467731
165.097	0.46763
164.994	0.466675
164.887	0.467328
164.782	0.467002
164.676	0.466877
164.572	0.466651
164.469	0.466876
164.368	0.468334
164.262	0.466801
164.155	0.467052
164.053	0.466902
163.95	0.465795
163.845	0.466902
163.741	0.465971
163.636	0.465946
163.53	0.466852
163.423	0.466927
163.319	0.465519
163.215	0.466701
163.108	0.465796
163.002	0.465218
162.897	0.465645
162.794	0.466575
162.689	0.465719
162.584	0.464664
162.482	0.466475
162.376	0.463961
162.27	0.465394
162.166	0.465317
162.06	0.465444
161.954	0.464137
161.847	0.464262
161.743	0.464211
161.635	0.465242
161.53	0.465996
161.424	0.463433
161.317	0.465695
161.213	0.46401
161.107	0.463709
161	0.46391
160.893	0.46386
160.788	0.463709
160.684	0.464061
160.578	0.464086
160.472	0.463257
160.367	0.464036
160.261	0.463734
160.156	0.463483
160.051	0.46396
159.947	0.463106
159.845	0.464162
159.737	0.463809
159.631	0.463633
159.527	0.46313
159.421	0.462754
159.315	0.462477
159.208	0.462905
159.102	0.462753
158.998	0.460491
158.894	0.462024
158.788	0.463231
158.682	0.461798
158.579	0.462125
158.472	0.461673
158.368	0.461799
158.263	0.461924
158.158	0.461598
158.054	0.461749
157.947	0.462477
157.844	0.460441
157.736	0.462024
157.63	0.461723
157.529	0.461622
157.423	0.461547
157.319	0.461647
157.215	0.461245
157.109	0.460919
157.005	0.460742
156.9	0.460391
156.797	0.460943
156.69	0.460542
156.584	0.460089
156.482	0.461522
156.375	0.459562
156.27	0.459888
156.168	0.460567
156.064	0.461246
155.957	0.459964
155.853	0.460918
155.748	0.459134
155.639	0.460039
155.534	0.46019
155.429	0.460039
155.326	0.46019
155.223	0.459284
155.116	0.459888
155.011	0.459486
154.904	0.460919
154.802	0.459813
154.696	0.459788
154.59	0.458933
154.486	0.460114
154.38	0.459359
154.276	0.459034
154.172	0.458883
154.065	0.458455
153.962	0.458229
153.858	0.457877
153.755	0.458481
153.649	0.458933
153.544	0.458807
153.438	0.457274
153.332	0.457073
153.232	0.457349
153.125	0.45838
153.018	0.457098
152.915	0.457827
152.808	0.4575
152.703	0.458003
152.598	0.457726
152.495	0.45848
152.387	0.457751
152.282	0.457676
152.178	0.458632
152.071	0.456042
151.966	0.456671
151.861	0.456846
151.757	0.456469
151.651	0.456394
151.544	0.456319
151.441	0.457048
151.335	0.456243
151.231	0.456771
151.125	0.456318
151.02	0.457978
150.916	0.457047
150.811	0.456595
150.703	0.455966
150.601	0.45662
150.494	0.45579
150.387	0.455539
150.285	0.455514
150.179	0.455137
150.073	0.455237
149.968	0.456419
149.864	0.455941
149.757	0.454357
149.651	0.456494
149.545	0.454936
149.442	0.455615
149.337	0.454509
149.23	0.45481
149.125	0.455338
149.019	0.454685
148.915	0.455615
148.808	0.45481
148.703	0.455539
148.599	0.453679
148.495	0.455288
148.39	0.454658
148.283	0.454181
148.179	0.454559
148.073	0.45471
147.969	0.454936
147.867	0.453905
147.76	0.453905
147.655	0.453931
147.55	0.454433
147.446	0.454534
147.34	0.454031
147.234	0.453981
147.131	0.453025
147.026	0.453805
146.92	0.453955
146.817	0.452371
146.71	0.453855
146.606	0.453226
146.5	0.453578
146.395	0.452949
146.288	0.453402
146.184	0.452873
146.079	0.453377
145.976	0.453829
145.869	0.453176
145.766	0.453252
145.66	0.452346
145.555	0.453226
145.451	0.453226
145.346	0.453327
145.239	0.452949
145.133	0.452899
145.03	0.451467
144.924	0.453351
144.821	0.452472
144.714	0.450838
144.609	0.452221
144.501	0.452925
144.399	0.451542
144.293	0.45139
144.189	0.451844
144.084	0.451743
143.983	0.450561
143.875	0.451215
143.768	0.452221
143.659	0.451517
143.555	0.451541
143.454	0.451843
143.346	0.451416
143.239	0.45119
143.133	0.451215
143.031	0.450611
142.925	0.451316
142.822	0.450788
142.716	0.450712
142.612	0.450436
142.506	0.45036
142.401	0.452296
142.294	0.450812
142.191	0.450084
142.087	0.451165
141.98	0.450913
141.875	0.45114
141.77	0.450662
141.662	0.450058
141.557	0.45031
141.454	0.450436
141.349	0.450109
141.244	0.44938
141.139	0.450487
141.029	0.449153
140.929	0.450309
140.823	0.449505
140.716	0.44963
140.612	0.449656
140.505	0.449782
140.401	0.44953
140.295	0.448223
140.189	0.449882
140.084	0.450109
139.98	0.449731
139.876	0.448776
139.772	0.4485
139.667	0.449254
139.563	0.448375
139.458	0.449556
139.353	0.448802
139.248	0.447645
139.143	0.447319
139.038	0.448978
138.934	0.448173
138.827	0.44855
138.72	0.447646
138.615	0.448098
138.512	0.448148
138.406	0.449003
138.303	0.447821
138.198	0.447118
138.09	0.448399
137.989	0.447922
137.885	0.447444
137.778	0.449129
137.673	0.447494
137.568	0.447696
137.465	0.448048
137.361	0.446565
137.255	0.44767
137.15	0.446866
137.047	0.446162
136.942	0.448475
136.839	0.446765
136.732	0.448526
136.627	0.446464
136.522	0.446841
136.414	0.447167
136.309	0.44664
136.205	0.448323
136.102	0.446187
135.997	0.445885
135.89	0.446363
135.786	0.446514
135.68	0.445609
135.576	0.445835
135.472	0.44674
135.369	0.446111
135.264	0.446816
135.16	0.445684
135.054	0.44669
134.95	0.445458
134.844	0.447469
134.74	0.44591
134.636	0.445458
134.531	0.445961
134.426	0.446615
134.321	0.445735
134.214	0.446288
134.107	0.445157
134.002	0.446338
133.899	0.446062
133.794	0.446137
133.691	0.445333
133.586	0.445961
133.481	0.445962
133.375	0.446011
133.267	0.445634
133.163	0.446388
133.059	0.446438
132.954	0.444654
132.851	0.445207
132.743	0.445131
132.637	0.444252
132.534	0.444101
132.429	0.444629
132.323	0.444126
132.218	0.445082
132.112	0.444704
132.006	0.444428
131.903	0.445132
131.797	0.444578
131.695	0.444151
131.587	0.44468
131.482	0.44395
131.378	0.44405
131.274	0.444453
131.168	0.444352
131.062	0.444226
130.957	0.44322
130.851	0.443548
130.75	0.443497
130.642	0.445283
130.536	0.44302
130.431	0.443699
130.329	0.443472
130.224	0.44287
130.12	0.443698
130.015	0.442844
129.912	0.443447
129.808	0.443975
129.702	0.442292
129.597	0.442819
129.493	0.443145
129.387	0.443674
129.283	0.442517
129.179	0.442316
129.071	0.442744
128.968	0.443045
128.862	0.443724
128.758	0.443347
128.655	0.442291
128.55	0.441863
128.445	0.442593
128.339	0.443473
128.235	0.443196
128.131	0.441989
128.025	0.442391
127.921	0.441562
