# 'Tdn_K_103.7G'	'Rdn_Ohm_103.7G'	'Rdn/R5k_Ohm_103.7G'
288.568	0.495231	1.20535
288.464	0.495098	1.20503
288.361	0.494996	1.20474
288.26	0.494882	1.20441
288.156	0.494717	1.20416
288.055	0.494613	1.20389
287.945	0.49449	1.20356
287.84	0.494373	1.20332
287.733	0.494244	1.20304
287.632	0.494122	1.20264
287.526	0.493997	1.20238
287.423	0.493886	1.20209
287.326	0.493748	1.2018
287.221	0.493642	1.20149
287.115	0.493515	1.20119
287.009	0.493387	1.20089
286.909	0.493275	1.20062
286.805	0.49315	1.20028
286.703	0.49302	1.20003
286.598	0.492893	1.19972
286.494	0.492772	1.1994
286.389	0.492643	1.19913
286.288	0.492542	1.19883
286.183	0.492412	1.19851
286.079	0.492293	1.1982
285.978	0.492153	1.19791
285.872	0.492041	1.1976
285.769	0.491931	1.19735
285.671	0.491819	1.19703
285.563	0.49169	1.19674
285.454	0.491566	1.1964
285.351	0.491444	1.19613
285.249	0.491324	1.19587
285.147	0.491217	1.19559
285.041	0.491095	1.19528
284.938	0.49097	1.19498
284.837	0.490856	1.19468
284.732	0.490736	1.19439
284.624	0.490608	1.19413
284.521	0.490491	1.19383
284.419	0.49037	1.19353
284.319	0.490258	1.19325
284.214	0.490134	1.19296
284.116	0.490014	1.19265
284.012	0.489924	1.19236
283.909	0.48981	1.19207
283.801	0.489673	1.1918
283.703	0.489568	1.1915
283.598	0.489451	1.1912
283.493	0.489328	1.19099
283.389	0.48919	1.19071
283.286	0.489091	1.19038
283.184	0.488967	1.19012
283.077	0.488858	1.18984
282.978	0.488752	1.18954
282.877	0.488631	1.1892
282.771	0.488522	1.18896
282.67	0.488398	1.18866
282.564	0.488261	1.18839
282.467	0.488171	1.18814
282.361	0.488031	1.18784
282.257	0.487928	1.18758
282.151	0.487812	1.18728
282.05	0.487689	1.18694
281.949	0.487579	1.18672
281.848	0.487468	1.18638
281.748	0.487334	1.18613
281.644	0.487237	1.18585
281.541	0.487121	1.18555
281.435	0.486973	1.18529
281.332	0.486905	1.18502
281.233	0.486779	1.18469
281.129	0.486669	1.18445
281.027	0.486536	1.18417
280.926	0.486433	1.18381
280.822	0.486311	1.18365
280.714	0.486187	1.18334
280.611	0.486089	1.18307
280.509	0.485996	1.18275
280.406	0.485846	1.1825
280.3	0.48575	1.1822
280.19	0.485627	1.1819
280.084	0.485521	1.18166
279.981	0.485404	1.18144
279.878	0.485293	1.18107
279.776	0.485177	1.18084
279.671	0.485068	1.18054
279.569	0.484969	1.18028
279.466	0.484853	1.18
279.366	0.484748	1.17973
279.261	0.48462	1.17945
279.156	0.484519	1.17918
279.058	0.484416	1.17894
278.956	0.484309	1.17866
278.854	0.484208	1.1784
278.752	0.484093	1.17809
278.649	0.483986	1.17785
278.543	0.483884	1.1776
278.44	0.483762	1.17734
278.339	0.483683	1.17709
278.236	0.483554	1.17681
278.135	0.48344	1.17655
278.031	0.48333	1.1763
277.932	0.483242	1.17601
277.825	0.483129	1.17582
277.724	0.483019	1.1755
277.623	0.482922	1.17522
277.519	0.482812	1.17496
277.42	0.482712	1.17474
277.314	0.482608	1.17447
277.211	0.482493	1.1742
277.107	0.482371	1.17397
277.003	0.48227	1.1737
276.902	0.482175	1.17345
276.796	0.482059	1.1732
276.695	0.481968	1.17292
276.591	0.481863	1.17262
276.491	0.481762	1.17238
276.389	0.481644	1.17215
276.283	0.481534	1.17187
276.181	0.481439	1.17164
276.077	0.481332	1.17139
275.976	0.48122	1.17115
275.87	0.481118	1.17086
275.769	0.481015	1.17059
275.664	0.480911	1.17036
275.559	0.480824	1.1701
275.457	0.48071	1.16983
275.351	0.48061	1.16958
275.247	0.48049	1.16933
275.142	0.480385	1.16908
275.039	0.480278	1.16886
274.935	0.480191	1.16859
274.834	0.480088	1.16834
274.721	0.479992	1.16805
274.62	0.47988	1.1678
274.514	0.47977	1.16754
274.415	0.479691	1.16733
274.312	0.479581	1.16708
274.208	0.479478	1.16684
274.108	0.479383	1.16657
274.001	0.47928	1.1663
273.899	0.479177	1.16611
273.796	0.479087	1.16584
273.698	0.478984	1.16559
273.596	0.478906	1.16536
273.493	0.478805	1.16511
273.395	0.478692	1.16486
273.288	0.478598	1.16464
273.182	0.478502	1.16439
273.08	0.478397	1.1642
272.982	0.478309	1.16396
272.877	0.478209	1.16368
272.772	0.478119	1.16345
272.673	0.478007	1.16322
272.564	0.477919	1.16297
272.465	0.477822	1.16275
272.359	0.477712	1.16251
272.254	0.477628	1.16229
272.151	0.477527	1.16202
272.046	0.477425	1.1618
271.945	0.477328	1.16157
271.847	0.477229	1.1613
271.743	0.477149	1.1611
271.64	0.477056	1.16085
271.534	0.476958	1.1606
271.433	0.476852	1.16037
271.33	0.47676	1.16013
271.224	0.47666	1.15993
271.123	0.476565	1.1597
271.019	0.476472	1.15947
270.917	0.476378	1.15921
270.813	0.476296	1.15898
270.711	0.476199	1.15874
270.613	0.47611	1.15851
270.505	0.476005	1.15828
270.406	0.475889	1.15806
270.302	0.475802	1.15786
270.2	0.475716	1.15762
270.097	0.475619	1.15741
269.997	0.475526	1.15715
269.895	0.475437	1.15687
269.793	0.475347	1.15666
269.685	0.475259	1.15645
269.586	0.475161	1.15621
269.482	0.475062	1.15599
269.38	0.474991	1.15577
269.278	0.474873	1.15555
269.176	0.474801	1.15534
269.072	0.474694	1.1551
268.966	0.474613	1.15486
268.858	0.474533	1.15468
268.759	0.474429	1.1544
268.656	0.474331	1.15422
268.552	0.474241	1.15396
268.452	0.474163	1.15376
268.347	0.474072	1.15357
268.245	0.473979	1.15332
268.144	0.473882	1.15308
268.038	0.473806	1.15286
267.937	0.473724	1.15267
267.829	0.473626	1.15245
267.733	0.473524	1.15222
267.629	0.473452	1.15199
267.527	0.473359	1.1518
267.43	0.473278	1.15161
267.323	0.473184	1.15137
267.224	0.473111	1.15112
267.121	0.473017	1.15094
267.017	0.47293	1.15072
266.913	0.472834	1.15052
266.813	0.472763	1.15029
266.712	0.472674	1.15011
266.608	0.472575	1.14988
266.505	0.472491	1.14967
266.404	0.472417	1.14944
266.305	0.472331	1.14927
266.199	0.472234	1.14905
266.098	0.472152	1.14881
265.994	0.472073	1.14861
265.887	0.471995	1.14843
265.781	0.47188	1.14822
265.678	0.471792	1.14798
265.574	0.471708	1.14778
265.474	0.471629	1.14759
265.368	0.471542	1.1474
265.264	0.471454	1.14712
265.16	0.471382	1.14691
265.055	0.471296	1.1467
264.953	0.471201	1.14651
264.846	0.471101	1.1463
264.748	0.471028	1.14609
264.644	0.470948	1.14591
264.539	0.470872	1.1457
264.438	0.470773	1.14547
264.333	0.470694	1.14523
264.233	0.470614	1.14505
264.126	0.470531	1.14486
264.024	0.47044	1.14467
263.917	0.470351	1.14443
263.818	0.470272	1.14424
263.711	0.470195	1.14404
263.611	0.470118	1.14384
263.511	0.470027	1.14362
263.408	0.46996	1.1434
263.308	0.469867	1.14321
263.203	0.469792	1.14303
263.099	0.469696	1.14284
262.995	0.469618	1.14262
262.887	0.469532	1.14245
262.791	0.469464	1.14223
262.688	0.469381	1.14205
262.582	0.469295	1.14181
262.479	0.469234	1.14162
262.373	0.469143	1.14141
262.27	0.469049	1.14125
262.169	0.468989	1.14105
262.062	0.468896	1.14084
261.959	0.468832	1.14069
261.856	0.468745	1.14047
261.753	0.468647	1.14024
261.652	0.468573	1.14009
261.544	0.468486	1.13987
261.446	0.468425	1.13971
261.345	0.46835	1.1395
261.237	0.46827	1.13926
261.135	0.468201	1.13908
261.031	0.468113	1.13887
260.928	0.468037	1.13872
260.827	0.467946	1.13854
260.723	0.467882	1.13835
260.623	0.467809	1.13818
260.517	0.467712	1.13796
260.411	0.467642	1.13778
260.316	0.467568	1.13756
260.209	0.46749	1.1374
260.104	0.467407	1.13723
260.005	0.467328	1.13699
259.903	0.467247	1.13682
259.797	0.467174	1.13664
259.691	0.467092	1.13645
259.589	0.467017	1.13625
259.486	0.46694	1.13606
259.387	0.466867	1.13586
259.282	0.466785	1.13568
259.181	0.466724	1.13548
259.075	0.46664	1.1353
258.974	0.466565	1.13511
258.869	0.466501	1.13494
258.767	0.466422	1.13474
258.666	0.466335	1.13459
258.565	0.466262	1.13438
258.457	0.46619	1.1342
258.356	0.466125	1.13404
258.248	0.466045	1.13385
258.147	0.465968	1.13364
258.046	0.465894	1.13346
257.94	0.465835	1.13329
257.837	0.465738	1.13313
257.734	0.465653	1.13294
257.63	0.465593	1.13275
257.527	0.465534	1.13257
257.426	0.465468	1.13243
257.324	0.465373	1.13219
257.219	0.46533	1.13198
257.12	0.465239	1.13184
257.018	0.465169	1.13169
256.914	0.465096	1.13153
256.808	0.465024	1.1313
256.707	0.464938	1.1312
256.604	0.464873	1.13098
256.5	0.464797	1.13081
256.397	0.464737	1.13063
256.293	0.464671	1.13045
256.191	0.464588	1.13025
256.089	0.46452	1.13009
255.988	0.464451	1.1299
255.885	0.464379	1.12976
255.784	0.464324	1.1296
255.68	0.464243	1.12939
255.576	0.464187	1.12923
255.47	0.464107	1.12906
255.367	0.464034	1.12889
255.261	0.463969	1.12875
255.162	0.463896	1.12856
255.054	0.46383	1.12842
254.952	0.463751	1.12823
254.85	0.463677	1.12805
254.749	0.463599	1.12789
254.645	0.463545	1.12771
254.544	0.463467	1.12755
254.44	0.463425	1.12736
254.338	0.463347	1.12718
254.236	0.46329	1.12699
254.135	0.463206	1.12686
254.031	0.463151	1.12667
253.93	0.463072	1.12657
253.828	0.463001	1.12638
253.724	0.462945	1.12624
253.624	0.462881	1.12604
253.522	0.462819	1.1259
253.417	0.462744	1.12571
253.315	0.462672	1.12554
253.21	0.4626	1.1254
253.106	0.462543	1.12525
253.006	0.462478	1.1251
252.901	0.462411	1.12491
252.796	0.462342	1.12474
252.694	0.462274	1.12456
252.595	0.462214	1.12442
252.493	0.462153	1.12427
252.394	0.462084	1.1241
252.291	0.462027	1.12394
252.185	0.461947	1.12377
252.085	0.461894	1.12362
251.979	0.461821	1.12347
251.875	0.461752	1.12331
251.774	0.461701	1.12317
251.67	0.461621	1.12298
251.566	0.461571	1.12285
251.467	0.461514	1.12267
251.364	0.461444	1.1225
251.263	0.461378	1.12238
251.162	0.46131	1.12218
251.06	0.461255	1.12206
250.957	0.461196	1.12192
250.853	0.46113	1.12175
250.75	0.461075	1.12159
250.648	0.461	1.12143
250.547	0.46095	1.12129
250.44	0.460889	1.12115
250.341	0.460831	1.12099
250.238	0.460747	1.12085
250.138	0.460693	1.12067
250.033	0.460644	1.12055
249.933	0.46057	1.1204
249.828	0.460515	1.12026
249.727	0.460466	1.12006
249.624	0.460405	1.11993
249.526	0.460337	1.11981
249.422	0.46028	1.11963
249.32	0.460205	1.11949
249.215	0.460157	1.11937
249.113	0.460088	1.11923
249.007	0.460041	1.11906
248.905	0.459962	1.11892
248.802	0.459907	1.11874
248.698	0.459851	1.11862
248.595	0.459784	1.11846
248.492	0.459722	1.11834
248.386	0.459669	1.11815
248.28	0.459595	1.11802
248.175	0.459556	1.11788
248.077	0.459483	1.11772
247.97	0.459424	1.11757
247.865	0.459365	1.11744
247.765	0.4593	1.11726
247.661	0.459259	1.11716
247.563	0.459186	1.11699
247.457	0.459126	1.11684
247.356	0.459091	1.1167
247.252	0.459018	1.11654
247.149	0.458957	1.11644
247.047	0.458903	1.11626
246.948	0.458857	1.11612
246.843	0.458783	1.11603
246.739	0.458726	1.11585
246.639	0.458672	1.11571
246.533	0.458615	1.11558
246.435	0.458561	1.11546
246.327	0.458498	1.11528
246.222	0.458441	1.11514
246.119	0.458409	1.11501
246.014	0.458339	1.11488
245.915	0.458284	1.11474
245.811	0.45822	1.11459
245.709	0.458167	1.11445
245.605	0.458113	1.11438
245.502	0.458051	1.1142
245.398	0.458004	1.11407
245.297	0.457952	1.11392
245.191	0.457883	1.11379
245.087	0.457825	1.11366
244.986	0.457791	1.1135
244.883	0.457742	1.11339
244.784	0.457678	1.11326
244.68	0.45763	1.1131
244.578	0.45756	1.11296
244.475	0.457501	1.11287
244.369	0.457451	1.11275
244.266	0.4574	1.1126
244.165	0.457344	1.11248
244.06	0.457296	1.11231
243.958	0.457242	1.11217
243.855	0.457177	1.11205
243.751	0.457149	1.11192
243.651	0.457088	1.11178
243.544	0.457029	1.11167
243.444	0.456961	1.11154
243.339	0.4569	1.11138
243.237	0.456876	1.11131
243.132	0.456818	1.11116
243.031	0.456751	1.11102
242.925	0.456701	1.11085
242.826	0.456655	1.11071
242.725	0.456597	1.11065
242.62	0.456528	1.11051
242.518	0.456492	1.11034
242.416	0.45645	1.11022
242.314	0.456398	1.11011
242.213	0.45634	1.10997
242.111	0.456294	1.1098
242.005	0.456242	1.10971
241.904	0.456188	1.10961
241.801	0.45613	1.10949
241.696	0.456084	1.10934
241.592	0.456032	1.10923
241.49	0.455996	1.10911
241.388	0.455931	1.10897
241.283	0.455879	1.10884
241.183	0.455834	1.10872
241.078	0.455782	1.1086
240.977	0.455734	1.10851
240.871	0.455671	1.10835
240.771	0.455619	1.10823
240.672	0.455576	1.10811
240.563	0.45553	1.10799
240.462	0.455477	1.10787
240.357	0.455431	1.10772
240.256	0.455385	1.10759
240.153	0.455323	1.10749
240.052	0.45528	1.10738
239.948	0.455225	1.10725
239.847	0.45519	1.10713
239.744	0.455147	1.10702
239.643	0.455094	1.10687
239.543	0.455038	1.10677
239.435	0.454979	1.10663
239.334	0.454948	1.10655
239.232	0.454883	1.10645
239.134	0.454839	1.10631
239.03	0.454797	1.10618
238.93	0.454752	1.10604
238.826	0.454706	1.10596
238.724	0.454646	1.1058
238.62	0.4546	1.1057
238.518	0.454562	1.10559
238.411	0.454497	1.10548
238.311	0.45445	1.10537
238.208	0.454397	1.10523
238.106	0.45435	1.10512
238.002	0.454321	1.10502
237.901	0.454274	1.10487
237.797	0.454223	1.10475
237.695	0.454167	1.10462
237.59	0.454114	1.10451
237.49	0.454078	1.10444
237.386	0.454025	1.10432
237.285	0.45397	1.1042
237.183	0.453927	1.10406
237.08	0.453908	1.10393
236.977	0.453834	1.10385
236.874	0.453793	1.10372
236.77	0.453748	1.10358
236.667	0.453692	1.10348
236.565	0.453642	1.10343
236.463	0.453605	1.10325
236.359	0.453547	1.10315
236.255	0.453508	1.10304
236.153	0.453459	1.10291
236.048	0.453409	1.10279
235.947	0.453359	1.1027
235.842	0.453315	1.10255
235.742	0.453268	1.10246
235.639	0.453211	1.10234
235.535	0.453167	1.10222
235.43	0.453143	1.1021
235.325	0.453099	1.10199
235.22	0.453046	1.10188
235.119	0.453004	1.10174
235.017	0.45296	1.10163
234.917	0.452924	1.10157
234.814	0.452863	1.10146
234.714	0.452828	1.10134
234.609	0.452802	1.10124
234.505	0.452743	1.10113
234.402	0.452707	1.10104
234.299	0.452643	1.10089
234.197	0.452616	1.10081
234.094	0.45258	1.10075
233.989	0.452509	1.1006
233.887	0.452472	1.10051
233.787	0.452421	1.10036
233.687	0.452396	1.10029
233.582	0.452351	1.1002
233.482	0.452305	1.10003
233.38	0.452268	1.09994
233.278	0.45223	1.09982
233.173	0.452189	1.09976
233.067	0.45213	1.09965
232.965	0.452102	1.09954
232.864	0.452057	1.09945
232.759	0.452011	1.09935
232.654	0.45196	1.09925
232.549	0.451917	1.09911
232.446	0.451884	1.09904
232.345	0.451834	1.09893
232.242	0.451794	1.09882
232.135	0.451757	1.0987
232.034	0.451706	1.09859
231.931	0.451657	1.09851
231.827	0.451622	1.09839
231.724	0.451585	1.09829
231.622	0.451532	1.0982
231.519	0.451498	1.09808
231.417	0.451454	1.09796
231.312	0.451413	1.09788
231.207	0.451358	1.09778
231.105	0.451321	1.09766
231	0.451286	1.09757
230.9	0.451239	1.09747
230.798	0.451205	1.09737
230.695	0.45115	1.09723
230.591	0.451125	1.09714
230.492	0.451081	1.09706
230.387	0.451043	1.09694
230.285	0.451001	1.09686
230.182	0.450948	1.09673
230.079	0.450903	1.09667
229.975	0.45088	1.09656
229.874	0.450827	1.09647
229.771	0.450781	1.09637
229.667	0.450755	1.09624
229.565	0.450706	1.09613
229.462	0.450674	1.09607
229.359	0.450618	1.09594
229.257	0.450595	1.09583
229.155	0.450557	1.09577
229.05	0.450497	1.09565
228.945	0.450464	1.09557
228.843	0.450422	1.09543
228.74	0.450383	1.09538
228.64	0.450355	1.09529
228.538	0.450319	1.09514
228.435	0.450261	1.09506
228.332	0.450242	1.09496
228.226	0.45019	1.09486
228.126	0.450147	1.0948
228.026	0.450109	1.09471
227.922	0.450055	1.09457
227.821	0.450025	1.09452
227.719	0.449982	1.09439
227.618	0.449955	1.09429
227.515	0.449906	1.0942
227.415	0.449875	1.09407
227.308	0.44984	1.09399
227.209	0.449779	1.09389
227.107	0.449765	1.09382
227.005	0.449715	1.0937
226.9	0.449677	1.09363
226.796	0.449622	1.09354
226.696	0.449591	1.0934
226.595	0.449541	1.09336
226.488	0.44951	1.09324
226.387	0.449458	1.09315
226.286	0.449449	1.09301
226.184	0.449404	1.09294
226.079	0.44936	1.09282
225.977	0.449316	1.09274
225.877	0.449277	1.09262
225.773	0.449244	1.09259
225.673	0.449196	1.09248
225.568	0.449157	1.09238
225.468	0.449125	1.09227
225.365	0.449086	1.09217
225.263	0.449029	1.09209
225.159	0.449005	1.09198
225.056	0.448951	1.09188
224.953	0.448924	1.0918
224.849	0.448891	1.09171
224.748	0.448845	1.09157
224.643	0.448784	1.09151
224.543	0.448765	1.09138
224.441	0.448724	1.09132
224.337	0.448683	1.09124
224.232	0.448634	1.09112
224.131	0.448598	1.09098
224.029	0.448571	1.09093
223.924	0.448518	1.09083
223.823	0.448483	1.09073
223.72	0.448441	1.09061
223.621	0.448411	1.09052
223.516	0.448377	1.09046
223.412	0.448334	1.09033
223.308	0.44829	1.09024
223.208	0.448257	1.09014
223.108	0.448222	1.09007
223.004	0.448172	1.08999
222.9	0.448132	1.08988
222.797	0.448096	1.08978
222.695	0.44806	1.08969
222.589	0.448004	1.08961
222.486	0.447974	1.08949
222.381	0.447935	1.08939
222.282	0.447889	1.0893
222.177	0.447854	1.08922
222.073	0.447814	1.08908
221.968	0.447771	1.08901
221.867	0.447728	1.08891
221.764	0.447693	1.0888
221.661	0.447646	1.08872
221.559	0.447611	1.08862
221.452	0.447567	1.08851
221.346	0.447526	1.08841
221.244	0.447486	1.08832
221.142	0.447446	1.08821
221.04	0.447413	1.08812
220.936	0.447366	1.08802
220.835	0.447333	1.08792
220.731	0.447295	1.08782
220.631	0.447254	1.08772
220.529	0.44722	1.08764
220.423	0.447164	1.08753
220.321	0.447134	1.08745
220.218	0.447093	1.08736
220.115	0.447049	1.08726
220.013	0.447008	1.08717
219.907	0.446987	1.08704
219.804	0.446938	1.08697
219.703	0.446898	1.08686
219.599	0.446845	1.08676
219.494	0.446812	1.08666
219.389	0.446758	1.08661
219.286	0.446732	1.08649
219.186	0.446691	1.08639
219.083	0.446656	1.08626
218.98	0.446605	1.08618
218.875	0.446565	1.08605
218.772	0.446535	1.08599
218.671	0.446496	1.08589
218.567	0.446456	1.0858
218.464	0.44641	1.08568
218.361	0.446376	1.08558
218.258	0.446321	1.08551
218.158	0.446286	1.08541
218.058	0.446253	1.08532
217.954	0.446221	1.0852
217.849	0.44617	1.08512
217.746	0.44594	1.08499
217.643	0.445889	1.0849
217.538	0.44584	1.08482
217.436	0.445802	1.08474
217.335	0.445777	1.08462
217.231	0.445727	1.08406
217.129	0.445691	1.08394
217.026	0.445634	1.08382
216.924	0.445614	1.08373
216.821	0.445571	1.08367
216.716	0.445528	1.08355
216.615	0.44548	1.08346
216.511	0.445453	1.08332
216.409	0.445411	1.08327
216.303	0.445371	1.08316
216.2	0.445329	1.08306
216.099	0.445304	1.08294
215.995	0.445259	1.08288
215.892	0.445218	1.08278
215.787	0.445161	1.08268
215.687	0.445131	1.08258
215.584	0.445097	1.08252
215.481	0.445054	1.08241
215.379	0.445003	1.08231
215.276	0.444979	1.08217
215.173	0.444941	1.0821
215.072	0.444891	1.08201
214.969	0.444864	1.08191
214.864	0.44481	1.08179
214.762	0.444771	1.08173
214.661	0.444721	1.08164
214.559	0.444701	1.08151
214.456	0.444655	1.08145
214.354	0.444626	1.08132
214.25	0.444572	1.08122
214.149	0.444534	1.0811
214.043	0.444502	1.08105
213.942	0.444451	1.08094
213.839	0.444396	1.08087
213.735	0.444365	1.08074
213.634	0.444331	1.08064
213.531	0.444292	1.08057
213.429	0.444256	1.08044
213.33	0.444215	1.08031
213.226	0.444179	1.08023
213.123	0.444137	1.08015
213.024	0.444096	1.08006
212.923	0.444052	1.07997
212.819	0.444015	1.07987
212.716	0.44397	1.07978
212.613	0.443911	1.07968
212.506	0.443875	1.07958
212.409	0.44385	1.07947
212.306	0.443795	1.07938
212.203	0.443761	1.07927
212.1	0.443713	1.07913
211.998	0.443675	1.07904
211.893	0.443622	1.07898
211.793	0.443595	1.07885
211.69	0.443547	1.07877
211.585	0.443496	1.07865
211.482	0.44347	1.07856
211.38	0.443421	1.07843
211.278	0.44339	1.07836
211.175	0.443337	1.07825
211.069	0.443293	1.07812
210.969	0.443244	1.07806
210.865	0.443192	1.07794
210.762	0.443152	1.07786
210.661	0.443129	1.07774
210.558	0.443081	1.07763
210.454	0.443031	1.07751
210.351	0.443001	1.07738
210.25	0.442942	1.07728
210.146	0.442904	1.07723
210.044	0.442857	1.07711
209.942	0.442824	1.07699
209.842	0.442777	1.07692
209.739	0.442733	1.07678
209.637	0.442702	1.07668
209.538	0.442654	1.07657
209.43	0.442598	1.07649
209.327	0.442569	1.07637
209.223	0.442523	1.07627
209.122	0.442481	1.07619
209.018	0.442426	1.07607
208.916	0.442404	1.07594
208.815	0.44236	1.07587
208.715	0.442316	1.07576
208.613	0.442269	1.07565
208.511	0.44223	1.07552
208.41	0.442179	1.07547
208.306	0.442158	1.07536
208.204	0.442093	1.07525
208.102	0.442047	1.07514
208.001	0.442006	1.07504
207.901	0.441968	1.07492
207.798	0.44193	1.07487
207.698	0.44189	1.07471
207.592	0.441821	1.0746
207.49	0.441799	1.0745
207.386	0.441741	1.07441
207.281	0.441713	1.07431
207.178	0.441655	1.07422
207.077	0.441627	1.07405
206.973	0.441565	1.074
206.872	0.44152	1.07386
206.768	0.441496	1.07379
206.665	0.441441	1.07365
206.564	0.441398	1.07358
206.463	0.441353	1.07343
206.361	0.441314	1.07332
206.257	0.441254	1.07326
206.155	0.441227	1.07313
206.057	0.441183	1.07302
205.953	0.441137	1.07291
205.849	0.441081	1.07282
205.746	0.441068	1.07267
205.648	0.441011	1.0726
205.542	0.440948	1.0725
205.44	0.440925	1.07239
205.333	0.440854	1.07225
205.231	0.440819	1.07222
205.127	0.440786	1.07208
205.024	0.440738	1.07193
204.922	0.440691	1.07187
204.819	0.440662	1.0717
204.719	0.440602	1.07161
204.615	0.440567	1.07153
204.512	0.440516	1.07142
204.406	0.440468	1.0713
204.308	0.44043	1.07123
204.204	0.440392	1.07109
204.103	0.440354	1.071
203.998	0.440311	1.07088
203.897	0.440254	1.07076
203.794	0.440218	1.07067
203.692	0.440165	1.07058
203.591	0.440129	1.07048
203.488	0.440082	1.07038
203.387	0.440047	1.07024
203.281	0.44	1.07015
203.177	0.439958	1.07002
203.075	0.439919	1.06994
202.974	0.439862	1.06982
202.869	0.439825	1.06974
202.766	0.439768	1.06962
202.664	0.439739	1.06952
202.564	0.439717	1.06943
202.462	0.439658	1.06929
202.36	0.439619	1.0692
202.255	0.439576	1.06906
202.153	0.439519	1.06899
202.051	0.439481	1.06893
201.951	0.439437	1.06879
201.847	0.439401	1.0687
201.745	0.439367	1.06859
201.644	0.439312	1.06845
201.54	0.439249	1.06836
201.434	0.439225	1.06825
201.333	0.43918	1.06817
201.231	0.43914	1.06808
201.127	0.439078	1.06795
201.025	0.439039	1.0678
200.923	0.438991	1.06774
200.821	0.438958	1.06763
200.72	0.438925	1.06753
200.613	0.438898	1.06738
200.511	0.438822	1.06729
200.41	0.438787	1.06717
200.308	0.438757	1.06709
200.204	0.438697	1.06701
200.102	0.438661	1.06694
199.999	0.438623	1.06676
199.895	0.438584	1.06667
199.793	0.438551	1.0666
199.691	0.438507	1.06645
199.591	0.438446	1.06637
199.489	0.43841	1.06627
199.386	0.438364	1.06618
199.28	0.438323	1.0661
199.176	0.438286	1.06599
199.073	0.43824	1.06585
198.971	0.43819	1.06576
198.873	0.438161	1.06565
198.769	0.438112	1.06555
198.668	0.438062	1.06546
198.567	0.438042	1.06535
198.462	0.438003	1.06522
198.359	0.437948	1.06515
198.257	0.437902	1.06503
198.156	0.43786	1.06491
198.054	0.437834	1.06486
197.951	0.437781	1.06477
197.848	0.437733	1.06464
197.745	0.437705	1.06452
197.642	0.437653	1.06442
197.54	0.437604	1.06436
197.434	0.437583	1.06423
197.335	0.437527	1.06411
197.231	0.437482	1.06404
197.129	0.437445	1.06392
197.023	0.437405	1.0638
196.921	0.437365	1.06375
196.818	0.43732	1.06361
196.715	0.437274	1.0635
196.613	0.437251	1.06341
196.512	0.437187	1.06331
196.41	0.437155	1.06322
196.308	0.437118	1.06311
196.206	0.437078	1.063
196.102	0.437034	1.06294
196	0.436993	1.06278
195.898	0.436959	1.06271
195.793	0.436926	1.06262
195.693	0.436869	1.06252
195.591	0.436823	1.06241
195.485	0.436785	1.06231
195.381	0.436738	1.06223
195.278	0.436699	1.06215
195.178	0.436661	1.06201
195.077	0.436617	1.0619
194.972	0.436573	1.06181
194.869	0.436531	1.06169
194.768	0.436498	1.0616
194.662	0.436455	1.06151
194.56	0.436412	1.0614
194.457	0.436373	1.06129
194.358	0.436342	1.06119
194.257	0.436298	1.06111
