# Tdn_K_96G	Rdn_Ohm_96G	'Rdn/R5k_Ohm_96G'
290.205	0.537133	1.30448
290.15	0.537328	1.30496
290.099	0.537178	1.30459
290.038	0.537308	1.30491
289.985	0.537102	1.30441
289.935	0.537091	1.30438
289.88	0.536703	1.30344
289.827	0.53691	1.30394
289.774	0.536549	1.30306
289.721	0.536518	1.30299
289.667	0.536269	1.30238
289.611	0.536254	1.30235
289.557	0.536063	1.30188
289.498	0.536047	1.30184
289.452	0.535913	1.30152
289.398	0.535763	1.30115
289.341	0.535934	1.30157
289.29	0.535749	1.30112
289.228	0.535366	1.30019
289.178	0.535391	1.30025
289.119	0.535427	1.30034
289.067	0.535562	1.30066
289.014	0.534968	1.29922
288.962	0.535267	1.29995
288.909	0.534812	1.29884
288.853	0.534637	1.29842
288.801	0.534922	1.29911
288.751	0.534663	1.29848
288.695	0.534549	1.2982
288.639	0.534425	1.2979
288.59	0.534167	1.29728
288.538	0.534348	1.29772
288.481	0.533975	1.29681
288.426	0.533955	1.29676
288.363	0.533836	1.29647
288.315	0.534079	1.29706
288.255	0.533847	1.2965
288.2	0.533578	1.29585
288.148	0.533542	1.29576
288.091	0.53316	1.29483
288.039	0.533412	1.29544
287.981	0.533397	1.29541
287.93	0.533062	1.29459
287.878	0.532767	1.29388
287.822	0.533036	1.29453
287.771	0.532973	1.29438
287.722	0.532876	1.29414
287.664	0.532576	1.29341
287.615	0.532566	1.29339
287.561	0.532664	1.29363
287.507	0.532385	1.29295
287.45	0.532426	1.29305
287.399	0.532075	1.2922
287.346	0.531858	1.29167
287.287	0.531879	1.29172
287.238	0.531817	1.29157
287.186	0.531078	1.28978
287.127	0.531527	1.29087
287.074	0.531465	1.29072
287.021	0.531367	1.29048
286.971	0.531377	1.2905
286.916	0.531263	1.29022
286.861	0.530979	1.28953
286.808	0.530846	1.28921
286.75	0.530882	1.2893
286.695	0.530876	1.28929
286.641	0.530701	1.28886
286.587	0.530696	1.28885
286.529	0.53037	1.28805
286.478	0.530385	1.28809
286.426	0.530405	1.28814
286.377	0.530138	1.28749
286.32	0.530065	1.28731
286.269	0.53022	1.28769
286.216	0.529863	1.28682
286.163	0.529538	1.28603
286.111	0.529641	1.28628
286.057	0.529781	1.28663
286.003	0.529523	1.286
285.952	0.529636	1.28627
285.901	0.529202	1.28522
285.842	0.529388	1.28567
285.788	0.52931	1.28548
285.735	0.528866	1.2844
285.685	0.529026	1.28479
285.632	0.528825	1.2843
285.528	0.52868	1.28395
285.423	0.528257	1.28292
285.324	0.528293	1.28301
285.217	0.527988	1.28227
285.111	0.527874	1.28199
285.008	0.527987	1.28227
284.904	0.527595	1.28132
284.8	0.527451	1.28097
284.693	0.527347	1.28071
284.589	0.527042	1.27997
284.488	0.52681	1.27941
284.383	0.526815	1.27942
284.279	0.526453	1.27854
284.172	0.526423	1.27847
284.07	0.525942	1.2773
283.969	0.52587	1.27713
283.868	0.525643	1.27658
283.76	0.525654	1.2766
283.658	0.525384	1.27595
283.555	0.525503	1.27624
283.452	0.525389	1.27596
283.351	0.525028	1.27508
283.245	0.524609	1.27407
283.14	0.524579	1.27399
283.036	0.524288	1.27329
282.931	0.523995	1.27257
282.827	0.523953	1.27247
282.721	0.523695	1.27185
282.622	0.523752	1.27198
282.522	0.523509	1.27139
282.419	0.523334	1.27097
282.313	0.523292	1.27087
282.207	0.522858	1.26981
282.105	0.522919	1.26996
282.003	0.522575	1.26913
281.902	0.522683	1.26939
281.801	0.522698	1.26942
281.695	0.52214	1.26807
281.595	0.521845	1.26735
281.49	0.521923	1.26754
281.387	0.521494	1.2665
281.279	0.521298	1.26602
281.18	0.520998	1.2653
281.075	0.521231	1.26586
280.971	0.520906	1.26507
280.868	0.5206	1.26433
280.765	0.520705	1.26458
280.663	0.52062	1.26438
280.562	0.520161	1.26326
280.457	0.520198	1.26335
280.353	0.520162	1.26327
280.25	0.51965	1.26202
280.154	0.519572	1.26183
280.046	0.51936	1.26132
279.95	0.519247	1.26104
279.845	0.519144	1.26079
279.736	0.518942	1.2603
279.634	0.518606	1.25949
279.538	0.518571	1.2594
279.431	0.5184	1.25898
279.327	0.518173	1.25843
279.221	0.518199	1.2585
279.116	0.518131	1.25833
279.012	0.517939	1.25787
278.91	0.517501	1.2568
278.808	0.517552	1.25693
278.708	0.517238	1.25616
278.603	0.517366	1.25647
278.502	0.51732	1.25636
278.398	0.516747	1.25497
278.291	0.516706	1.25487
278.188	0.516344	1.25399
278.084	0.51639	1.25411
277.98	0.516344	1.25399
277.878	0.516153	1.25353
277.772	0.515832	1.25275
277.668	0.515678	1.25237
277.565	0.515564	1.2521
277.465	0.515058	1.25087
277.358	0.515467	1.25186
277.255	0.515295	1.25144
277.151	0.515006	1.25074
277.049	0.514954	1.25062
276.945	0.514639	1.24985
276.845	0.514448	1.24939
276.741	0.514412	1.2493
276.635	0.514247	1.2489
276.532	0.51402	1.24835
276.43	0.513854	1.24795
276.325	0.513606	1.24734
276.221	0.513611	1.24736
276.121	0.513136	1.2462
276.018	0.51357	1.24726
275.912	0.513213	1.24639
275.811	0.513168	1.24628
275.715	0.512547	1.24477
275.606	0.512547	1.24477
275.502	0.512511	1.24468
275.401	0.512243	1.24403
275.298	0.512192	1.24391
275.192	0.511835	1.24304
275.087	0.511994	1.24343
274.986	0.512149	1.24381
274.882	0.511679	1.24266
274.783	0.511432	1.24206
274.679	0.511287	1.24171
274.577	0.511235	1.24159
274.474	0.510877	1.24072
274.368	0.510925	1.24083
274.263	0.510848	1.24064
274.163	0.51047	1.23973
274.055	0.510358	1.23945
273.952	0.510155	1.23896
273.848	0.50984	1.2382
273.748	0.509619	1.23766
273.639	0.509654	1.23775
273.537	0.509618	1.23766
273.433	0.509432	1.23721
273.327	0.509495	1.23736
273.226	0.509008	1.23618
273.12	0.508937	1.236
273.015	0.509185	1.23661
272.914	0.508801	1.23567
272.81	0.508347	1.23457
272.706	0.508353	1.23458
272.601	0.508574	1.23512
272.5	0.508378	1.23465
272.394	0.507977	1.23367
272.287	0.507935	1.23357
272.185	0.507903	1.23349
272.078	0.508001	1.23373
271.974	0.507356	1.23216
271.875	0.507526	1.23258
271.773	0.507299	1.23203
271.669	0.506917	1.2311
271.562	0.507128	1.23161
271.459	0.506612	1.23036
271.356	0.506606	1.23034
271.255	0.506256	1.22949
271.154	0.506317	1.22964
271.051	0.506364	1.22976
270.95	0.506033	1.22895
270.846	0.505873	1.22856
270.74	0.5059	1.22863
270.639	0.505481	1.22761
270.536	0.505584	1.22786
270.433	0.505202	1.22693
270.329	0.505223	1.22698
270.228	0.505294	1.22716
270.123	0.504949	1.22632
270.02	0.504896	1.22619
269.921	0.504697	1.22571
269.815	0.504607	1.22549
269.713	0.504365	1.2249
269.608	0.50423	1.22457
269.509	0.503963	1.22392
269.404	0.503983	1.22397
269.298	0.503672	1.22322
269.197	0.503719	1.22333
269.093	0.503864	1.22368
268.991	0.503233	1.22215
268.893	0.503332	1.22239
268.791	0.503218	1.22212
268.686	0.502945	1.22145
268.582	0.50281	1.22112
268.478	0.502717	1.2209
268.377	0.502459	1.22027
268.272	0.502603	1.22062
268.168	0.502556	1.22051
268.065	0.50222	1.21969
267.96	0.501969	1.21908
267.856	0.501916	1.21895
267.753	0.501622	1.21824
267.653	0.501276	1.2174
267.547	0.501653	1.21831
267.449	0.501327	1.21752
267.343	0.50107	1.2169
267.243	0.501084	1.21693
267.135	0.501266	1.21738
267.034	0.500636	1.21584
266.933	0.500522	1.21557
266.827	0.500672	1.21593
266.721	0.50078	1.21619
266.62	0.500278	1.21498
266.517	0.500356	1.21516
266.413	0.500078	1.21449
266.311	0.500041	1.2144
266.209	0.499757	1.21371
266.11	0.499587	1.2133
266.005	0.499509	1.21311
265.904	0.49921	1.21238
265.803	0.49954	1.21318
265.697	0.49893	1.2117
265.596	0.498811	1.21141
265.498	0.498988	1.21184
265.394	0.498704	1.21115
265.293	0.498579	1.21085
265.193	0.498673	1.21108
265.084	0.498362	1.21032
264.985	0.498337	1.21026
264.884	0.498207	1.20995
264.779	0.498057	1.20958
264.68	0.498037	1.20953
264.574	0.49782	1.20901
264.469	0.497789	1.20893
264.368	0.49765	1.20859
264.264	0.497371	1.20791
264.158	0.497371	1.20792
264.053	0.497154	1.20739
263.952	0.497107	1.20727
263.848	0.496978	1.20696
263.744	0.496611	1.20607
263.642	0.496683	1.20624
263.536	0.496477	1.20574
263.433	0.496333	1.20539
263.329	0.496342	1.20542
263.226	0.496126	1.20489
263.132	0.496224	1.20513
263.024	0.495779	1.20405
262.92	0.495749	1.20398
262.817	0.495769	1.20403
262.716	0.495661	1.20376
262.613	0.495588	1.20358
262.51	0.495268	1.20281
262.404	0.495304	1.2029
262.3	0.495227	1.20271
262.197	0.49486	1.20182
262.096	0.494911	1.20194
261.99	0.494871	1.20184
261.891	0.494354	1.20059
261.786	0.494489	1.20091
261.683	0.494473	1.20088
261.582	0.494086	1.19994
261.476	0.494183	1.20017
261.37	0.494121	1.20002
261.269	0.494044	1.19984
261.166	0.49364	1.19885
261.065	0.493759	1.19914
260.962	0.49358	1.19871
260.858	0.493507	1.19853
260.755	0.493486	1.19848
260.654	0.493212	1.19781
260.553	0.49332	1.19808
260.452	0.492948	1.19717
260.353	0.493161	1.19769
260.25	0.492659	1.19647
260.143	0.492731	1.19665
260.04	0.492473	1.19602
259.942	0.492515	1.19612
259.837	0.492252	1.19548
259.733	0.492288	1.19557
259.628	0.491999	1.19487
259.522	0.492211	1.19538
259.418	0.49174	1.19424
259.315	0.491838	1.19448
259.213	0.491466	1.19358
259.11	0.491781	1.19434
259.009	0.49161	1.19392
258.904	0.491255	1.19306
258.801	0.491302	1.19318
258.699	0.490851	1.19208
258.594	0.490924	1.19226
258.492	0.490955	1.19233
258.391	0.490749	1.19183
258.286	0.490846	1.19207
258.186	0.490466	1.19114
258.085	0.490692	1.19169
257.984	0.490103	1.19026
257.882	0.490263	1.19065
257.779	0.49018	1.19045
257.675	0.490124	1.19031
257.571	0.489938	1.18986
257.469	0.489529	1.18887
257.363	0.4897	1.18928
257.259	0.489829	1.1896
257.156	0.489493	1.18878
257.053	0.489696	1.18928
256.953	0.489354	1.18844
256.853	0.488888	1.18731
256.757	0.489236	1.18816
256.649	0.488957	1.18748
256.546	0.488584	1.18658
256.443	0.488807	1.18712
256.342	0.488688	1.18683
256.234	0.488491	1.18635
256.132	0.488264	1.1858
256.027	0.488341	1.18598
255.925	0.48815	1.18552
255.821	0.488202	1.18565
255.718	0.488181	1.1856
255.614	0.487877	1.18486
255.513	0.488068	1.18532
255.41	0.487789	1.18464
255.305	0.487438	1.18379
255.206	0.48766	1.18433
255.101	0.487376	1.18364
254.996	0.487722	1.18448
254.892	0.486993	1.18271
254.788	0.487204	1.18322
254.688	0.486849	1.18236
254.584	0.486792	1.18222
254.478	0.486884	1.18245
254.375	0.486895	1.18247
254.272	0.486802	1.18225
254.171	0.486487	1.18148
254.067	0.486337	1.18112
253.968	0.486322	1.18108
253.869	0.486094	1.18053
253.761	0.486017	1.18034
253.661	0.485929	1.18013
253.557	0.485794	1.1798
253.456	0.485877	1.18
253.355	0.485716	1.17961
253.252	0.485635	1.17941
253.149	0.485464	1.179
253.046	0.485599	1.17933
252.946	0.485185	1.17832
252.84	0.485325	1.17866
252.739	0.484963	1.17778
252.634	0.484891	1.17761
252.535	0.484849	1.1775
252.434	0.484741	1.17724
252.331	0.484601	1.1769
252.226	0.484452	1.17654
252.123	0.484478	1.1766
252.022	0.484317	1.17621
251.922	0.48411	1.17571
251.821	0.484395	1.1764
251.716	0.48422	1.17598
251.616	0.484101	1.17569
251.516	0.483982	1.1754
251.413	0.483955	1.17533
251.313	0.483667	1.17463
251.209	0.483611	1.1745
251.105	0.483745	1.17482
251.004	0.483449	1.1741
250.9	0.483403	1.17399
250.801	0.483171	1.17343
250.696	0.483171	1.17343
250.594	0.482794	1.17251
250.494	0.48286	1.17267
250.391	0.482861	1.17268
250.287	0.483046	1.17313
250.183	0.482608	1.17206
250.081	0.482597	1.17204
249.98	0.482768	1.17245
249.879	0.482411	1.17158
249.774	0.482262	1.17122
249.669	0.482225	1.17113
249.57	0.48221	1.17109
249.465	0.482308	1.17133
249.361	0.481812	1.17013
249.257	0.481941	1.17044
249.155	0.481936	1.17043
249.053	0.481724	1.16991
248.948	0.481653	1.16974
248.85	0.481626	1.16968
248.745	0.481327	1.16895
248.643	0.481663	1.16977
248.54	0.481368	1.16905
248.433	0.481223	1.1687
248.331	0.481177	1.16859
248.23	0.481172	1.16857
248.126	0.480846	1.16778
248.024	0.480913	1.16795
247.92	0.480506	1.16696
247.816	0.480614	1.16722
247.716	0.480847	1.16778
247.613	0.480557	1.16708
247.51	0.480165	1.16613
247.405	0.48033	1.16653
247.304	0.480387	1.16667
247.2	0.480372	1.16663
247.097	0.480164	1.16613
246.99	0.480236	1.1663
246.889	0.47989	1.16546
246.786	0.479828	1.16531
246.684	0.479916	1.16552
246.581	0.479782	1.1652
246.48	0.479685	1.16496
246.377	0.479529	1.16458
246.272	0.479705	1.16501
246.17	0.479508	1.16453
246.069	0.479456	1.16441
245.965	0.479369	1.16419
245.864	0.47925	1.16391
245.764	0.479282	1.16398
245.66	0.47876	1.16272
245.559	0.478992	1.16328
245.453	0.479003	1.16331
245.351	0.479073	1.16348
245.248	0.47878	1.16277
245.147	0.478713	1.1626
245.045	0.478486	1.16205
244.943	0.478583	1.16229
244.84	0.478196	1.16135
244.739	0.478253	1.16149
244.635	0.478145	1.16122
244.532	0.478135	1.1612
244.43	0.477736	1.16023
244.327	0.477959	1.16077
244.23	0.478062	1.16102
244.125	0.477867	1.16055
244.02	0.477891	1.16061
243.916	0.477675	1.16008
243.814	0.477314	1.1592
243.715	0.477334	1.15925
243.607	0.477303	1.15918
243.506	0.477536	1.15974
243.403	0.477262	1.15908
243.3	0.477468	1.15958
243.196	0.477153	1.15881
243.095	0.477282	1.15913
242.99	0.476895	1.15819
242.887	0.476776	1.1579
242.786	0.476962	1.15835
242.684	0.477101	1.15869
242.575	0.476926	1.15826
242.472	0.47676	1.15786
242.37	0.476373	1.15692
242.264	0.476491	1.15721
242.163	0.476455	1.15712
242.058	0.476368	1.15691
241.957	0.47627	1.15667
241.854	0.476182	1.15646
241.754	0.476124	1.15631
241.649	0.475722	1.15534
241.546	0.476089	1.15623
241.447	0.476156	1.15639
241.342	0.475717	1.15533
241.238	0.475623	1.1551
241.136	0.475639	1.15514
241.032	0.475722	1.15534
240.931	0.475453	1.15469
240.828	0.475479	1.15475
240.723	0.4755	1.1548
240.619	0.475242	1.15417
240.518	0.475329	1.15438
240.415	0.475154	1.15396
240.311	0.474937	1.15343
240.211	0.475086	1.15379
240.106	0.474694	1.15284
240.004	0.474993	1.15357
239.901	0.474855	1.15323
239.799	0.474736	1.15294
239.697	0.47473	1.15293
239.595	0.47457	1.15254
239.494	0.474819	1.15315
239.391	0.474622	1.15267
239.287	0.474432	1.1522
239.184	0.474266	1.1518
239.079	0.474183	1.1516
238.977	0.474255	1.15178
238.874	0.474348	1.152
238.772	0.473831	1.15075
238.668	0.474162	1.15155
238.567	0.473888	1.15088
238.464	0.473661	1.15033
238.361	0.473542	1.15004
238.259	0.473615	1.15022
238.156	0.474029	1.15123
238.054	0.473522	1.14999
237.949	0.47344	1.1498
237.845	0.473831	1.15075
237.743	0.47344	1.14979
237.638	0.473341	1.14956
237.537	0.473025	1.14879
237.429	0.473377	1.14964
237.327	0.473218	1.14926
237.225	0.473299	1.14945
237.124	0.472866	1.1484
237.019	0.472706	1.14801
236.918	0.473202	1.14922
236.814	0.472603	1.14776
236.714	0.472582	1.14771
236.608	0.472571	1.14769
236.504	0.472478	1.14746
236.401	0.472561	1.14766
236.298	0.472478	1.14746
236.194	0.472695	1.14799
236.092	0.472551	1.14764
235.987	0.472282	1.14698
235.882	0.47209	1.14652
235.782	0.472215	1.14682
235.677	0.472184	1.14675
235.571	0.471993	1.14628
235.469	0.472035	1.14638
235.364	0.471935	1.14614
235.264	0.471899	1.14605
235.161	0.471761	1.14572
235.059	0.471486	1.14505
234.958	0.471781	1.14577
234.855	0.471496	1.14508
234.754	0.471575	1.14527
234.65	0.471354	1.14473
234.546	0.471636	1.14542
234.441	0.471135	1.1442
234.342	0.471543	1.14519
234.242	0.471305	1.14461
234.139	0.471197	1.14435
234.037	0.471156	1.14425
233.934	0.470981	1.14382
233.83	0.470815	1.14342
233.726	0.470924	1.14369
233.624	0.470825	1.14345
233.524	0.470639	1.14299
233.423	0.470676	1.14308
233.319	0.470629	1.14297
233.216	0.470557	1.14279
233.113	0.470484	1.14262
233.01	0.470572	1.14283
232.906	0.470407	1.14243
232.804	0.47035	1.14229
232.7	0.470273	1.1421
232.597	0.470277	1.14211
232.494	0.470448	1.14253
232.392	0.470196	1.14192
232.288	0.470055	1.14158
232.187	0.470185	1.14189
232.083	0.469978	1.14139
231.978	0.469943	1.1413
231.875	0.4697	1.14071
231.772	0.469891	1.14118
231.67	0.469731	1.14079
231.568	0.469833	1.14104
231.465	0.469487	1.1402
231.362	0.469436	1.14007
231.261	0.469771	1.14089
231.155	0.469318	1.13979
231.048	0.46925	1.13962
230.95	0.469297	1.13973
230.847	0.469065	1.13917
230.745	0.469286	1.13971
230.639	0.469069	1.13918
230.54	0.469167	1.13942
230.438	0.469245	1.13961
230.327	0.468868	1.13869
230.228	0.469044	1.13912
230.12	0.468873	1.1387
230.023	0.468749	1.1384
229.917	0.468774	1.13847
229.815	0.468656	1.13818
229.716	0.468641	1.13814
229.613	0.468351	1.13744
229.51	0.468557	1.13794
229.407	0.468335	1.1374
229.307	0.46832	1.13736
229.206	0.468574	1.13798
229.105	0.468512	1.13783
229	0.468356	1.13745
228.899	0.468093	1.13681
228.793	0.467866	1.13626
228.691	0.468444	1.13766
228.59	0.46813	1.1369
228.484	0.468062	1.13674
228.387	0.467933	1.13642
228.281	0.467593	1.1356
228.179	0.467969	1.13651
228.075	0.467629	1.13568
227.975	0.467798	1.13609
227.869	0.467675	1.13579
227.767	0.467442	1.13523
227.662	0.467535	1.13545
227.561	0.467447	1.13524
227.458	0.467535	1.13545
227.355	0.467401	1.13513
227.252	0.467334	1.13497
227.15	0.467116	1.13444
227.045	0.467308	1.1349
226.94	0.467178	1.13459
226.838	0.467178	1.13459
226.736	0.467076	1.13434
226.635	0.466967	1.13408
226.536	0.466834	1.13375
226.429	0.467024	1.13421
226.326	0.466646	1.1333
226.225	0.466806	1.13369
226.123	0.466636	1.13327
226.02	0.466806	1.13369
225.918	0.466703	1.13344
225.814	0.466631	1.13326
225.709	0.466337	1.13255
225.606	0.466363	1.13261
225.503	0.466563	1.1331
225.399	0.4663	1.13246
225.299	0.465928	1.13155
225.198	0.46629	1.13243
225.097	0.466234	1.13229
224.992	0.465836	1.13133
224.892	0.466223	1.13227
224.787	0.466182	1.13217
224.685	0.465737	1.13109
224.584	0.465826	1.1313
224.482	0.465856	1.13138
224.378	0.465448	1.13039
224.278	0.465587	1.13073
224.172	0.465722	1.13105
224.069	0.465707	1.13102
223.965	0.465479	1.13046
223.864	0.465432	1.13035
223.758	0.465484	1.13047
223.656	0.465242	1.12989
223.554	0.465179	1.12973
223.452	0.465097	1.12953
223.35	0.465417	1.13031
223.245	0.465305	1.13004
223.142	0.465185	1.12975
223.04	0.464999	1.1293
222.936	0.464911	1.12908
222.834	0.464926	1.12912
222.731	0.464793	1.12879
222.631	0.464818	1.12886
222.526	0.464441	1.12794
222.425	0.464611	1.12835
222.318	0.46473	1.12864
222.214	0.464705	1.12858
222.112	0.464519	1.12813
222.008	0.464132	1.12719
221.908	0.464694	1.12855
221.804	0.464436	1.12793
221.703	0.464585	1.12829
221.601	0.464152	1.12724
221.5	0.463935	1.12671
221.397	0.464152	1.12724
221.294	0.46411	1.12714
221.191	0.464017	1.12691
221.088	0.464022	1.12692
220.984	0.464048	1.12699
220.881	0.463682	1.1261
220.777	0.463965	1.12679
220.674	0.463981	1.12682
220.572	0.463625	1.12596
220.47	0.463537	1.12575
220.367	0.463568	1.12582
220.264	0.463558	1.1258
220.161	0.46316	1.12483
220.057	0.463259	1.12507
219.953	0.463248	1.12504
219.854	0.463145	1.12479
219.751	0.463103	1.12469
219.649	0.462757	1.12385
219.546	0.463042	1.12454
219.445	0.463201	1.12493
219.343	0.463098	1.12468
219.242	0.462664	1.12363
219.141	0.462839	1.12405
219.038	0.462696	1.1237
218.935	0.462891	1.12418
218.835	0.462835	1.12404
218.732	0.462638	1.12356
218.629	0.462261	1.12265
218.526	0.462555	1.12336
218.423	0.462256	1.12263
218.321	0.462716	1.12375
218.218	0.46238	1.12294
218.115	0.462338	1.12283
218.014	0.462179	1.12245
217.915	0.462138	1.12235
217.81	0.462044	1.12212
217.708	0.462106	1.12227
217.605	0.46206	1.12216
217.501	0.462158	1.1224
217.399	0.461782	1.12148
217.294	0.461801	1.12153
217.192	0.461626	1.12111
217.09	0.461899	1.12177
216.987	0.46176	1.12143
216.889	0.461652	1.12117
216.787	0.461636	1.12113
216.68	0.461497	1.12079
216.577	0.461466	1.12071
216.477	0.461481	1.12075
216.375	0.46127	1.12024
216.274	0.46127	1.12024
216.172	0.46112	1.11988
216.068	0.461342	1.12041
215.966	0.460846	1.11921
215.864	0.460949	1.11946
215.761	0.460898	1.11934
215.658	0.460691	1.11883
215.555	0.460433	1.11821
215.456	0.460449	1.11825
215.351	0.460618	1.11866
215.249	0.460334	1.11797
215.148	0.460552	1.1185
215.045	0.460319	1.11793
214.944	0.460231	1.11772
214.841	0.460076	1.11734
214.738	0.460221	1.11769
214.636	0.460143	1.1175
214.534	0.460029	1.11723
214.434	0.460195	1.11763
214.33	0.460015	1.11719
214.228	0.459936	1.117
214.125	0.459797	1.11666
214.021	0.459972	1.11709
213.917	0.459595	1.11617
213.817	0.459776	1.11661
213.714	0.459616	1.11622
213.611	0.459533	1.11602
213.51	0.459316	1.1155
213.409	0.459286	1.11542
213.309	0.459591	1.11616
213.206	0.459245	1.11532
213.102	0.459244	1.11532
212.999	0.45941	1.11572
212.898	0.459554	1.11607
212.796	0.459022	1.11478
212.69	0.45941	1.11572
212.589	0.459053	1.11486
212.488	0.459074	1.11491
212.382	0.458826	1.1143
212.281	0.458914	1.11452
212.179	0.458816	1.11428
212.077	0.458682	1.11395
211.976	0.458976	1.11467
211.873	0.458817	1.11428
211.768	0.458816	1.11428
211.669	0.458692	1.11398
211.566	0.45846	1.11341
211.464	0.458413	1.1133
211.361	0.458077	1.11249
211.26	0.458584	1.11372
211.157	0.458269	1.11295
211.054	0.458341	1.11313
210.951	0.45832	1.11307
210.852	0.458066	1.11246
210.748	0.458046	1.11241
210.649	0.457932	1.11213
210.548	0.458134	1.11262
210.446	0.457758	1.11171
210.344	0.457758	1.11171
210.24	0.45772	1.11162
210.139	0.457954	1.11219
210.037	0.457675	1.11151
209.935	0.457685	1.11153
209.832	0.457612	1.11136
209.732	0.457545	1.11119
209.628	0.457256	1.11049
209.526	0.457251	1.11048
209.425	0.457319	1.11064
209.323	0.457158	1.11025
209.22	0.457402	1.11084
209.119	0.45707	1.11004
209.016	0.457189	1.11033
208.917	0.457111	1.11014
208.809	0.45694	1.10972
208.708	0.456781	1.10934
208.606	0.457095	1.1101
208.504	0.457199	1.11035
208.401	0.456683	1.1091
208.299	0.456718	1.10919
208.198	0.4566	1.1089
208.097	0.456357	1.10831
207.996	0.456616	1.10894
207.893	0.45659	1.10887
207.791	0.456667	1.10906
207.69	0.456053	1.10757
207.589	0.456301	1.10817
207.486	0.456341	1.10827
207.387	0.456053	1.10757
207.282	0.45613	1.10776
207.18	0.456006	1.10746
207.079	0.456099	1.10768
206.978	0.4558	1.10695
206.876	0.456234	1.10801
206.774	0.455866	1.10712
206.67	0.455836	1.10704
206.571	0.455598	1.10646
206.469	0.456012	1.10747
206.366	0.455785	1.10692
206.265	0.455696	1.1067
206.163	0.455303	1.10575
206.059	0.455644	1.10658
205.956	0.455422	1.10604
205.853	0.455205	1.10551
205.75	0.45501	1.10504
205.649	0.455154	1.10539
205.548	0.455107	1.10527
205.446	0.454936	1.10486
205.347	0.454927	1.10483
205.244	0.454896	1.10476
205.143	0.455076	1.1052
205.043	0.454767	1.10445
204.939	0.454735	1.10437
204.836	0.454803	1.10453
204.737	0.45459	1.10402
204.635	0.454317	1.10335
204.535	0.454663	1.10419
204.433	0.454487	1.10377
204.331	0.454369	1.10348
204.227	0.454166	1.10299
204.125	0.454286	1.10328
204.024	0.454239	1.10317
203.922	0.454275	1.10325
203.819	0.453749	1.10197
203.717	0.453996	1.10258
203.613	0.454053	1.10271
203.515	0.454136	1.10291
203.413	0.453728	1.10192
203.313	0.453997	1.10258
203.211	0.453625	1.10167
203.109	0.453724	1.10191
203.008	0.453284	1.10084
202.905	0.453531	1.10145
202.804	0.453114	1.10043
202.704	0.453222	1.1007
202.603	0.453258	1.10078
202.501	0.453459	1.10127
