# Tdn_K_96G	Rdn_Ohm_96G	'Rdn/R5k_Ohm_96G'
202.399	0.453134	1.10048
202.299	0.453026	1.10022
202.198	0.452974	1.10009
202.096	0.452953	1.10004
201.996	0.453108	1.10042
201.893	0.452896	1.0999
201.792	0.452804	1.09968
201.692	0.452385	1.09866
201.59	0.452669	1.09935
201.488	0.45268	1.09938
201.386	0.452555	1.09907
201.284	0.452654	1.09932
201.184	0.452271	1.09839
201.081	0.452406	1.09871
200.98	0.452348	1.09857
200.877	0.452199	1.09821
200.775	0.452338	1.09855
200.671	0.452293	1.09844
200.571	0.451966	1.09765
200.469	0.452199	1.09821
200.367	0.452343	1.09856
200.262	0.451997	1.09772
200.161	0.451724	1.09706
200.06	0.451791	1.09722
199.959	0.451698	1.09699
199.857	0.45173	1.09707
199.755	0.451765	1.09716
199.652	0.451337	1.09612
199.552	0.451409	1.09629
199.45	0.451352	1.09615
199.347	0.451491	1.09649
199.247	0.451239	1.09588
199.145	0.451073	1.09548
199.043	0.451176	1.09573
198.942	0.451125	1.0956
198.839	0.451036	1.09539
198.738	0.451047	1.09541
198.636	0.451135	1.09563
198.535	0.450872	1.09499
198.432	0.450789	1.09479
198.329	0.450933	1.09514
198.227	0.450577	1.09427
198.124	0.450784	1.09477
198.023	0.450675	1.09451
197.923	0.450763	1.09472
197.822	0.450263	1.09351
197.719	0.450201	1.09336
197.618	0.450489	1.09406
197.516	0.450386	1.09381
197.413	0.450567	1.09425
197.31	0.45019	1.09333
197.209	0.450087	1.09308
197.108	0.449937	1.09272
197.006	0.450009	1.09289
196.905	0.449777	1.09233
196.804	0.450035	1.09295
196.7	0.450112	1.09314
196.599	0.449787	1.09235
196.494	0.449678	1.09209
196.393	0.449673	1.09208
196.292	0.44959	1.09187
196.189	0.449534	1.09174
196.088	0.449172	1.09086
195.986	0.449452	1.09154
195.884	0.449508	1.09167
195.782	0.449234	1.09101
195.68	0.449038	1.09053
195.579	0.449203	1.09094
195.476	0.449275	1.09111
195.374	0.44895	1.09032
195.274	0.449038	1.09053
195.172	0.448806	1.08997
195.07	0.448996	1.09043
194.965	0.448939	1.09029
194.865	0.448965	1.09036
194.764	0.448749	1.08983
194.663	0.44865	1.08959
194.561	0.448645	1.08958
194.46	0.448578	1.08942
194.357	0.448707	1.08973
194.255	0.448325	1.0888
194.152	0.448512	1.08926
194.054	0.448283	1.0887
193.951	0.448207	1.08851
193.85	0.448175	1.08844
193.746	0.448326	1.0888
193.643	0.448072	1.08819
193.543	0.448134	1.08834
193.443	0.448227	1.08856
193.34	0.448149	1.08838
193.24	0.447747	1.0874
193.139	0.447634	1.08712
193.038	0.447607	1.08706
192.936	0.447452	1.08668
192.833	0.44769	1.08726
192.732	0.447611	1.08707
192.63	0.447658	1.08718
192.525	0.447472	1.08673
192.424	0.447406	1.08657
192.322	0.447261	1.08622
192.223	0.447297	1.08631
192.119	0.447313	1.08634
192.02	0.447343	1.08642
191.918	0.447344	1.08642
191.815	0.447364	1.08647
191.713	0.447029	1.08565
191.613	0.446512	1.0844
191.511	0.446823	1.08515
191.408	0.446749	1.08498
191.307	0.446646	1.08472
191.206	0.446606	1.08463
191.102	0.446811	1.08513
191.001	0.446724	1.08491
190.899	0.446729	1.08493
190.798	0.446569	1.08454
190.694	0.446708	1.08488
190.592	0.446223	1.0837
190.489	0.446378	1.08407
190.388	0.446212	1.08367
190.287	0.446172	1.08357
190.185	0.446455	1.08426
190.084	0.44599	1.08313
189.983	0.445835	1.08275
189.883	0.44615	1.08352
189.78	0.446016	1.08319
189.677	0.445845	1.08278
189.577	0.445712	1.08246
189.475	0.445805	1.08268
189.375	0.445495	1.08193
189.27	0.445821	1.08272
189.17	0.445659	1.08233
189.067	0.445592	1.08217
188.966	0.445655	1.08232
188.862	0.445665	1.08234
188.762	0.445354	1.08159
188.662	0.4452	1.08121
188.559	0.44552	1.08199
188.457	0.445272	1.08139
188.355	0.445122	1.08102
188.253	0.445097	1.08096
188.152	0.445034	1.08081
188.05	0.445051	1.08085
187.949	0.444838	1.08033
187.847	0.444859	1.08038
187.745	0.444931	1.08056
187.643	0.444849	1.08036
187.542	0.445081	1.08092
187.441	0.444864	1.0804
187.338	0.444694	1.07998
187.236	0.444441	1.07937
187.134	0.444451	1.07939
187.03	0.444823	1.0803
186.929	0.444327	1.07909
186.827	0.444626	1.07982
186.724	0.444374	1.07921
186.623	0.444208	1.0788
186.522	0.444271	1.07896
186.419	0.444447	1.07938
186.317	0.44411	1.07857
186.215	0.444244	1.07889
186.112	0.444281	1.07898
186.01	0.443739	1.07766
185.91	0.44425	1.0789
185.808	0.443888	1.07803
185.707	0.443433	1.07692
185.604	0.443991	1.07828
185.502	0.443754	1.0777
185.4	0.443572	1.07726
185.298	0.443671	1.0775
185.196	0.443423	1.0769
185.095	0.44349	1.07706
184.991	0.443604	1.07734
184.891	0.443155	1.07625
184.787	0.443474	1.07702
184.688	0.443227	1.07642
184.584	0.443304	1.07661
184.482	0.443232	1.07643
184.381	0.442959	1.07577
184.28	0.443155	1.07625
184.178	0.443196	1.07635
184.077	0.44303	1.07594
183.973	0.442746	1.07525
183.87	0.443004	1.07588
183.768	0.442917	1.07567
183.667	0.442726	1.0752
183.565	0.442881	1.07558
183.464	0.442643	1.075
183.36	0.442767	1.0753
183.259	0.442622	1.07495
183.155	0.442514	1.07469
183.055	0.442778	1.07533
182.953	0.442628	1.07497
182.851	0.442416	1.07445
182.748	0.442478	1.0746
182.647	0.442364	1.07433
182.546	0.44209	1.07366
182.442	0.442169	1.07385
182.339	0.442277	1.07411
182.238	0.442039	1.07354
182.135	0.441982	1.0734
182.034	0.442127	1.07375
181.937	0.442018	1.07349
181.833	0.44209	1.07366
181.732	0.442204	1.07394
181.63	0.44205	1.07356
181.529	0.441894	1.07318
181.428	0.441419	1.07203
181.326	0.441615	1.07251
181.224	0.441791	1.07293
181.125	0.441342	1.07184
181.022	0.441843	1.07306
180.921	0.441491	1.07221
180.818	0.441491	1.0722
180.718	0.441285	1.0717
180.616	0.441197	1.07149
180.512	0.441166	1.07142
180.411	0.441435	1.07207
180.309	0.441115	1.07129
180.206	0.441073	1.07119
180.106	0.441259	1.07164
180.003	0.441026	1.07108
179.901	0.440804	1.07054
179.8	0.440883	1.07073
179.697	0.441058	1.07115
179.594	0.440779	1.07047
179.494	0.440774	1.07046
179.392	0.440768	1.07045
179.29	0.440743	1.07039
179.189	0.440758	1.07043
179.085	0.440464	1.06971
178.983	0.440432	1.06963
178.884	0.440784	1.07049
178.78	0.4405	1.0698
178.678	0.440572	1.06997
178.577	0.440526	1.06986
178.473	0.440339	1.06941
178.373	0.440428	1.06962
178.269	0.440597	1.07003
178.168	0.440428	1.06962
178.067	0.440092	1.06881
177.966	0.440329	1.06938
177.863	0.439972	1.06852
177.762	0.440262	1.06922
177.661	0.440044	1.06869
177.56	0.439947	1.06845
177.457	0.439781	1.06805
177.356	0.439777	1.06804
177.255	0.439632	1.06769
177.154	0.440055	1.06872
177.051	0.439989	1.06856
176.95	0.439637	1.0677
176.846	0.439307	1.0669
176.747	0.439519	1.06742
176.647	0.439627	1.06768
176.545	0.439462	1.06728
176.443	0.439534	1.06745
176.341	0.439529	1.06744
176.239	0.439218	1.06669
176.137	0.439224	1.0667
176.033	0.439007	1.06617
175.93	0.439245	1.06675
175.829	0.438898	1.06591
175.725	0.439146	1.06651
175.624	0.439198	1.06663
175.522	0.438956	1.06605
175.42	0.438899	1.06591
175.319	0.438888	1.06588
175.216	0.43894	1.06601
175.118	0.438872	1.06585
175.016	0.438796	1.06566
174.912	0.438605	1.06519
174.812	0.438728	1.06549
174.708	0.438614	1.06522
174.609	0.438594	1.06517
174.506	0.438641	1.06528
174.405	0.438599	1.06518
174.305	0.438583	1.06514
174.203	0.438397	1.06469
174.103	0.438688	1.0654
173.999	0.438506	1.06496
173.897	0.438206	1.06423
173.796	0.438273	1.06439
173.691	0.438098	1.06396
173.591	0.438098	1.06396
173.491	0.437948	1.0636
173.388	0.437695	1.06298
173.287	0.438128	1.06404
173.184	0.437865	1.0634
173.083	0.438052	1.06385
172.982	0.438103	1.06398
172.88	0.438088	1.06394
172.778	0.437814	1.06327
172.677	0.437695	1.06299
172.577	0.437613	1.06279
172.475	0.4377	1.063
172.373	0.437706	1.06301
172.27	0.437592	1.06274
172.168	0.437633	1.06283
172.067	0.437715	1.06304
171.966	0.437633	1.06283
171.864	0.437628	1.06282
171.764	0.437313	1.06206
171.661	0.437297	1.06202
171.559	0.437442	1.06237
171.457	0.437349	1.06214
171.356	0.43706	1.06144
171.254	0.437369	1.06219
171.155	0.437349	1.06214
171.053	0.437173	1.06172
170.95	0.437044	1.0614
170.849	0.43707	1.06147
170.746	0.437059	1.06144
170.644	0.437198	1.06178
170.543	0.436837	1.0609
170.442	0.43708	1.06149
170.34	0.436988	1.06127
170.238	0.436992	1.06128
170.137	0.436765	1.06073
170.036	0.436656	1.06046
169.933	0.436491	1.06006
169.831	0.436538	1.06018
169.73	0.436667	1.06049
169.629	0.436444	1.05995
169.527	0.436534	1.06017
169.424	0.436414	1.05988
169.323	0.436734	1.06065
169.221	0.436368	1.05976
169.119	0.436404	1.05985
169.019	0.436497	1.06008
168.917	0.436301	1.0596
168.815	0.436285	1.05956
168.713	0.436197	1.05935
168.612	0.435764	1.0583
168.508	0.436016	1.05891
168.406	0.436036	1.05896
168.306	0.436016	1.05891
168.204	0.436007	1.05889
168.101	0.436331	1.05967
168.002	0.43615	1.05923
167.899	0.435804	1.05839
167.796	0.43581	1.05841
167.695	0.436136	1.0592
167.595	0.43567	1.05807
167.492	0.435681	1.05809
167.39	0.435583	1.05786
167.288	0.43582	1.05843
167.185	0.435531	1.05773
167.084	0.43581	1.05841
166.983	0.435355	1.0573
166.881	0.435103	1.05669
166.778	0.435397	1.0574
166.677	0.435515	1.05769
166.576	0.435568	1.05782
166.472	0.435278	1.05712
166.371	0.435541	1.05775
166.268	0.435066	1.0566
166.168	0.435387	1.05738
166.065	0.435242	1.05703
165.964	0.435024	1.0565
165.864	0.435179	1.05687
165.762	0.435117	1.05673
165.659	0.43534	1.05727
165.558	0.435097	1.05668
165.456	0.434848	1.05607
165.355	0.435107	1.0567
165.253	0.4347	1.05571
165.151	0.434792	1.05594
165.048	0.43505	1.05656
164.948	0.434761	1.05586
164.846	0.43472	1.05576
164.744	0.434822	1.05601
164.642	0.434704	1.05572
164.541	0.43473	1.05579
164.44	0.434533	1.05531
164.339	0.434488	1.0552
164.236	0.434451	1.05511
164.135	0.434295	1.05473
164.034	0.434488	1.0552
163.931	0.434296	1.05473
163.829	0.434255	1.05463
163.729	0.434157	1.05439
163.627	0.4341	1.05425
163.525	0.434292	1.05472
163.423	0.434079	1.0542
163.322	0.434213	1.05453
163.219	0.434059	1.05416
163.117	0.434044	1.05412
163.016	0.433822	1.05358
162.916	0.434032	1.05409
162.814	0.434161	1.0544
162.713	0.433836	1.05361
162.612	0.433965	1.05393
162.51	0.434064	1.05417
162.408	0.434121	1.05431
162.308	0.433971	1.05394
162.203	0.433661	1.05319
162.101	0.433698	1.05328
162	0.433671	1.05321
161.899	0.43365	1.05316
161.798	0.433393	1.05254
161.695	0.433661	1.05319
161.594	0.433603	1.05305
161.493	0.43349	1.05277
161.391	0.433645	1.05315
161.29	0.433222	1.05212
161.189	0.43317	1.052
161.087	0.433557	1.05294
160.987	0.433423	1.05261
160.886	0.433087	1.0518
160.784	0.432896	1.05133
160.682	0.432953	1.05147
160.58	0.432928	1.05141
160.479	0.432856	1.05123
160.376	0.433351	1.05244
160.276	0.433021	1.05163
160.174	0.433098	1.05182
160.071	0.432979	1.05153
159.972	0.433149	1.05195
159.869	0.432628	1.05068
159.767	0.432881	1.0513
159.666	0.432711	1.05088
159.563	0.432633	1.05069
159.461	0.432876	1.05128
159.36	0.432685	1.05082
159.26	0.432736	1.05094
159.157	0.432529	1.05044
159.056	0.43223	1.04971
158.955	0.432431	1.0502
158.852	0.432503	1.05038
158.752	0.432498	1.05036
158.652	0.432571	1.05054
158.548	0.432494	1.05035
158.446	0.432116	1.04944
158.346	0.432225	1.0497
158.246	0.432245	1.04975
158.144	0.43208	1.04935
158.044	0.432328	1.04995
157.942	0.432117	1.04944
157.84	0.432095	1.04939
157.739	0.43208	1.04935
157.637	0.431987	1.04912
157.537	0.432126	1.04946
157.436	0.432034	1.04924
157.334	0.432074	1.04933
157.233	0.431868	1.04883
157.131	0.432023	1.04921
157.029	0.431635	1.04827
156.927	0.431868	1.04884
156.825	0.431941	1.04901
156.724	0.431677	1.04837
156.624	0.431744	1.04853
156.521	0.431755	1.04856
156.419	0.431709	1.04845
156.317	0.43162	1.04823
156.215	0.431481	1.04789
156.113	0.431351	1.04758
156.012	0.431512	1.04797
155.909	0.431455	1.04783
155.806	0.431337	1.04754
155.706	0.431523	1.048
155.603	0.431682	1.04838
155.502	0.431208	1.04723
155.401	0.431001	1.04673
155.3	0.431508	1.04796
155.198	0.431181	1.04717
155.096	0.431062	1.04688
154.994	0.431336	1.04754
154.892	0.430928	1.04655
154.791	0.431067	1.04689
154.69	0.431109	1.04699
154.587	0.430846	1.04635
154.486	0.431114	1.047
154.383	0.430763	1.04615
154.281	0.431078	1.04692
154.18	0.430665	1.04591
154.078	0.430692	1.04598
153.977	0.431022	1.04678
153.876	0.43051	1.04554
153.774	0.430908	1.0465
153.673	0.430903	1.04649
153.571	0.430583	1.04571
153.47	0.430892	1.04646
153.369	0.4308	1.04624
153.268	0.430841	1.04634
153.167	0.430613	1.04579
153.065	0.430551	1.04564
152.964	0.430386	1.04523
152.863	0.43053	1.04559
152.761	0.430417	1.04531
152.659	0.430215	1.04482
152.558	0.430231	1.04486
152.456	0.430552	1.04564
152.355	0.430241	1.04488
152.253	0.430432	1.04535
152.149	0.430133	1.04462
152.049	0.430205	1.0448
151.946	0.429869	1.04398
151.843	0.430221	1.04483
151.741	0.43005	1.04442
151.641	0.430412	1.0453
151.54	0.430133	1.04462
151.436	0.430013	1.04433
151.335	0.430206	1.0448
151.234	0.430148	1.04466
151.133	0.429947	1.04417
151.031	0.430071	1.04447
150.931	0.429885	1.04402
150.829	0.430066	1.04446
150.726	0.429689	1.04354
150.625	0.429911	1.04408
150.524	0.429766	1.04373
150.423	0.429709	1.04359
150.321	0.429338	1.04269
150.221	0.429906	1.04407
150.118	0.429756	1.04371
150.018	0.429606	1.04334
149.916	0.429451	1.04296
149.812	0.429591	1.0433
149.712	0.429518	1.04313
149.61	0.429524	1.04314
149.508	0.4296	1.04333
149.406	0.429487	1.04305
149.305	0.429368	1.04276
149.204	0.429472	1.04301
149.102	0.4294	1.04284
149	0.429131	1.04219
148.899	0.429198	1.04235
148.796	0.429358	1.04274
148.694	0.429208	1.04237
148.592	0.429228	1.04242
148.491	0.429064	1.04202
148.389	0.428913	1.04166
148.287	0.428826	1.04145
148.185	0.428868	1.04155
148.084	0.429358	1.04274
147.982	0.42896	1.04177
147.881	0.42881	1.04141
147.78	0.429105	1.04212
147.679	0.428774	1.04132
147.577	0.428784	1.04135
147.476	0.428888	1.0416
147.375	0.428712	1.04117
147.273	0.428475	1.04059
147.171	0.428671	1.04107
147.067	0.42882	1.04143
146.967	0.428547	1.04077
146.864	0.428563	1.04081
146.762	0.428588	1.04087
146.66	0.428289	1.04014
146.559	0.428387	1.04038
146.457	0.428372	1.04034
146.356	0.428402	1.04042
146.254	0.428532	1.04073
146.152	0.428258	1.04007
146.052	0.428671	1.04107
145.95	0.428325	1.04023
145.849	0.428398	1.04041
145.749	0.428412	1.04044
145.647	0.427917	1.03924
145.546	0.428268	1.04009
145.444	0.428149	1.0398
145.343	0.428092	1.03966
145.239	0.428123	1.03974
145.137	0.428041	1.03954
145.036	0.428071	1.03961
144.935	0.427886	1.03916
144.833	0.427937	1.03929
144.732	0.428113	1.03972
144.63	0.428387	1.04038
144.529	0.428403	1.04042
144.427	0.427933	1.03928
144.326	0.427927	1.03926
144.225	0.42819	1.0399
144.124	0.427845	1.03906
144.022	0.427897	1.03919
143.921	0.428019	1.03949
143.819	0.427653	1.0386
143.718	0.427663	1.03862
143.616	0.427783	1.03891
143.515	0.427674	1.03865
143.413	0.427596	1.03846
143.313	0.42738	1.03793
143.21	0.427477	1.03817
143.108	0.427849	1.03907
143.007	0.427642	1.03857
142.904	0.427829	1.03902
142.804	0.427643	1.03857
142.703	0.427514	1.03826
142.601	0.427308	1.03776
142.5	0.427525	1.03829
142.396	0.427266	1.03766
142.296	0.427209	1.03752
142.194	0.427478	1.03817
142.092	0.426998	1.03701
141.99	0.426941	1.03687
141.89	0.427143	1.03736
141.787	0.427354	1.03787
141.686	0.427204	1.03751
141.585	0.427215	1.03753
141.484	0.427168	1.03742
141.384	0.427152	1.03738
141.282	0.427483	1.03819
141.18	0.427096	1.03724
141.081	0.426728	1.03635
140.977	0.426765	1.03644
140.876	0.426894	1.03675
140.774	0.427024	1.03707
140.673	0.42694	1.03687
140.572	0.426786	1.03649
140.469	0.427065	1.03717
140.369	0.426832	1.0366
140.267	0.426889	1.03674
140.165	0.426874	1.0367
140.063	0.426724	1.03634
139.963	0.42675	1.0364
139.862	0.426735	1.03637
139.76	0.426852	1.03665
139.659	0.42693	1.03684
139.558	0.426657	1.03618
139.456	0.426636	1.03613
139.353	0.42673	1.03636
139.252	0.426367	1.03547
139.15	0.426285	1.03528
139.047	0.426528	1.03586
138.946	0.426532	1.03588
138.844	0.426455	1.03569
138.743	0.426465	1.03571
138.642	0.42628	1.03526
138.541	0.426336	1.0354
138.438	0.426192	1.03505
138.339	0.426424	1.03561
138.237	0.426362	1.03546
138.135	0.426201	1.03507
138.037	0.426119	1.03487
137.934	0.426206	1.03508
137.831	0.426238	1.03516
137.731	0.426135	1.03491
137.63	0.426372	1.03549
137.529	0.426021	1.03463
137.426	0.426161	1.03497
137.327	0.425928	1.03441
137.225	0.42569	1.03383
137.124	0.425835	1.03418
137.023	0.425948	1.03446
136.921	0.426109	1.03485
136.819	0.425954	1.03447
136.717	0.425772	1.03403
136.616	0.425747	1.03397
136.514	0.42583	1.03417
136.412	0.425789	1.03407
136.31	0.425799	1.03409
136.209	0.425902	1.03434
136.107	0.425659	1.03376
136.006	0.42599	1.03456
135.904	0.425861	1.03425
135.802	0.425784	1.03406
135.702	0.425969	1.03451
135.599	0.425789	1.03407
135.497	0.425608	1.03363
135.394	0.425597	1.03361
135.293	0.425603	1.03362
135.192	0.42521	1.03266
135.091	0.425293	1.03287
134.99	0.425308	1.0329
134.888	0.425494	1.03336
134.786	0.425406	1.03314
134.684	0.42536	1.03303
134.582	0.425407	1.03314
134.481	0.42538	1.03308
134.379	0.425277	1.03283
134.277	0.425577	1.03355
134.177	0.425071	1.03233
134.076	0.4252	1.03264
133.976	0.424849	1.03179
133.874	0.425169	1.03256
133.773	0.425138	1.03249
133.672	0.425065	1.03231
133.57	0.425133	1.03248
133.468	0.425231	1.03271
133.367	0.425004	1.03216
133.265	0.425086	1.03236
133.164	0.425127	1.03246
133.061	0.424916	1.03195
132.962	0.424828	1.03174
132.859	0.424693	1.03141
132.758	0.424977	1.0321
132.657	0.424807	1.03169
132.556	0.425118	1.03244
132.454	0.424901	1.03191
132.353	0.424906	1.03193
132.253	0.424874	1.03185
132.151	0.424803	1.03168
132.05	0.424689	1.0314
131.949	0.424673	1.03136
131.846	0.424694	1.03141
131.743	0.424669	1.03135
131.643	0.424467	1.03086
131.542	0.424853	1.0318
131.441	0.424725	1.03149
131.339	0.424823	1.03173
131.238	0.424513	1.03097
131.137	0.424523	1.031
131.035	0.424368	1.03062
130.933	0.424513	1.03097
130.831	0.4246	1.03118
130.731	0.424606	1.0312
130.63	0.42426	1.03036
130.528	0.424445	1.03081
130.427	0.424373	1.03063
130.325	0.424364	1.03061
130.223	0.424394	1.03068
130.122	0.424389	1.03067
130.02	0.424342	1.03056
129.92	0.424167	1.03013
129.819	0.424378	1.03064
129.717	0.424322	1.03051
129.614	0.424177	1.03016
129.513	0.424228	1.03028
129.411	0.424043	1.02983
129.311	0.424306	1.03047
129.208	0.42383	1.02931
129.106	0.424074	1.02991
129.006	0.423806	1.02925
128.904	0.42409	1.02994
128.803	0.423951	1.02961
128.701	0.423708	1.02902
128.6	0.423877	1.02943
128.499	0.423909	1.0295
128.398	0.423971	1.02965
128.297	0.423965	1.02964
128.196	0.423935	1.02957
128.095	0.424028	1.02979
127.992	0.423888	1.02945
127.891	0.423608	1.02877
127.789	0.423625	1.02881
127.688	0.423692	1.02898
127.588	0.423718	1.02904
127.487	0.423862	1.02939
127.383	0.423547	1.02863
127.282	0.4235	1.02851
127.18	0.423759	1.02914
127.079	0.423698	1.02899
126.977	0.423867	1.0294
126.876	0.42349	1.02849
126.775	0.423594	1.02874
126.674	0.423537	1.0286
126.572	0.423241	1.02788
126.471	0.423495	1.0285
126.369	0.423279	1.02797
126.267	0.423625	1.02882
126.167	0.423475	1.02845
126.066	0.423212	1.02781
125.965	0.422963	1.02721
125.864	0.423201	1.02779
125.763	0.423279	1.02797
125.662	0.423325	1.02809
125.56	0.423443	1.02837
125.459	0.422968	1.02722
125.357	0.42317	1.02771
125.255	0.423258	1.02792
125.153	0.423252	1.02791
125.05	0.423232	1.02786
124.948	0.4233	1.02803
124.846	0.422839	1.02691
124.745	0.422979	1.02725
124.644	0.423227	1.02785
124.544	0.423107	1.02756
124.442	0.422984	1.02726
124.34	0.423346	1.02814
124.238	0.423119	1.02759
124.137	0.423009	1.02732
124.035	0.423399	1.02827
123.933	0.423253	1.02791
123.832	0.423015	1.02733
123.728	0.422928	1.02712
123.628	0.423149	1.02766
123.527	0.423	1.0273
123.426	0.422731	1.02664
123.323	0.422803	1.02682
123.221	0.422514	1.02612
123.12	0.422731	1.02664
123.018	0.422633	1.02641
122.918	0.42299	1.02727
122.817	0.422747	1.02668
122.716	0.422633	1.02641
122.613	0.422783	1.02677
122.513	0.422839	1.02691
122.412	0.422586	1.02629
122.311	0.422689	1.02654
122.208	0.422649	1.02644
122.106	0.422602	1.02633
122.005	0.422484	1.02604
121.903	0.422425	1.0259
121.802	0.422437	1.02593
121.701	0.422353	1.02573
121.599	0.422426	1.0259
121.498	0.422808	1.02683
121.397	0.422488	1.02605
121.295	0.422375	1.02578
121.192	0.422142	1.02521
121.091	0.42238	1.02579
120.988	0.422715	1.02661
120.885	0.422395	1.02583
120.783	0.422446	1.02595
120.68	0.422369	1.02576
120.579	0.422255	1.02549
120.477	0.422824	1.02687
120.376	0.422503	1.02609
120.272	0.422477	1.02603
120.171	0.42207	1.02504
120.069	0.421884	1.02459
119.967	0.421945	1.02474
119.865	0.422189	1.02533
119.763	0.422121	1.02516
119.66	0.422117	1.02515
119.558	0.421869	1.02455
119.456	0.422034	1.02495
119.353	0.421698	1.02413
119.251	0.422007	1.02489
119.15	0.421847	1.0245
119.047	0.422049	1.02499
118.944	0.421874	1.02456
118.841	0.421842	1.02449
118.74	0.422153	1.02524
118.638	0.421847	1.0245
118.535	0.421966	1.02479
118.434	0.422049	1.02499
118.331	0.421719	1.02419
118.23	0.421853	1.02451
118.127	0.421941	1.02472
118.023	0.421595	1.02388
117.92	0.421631	1.02397
117.817	0.42177	1.02431
117.716	0.421538	1.02375
117.614	0.421667	1.02406
117.511	0.421357	1.02331
117.407	0.421507	1.02367
117.305	0.421796	1.02437
117.204	0.421755	1.02427
117.1	0.421558	1.0238
116.998	0.421403	1.02342
116.894	0.421662	1.02405
116.791	0.421481	1.02361
116.689	0.421543	1.02376
116.586	0.421553	1.02378
116.483	0.42115	1.02281
116.379	0.421414	1.02344
116.276	0.421439	1.02351
116.173	0.421533	1.02374
116.07	0.421455	1.02354
115.967	0.421156	1.02282
115.864	0.421408	1.02343
115.761	0.421399	1.02341
115.659	0.421569	1.02382
115.556	0.42147	1.02358
115.454	0.421564	1.02381
115.351	0.421238	1.02302
115.248	0.421315	1.02321
115.145	0.420933	1.02228
115.043	0.421383	1.02337
114.94	0.421258	1.02307
114.837	0.421021	1.02249
114.734	0.421305	1.02318
114.631	0.421052	1.02257
114.527	0.421098	1.02268
114.425	0.420944	1.0223
114.322	0.421166	1.02284
114.219	0.421068	1.0226
114.114	0.421053	1.02257
114.013	0.421171	1.02286
113.909	0.420841	1.02205
113.806	0.420897	1.02219
113.704	0.420701	1.02171
113.601	0.420866	1.02211
113.497	0.420717	1.02175
113.394	0.420742	1.02181
113.291	0.420846	1.02207
113.188	0.421042	1.02254
113.085	0.420697	1.0217
112.982	0.420774	1.02189
112.878	0.420794	1.02194
112.775	0.420613	1.0215
112.671	0.420825	1.02202
112.569	0.42066	1.02162
112.465	0.420784	1.02192
112.361	0.420562	1.02138
112.257	0.420686	1.02168
112.155	0.420489	1.0212
112.049	0.420582	1.02143
111.948	0.420639	1.02156
111.844	0.420608	1.02149
111.74	0.420593	1.02145
111.638	0.420432	1.02106
111.536	0.42036	1.02089
111.431	0.42052	1.02127
111.329	0.42023	1.02057
111.228	0.420159	1.0204
111.124	0.420402	1.02099
111.019	0.420309	1.02076
110.915	0.420355	1.02087
110.813	0.420371	1.02091
110.71	0.420649	1.02159
110.609	0.420216	1.02054
110.505	0.420024	1.02007
110.403	0.419989	1.01998
110.299	0.420469	1.02115
110.197	0.420216	1.02054
110.094	0.420386	1.02095
109.991	0.420122	1.02031
109.888	0.420004	1.02002
109.784	0.419978	1.01996
109.683	0.42004	1.02011
109.577	0.419859	1.01967
109.475	0.420195	1.02048
109.372	0.419988	1.01998
109.269	0.420319	1.02079
109.167	0.419776	1.01947
109.062	0.42005	1.02013
108.959	0.420159	1.0204
108.855	0.419951	1.01989
108.75	0.420128	1.02032
108.649	0.419864	1.01968
108.543	0.420025	1.02007
108.441	0.419926	1.01983
108.337	0.419983	1.01997
108.234	0.419822	1.01958
108.127	0.419889	1.01974
108.025	0.419926	1.01983
107.921	0.420117	1.0203
107.816	0.419915	1.01981
107.714	0.419812	1.01956
107.613	0.419719	1.01933
107.509	0.419936	1.01986
107.404	0.419559	1.01894
107.3	0.419595	1.01903
107.198	0.419735	1.01937
107.093	0.420003	1.02002
106.992	0.419662	1.01919
106.885	0.419951	1.01989
106.783	0.419683	1.01924
106.682	0.419491	1.01878
106.579	0.419714	1.01932
106.478	0.419801	1.01953
106.374	0.419456	1.01869
106.268	0.419714	1.01932
106.165	0.419481	1.01875
106.063	0.419518	1.01884
105.958	0.419342	1.01841
105.855	0.419383	1.01851
105.751	0.419456	1.01869
105.653	0.419533	1.01888
105.551	0.419652	1.01917
105.448	0.41944	1.01865
105.341	0.419508	1.01882
105.239	0.419311	1.01834
105.137	0.419352	1.01844
105.032	0.419203	1.01808
104.93	0.419337	1.0184
104.826	0.41927	1.01824
104.721	0.41898	1.01754
104.619	0.419388	1.01853
104.514	0.419203	1.01808
104.411	0.419286	1.01828
104.306	0.419399	1.01855
104.204	0.419151	1.01795
104.101	0.41912	1.01787
103.999	0.419322	1.01837
103.895	0.419265	1.01823
103.793	0.419151	1.01795
103.688	0.419476	1.01874
103.582	0.419064	1.01774
103.48	0.41925	1.01819
103.376	0.419157	1.01796
103.271	0.419146	1.01794
103.168	0.41912	1.01787
103.064	0.418996	1.01757
102.96	0.418961	1.01749
102.854	0.418929	1.01741
102.746	0.419002	1.01759
102.643	0.41894	1.01744
102.542	0.418671	1.01678
102.438	0.418877	1.01728
102.334	0.419177	1.01801
102.228	0.419016	1.01762
102.125	0.419027	1.01765
102.022	0.418923	1.0174
101.918	0.418913	1.01737
101.817	0.418712	1.01688
101.712	0.418774	1.01704
101.608	0.418904	1.01735
101.507	0.418666	1.01677
101.401	0.418722	1.01691
101.295	0.418991	1.01756
101.194	0.418696	1.01685
101.087	0.418872	1.01727
100.984	0.418846	1.01721
100.882	0.418759	1.017
