# 'Tdn_K_123.5G'	'Rdn_Ohm_123.5G'	'Rdn/R5k_Ohm_123.5G'
190.45	0.421864	1.03059
190.344	0.421861	1.03058
190.238	0.421828	1.03051
190.135	0.421811	1.03048
190.034	0.421812	1.03042
189.923	0.421798	1.0304
189.819	0.421759	1.03039
189.712	0.421721	1.03032
189.605	0.421706	1.03029
189.494	0.421691	1.03022
189.386	0.42166	1.03021
189.279	0.421643	1.03016
186.031	0.421001	1.03012
185.925	0.420953	1.03007
185.811	0.420949	1.03004
185.701	0.420953	1.03001
185.595	0.420939	1.02995
185.486	0.420917	1.02988
185.379	0.420912	1.02986
185.27	0.420901	1.0298
185.167	0.420904	1.02973
185.06	0.420901	1.02971
184.952	0.420902	1.02964
184.845	0.420883	1.02959
184.738	0.420868	1.02954
184.63	0.420851	1.02951
184.52	0.420834	1.02943
184.413	0.42084	1.02936
184.304	0.420838	1.02938
184.2	0.420816	1.02929
184.091	0.420795	1.02926
183.982	0.420793	1.02921
183.876	0.420772	1.02914
183.768	0.420751	1.02913
183.661	0.420737	1.02905
183.55	0.420718	1.02901
183.444	0.420685	1.02901
183.339	0.420678	1.02898
183.23	0.420655	1.02888
183.121	0.420635	1.02879
183.013	0.420625	1.02875
182.906	0.420607	1.02872
182.797	0.420591	1.02864
182.689	0.42058	1.0286
182.581	0.420559	1.02703
182.472	0.420537	1.02692
182.363	0.42052	1.02691
182.256	0.420502	1.02691
182.149	0.420484	1.02688
182.036	0.420463	1.02683
181.931	0.420433	1.02681
181.821	0.420429	1.02679
181.713	0.420413	1.0268
181.607	0.420389	1.02679
181.499	0.420368	1.02679
181.39	0.420335	1.02674
181.282	0.420327	1.02671
181.174	0.420322	1.02667
181.065	0.420293	1.02662
180.956	0.420278	1.02664
180.845	0.420239	1.02663
180.736	0.420233	1.02658
180.625	0.420205	1.02653
180.516	0.42021	1.02653
180.409	0.420177	1.02647
180.302	0.420156	1.02642
180.194	0.420142	1.02639
180.084	0.420131	1.02634
179.975	0.4201	1.02626
179.867	0.420074	1.02625
179.76	0.420072	1.02619
179.65	0.42005	1.02614
179.543	0.420032	1.02612
179.435	0.420018	1.02607
179.322	0.419983	1.02603
179.214	0.419972	1.02601
179.105	0.419967	1.02595
178.995	0.419954	1.0259
178.887	0.419924	1.02586
178.777	0.419898	1.02581
178.672	0.419886	1.02577
178.561	0.419853	1.02572
178.452	0.419826	1.02565
178.342	0.419814	1.02564
178.232	0.419802	1.0256
178.121	0.419795	1.02554
178.011	0.419774	1.02549
177.903	0.419762	1.02541
177.8	0.419739	1.02539
177.69	0.419723	1.02538
177.582	0.419701	1.02531
177.473	0.419685	1.02527
177.363	0.419682	1.02517
177.255	0.41966	1.02516
177.143	0.419652	1.02509
177.036	0.419608	1.0251
176.929	0.419616	1.02502
176.818	0.419607	1.02497
176.709	0.419579	1.02494
176.598	0.419578	1.02491
176.489	0.419556	1.02484
176.379	0.419538	1.02477
176.27	0.419526	1.02477
176.162	0.419497	1.02471
176.052	0.419487	1.02467
175.946	0.419465	1.02463
175.833	0.41944	1.02455
175.73	0.419431	1.02452
175.62	0.419421	1.02451
175.509	0.419402	1.02448
175.4	0.419395	1.02441
175.291	0.419372	1.02434
175.179	0.419363	1.02431
175.072	0.419339	1.02423
174.961	0.419337	1.02417
174.853	0.41933	1.02414
174.743	0.419292	1.02411
174.632	0.419281	1.02409
174.523	0.419268	1.02404
174.412	0.419257	1.02401
174.304	0.419235	1.02395
174.194	0.419216	1.02391
174.084	0.419151	1.02386
173.973	0.419128	1.02382
173.865	0.419102	1.02381
173.757	0.419066	1.02376
173.648	0.41906	1.02374
173.539	0.419043	1.02363
173.432	0.419037	1.02365
173.322	0.419014	1.02363
173.214	0.419015	1.02356
173.103	0.419001	1.02356
172.994	0.418973	1.02351
172.886	0.418963	1.02346
172.779	0.418939	1.02343
172.671	0.418935	1.02336
172.56	0.418923	1.02334
172.451	0.418909	1.02328
172.34	0.418894	1.02322
172.231	0.418867	1.0232
172.123	0.418862	1.02318
172.012	0.418853	1.02313
171.903	0.41883	1.02312
171.794	0.418815	1.02306
171.684	0.418818	1.02304
171.573	0.418797	1.02298
171.464	0.418777	1.02297
171.356	0.41878	1.02296
171.247	0.41876	1.02286
171.137	0.418735	1.02284
171.029	0.418721	1.0228
170.918	0.418708	1.02278
170.81	0.418699	1.02273
170.7	0.418687	1.02268
170.589	0.418683	1.02252
170.478	0.418667	1.02246
170.368	0.418639	1.0224
170.259	0.418633	1.02231
170.148	0.418611	1.0223
170.04	0.41859	1.02225
169.932	0.418588	1.02224
169.819	0.418577	1.02218
169.712	0.41857	1.02219
169.603	0.418554	1.02215
169.49	0.418535	1.02209
169.378	0.418521	1.02206
169.271	0.4185	1.022
169.159	0.418499	1.02199
169.049	0.418493	1.02196
168.94	0.418473	1.02193
168.827	0.418455	1.02189
168.719	0.418455	1.02183
168.609	0.418434	1.02181
168.501	0.418409	1.02179
168.388	0.418395	1.02174
168.279	0.418389	1.0217
168.166	0.418373	1.02171
168.057	0.41837	1.02165
167.947	0.418355	1.02161
167.838	0.418342	1.02161
167.728	0.418325	1.02157
167.621	0.418313	1.0215
167.512	0.418291	1.02147
167.403	0.418284	1.02144
167.292	0.418269	1.02142
167.184	0.418254	1.02139
167.072	0.418231	1.02138
166.965	0.418227	1.02134
166.855	0.418208	1.02127
166.739	0.418204	1.02126
166.636	0.418199	1.0212
166.528	0.418189	1.02115
166.417	0.418162	1.02115
166.309	0.418147	1.02112
166.197	0.418147	1.0211
166.089	0.418117	1.02106
165.982	0.418096	1.02102
165.87	0.418094	1.02098
165.764	0.418082	1.02093
165.651	0.418077	1.02093
165.542	0.418064	1.02091
165.433	0.418034	1.02086
165.325	0.418029	1.02082
165.213	0.418008	1.02082
165.102	0.418003	1.02077
164.994	0.417996	1.02071
164.883	0.41798	1.02068
164.774	0.417961	1.02066
164.663	0.417963	1.02062
164.552	0.417963	1.02061
164.442	0.41791	1.02058
164.334	0.417937	1.02055
164.223	0.417897	1.0205
164.113	0.417902	1.02047
164.005	0.417808	1.02042
163.893	0.417798	1.0204
163.786	0.417784	1.02037
163.677	0.417783	1.02033
163.568	0.417756	1.02027
163.457	0.418055	1.02027
163.346	0.417728	1.02022
163.238	0.417726	1.02021
163.127	0.417717	1.0202
163.017	0.41769	1.02017
162.907	0.417689	1.02011
162.799	0.417672	1.02007
162.69	0.41768	1.02007
162.582	0.41766	1.02
162.472	0.417641	1.01995
162.365	0.417638	1.01994
162.257	0.417619	1.01991
162.148	0.417608	1.0199
162.037	0.417595	1.01987
161.93	0.41758	1.0198
161.821	0.417572	1.01978
161.713	0.417548	1.01973
161.603	0.417536	1.01972
161.493	0.417526	1.0197
161.383	0.417525	1.01966
161.275	0.4175	1.01962
161.165	0.417487	1.01962
161.056	0.417485	1.01962
160.947	0.417468	1.01949
160.839	0.417461	1.01956
160.731	0.417435	1.01946
160.62	0.417441	1.01947
160.512	0.417422	1.01924
160.4	0.417408	1.01922
160.292	0.417407	1.01918
160.184	0.417391	1.01918
160.074	0.417377	1.01912
159.965	0.417365	1.01985
159.856	0.417352	1.01905
159.748	0.417346	1.01904
159.639	0.417311	1.01902
159.532	0.417307	1.01895
159.423	0.417311	1.01895
159.314	0.417291	1.01891
159.206	0.417272	1.01893
159.095	0.41727	1.01888
158.988	0.417211	1.01884
158.878	0.417201	1.01883
158.768	0.417205	1.01878
158.659	0.417184	1.01875
158.549	0.417168	1.01872
158.44	0.417163	1.01869
158.331	0.417142	1.01867
158.222	0.417134	1.01861
158.113	0.417126	1.01858
158.002	0.417111	1.01856
157.894	0.417101	1.01855
157.785	0.41709	1.01849
157.675	0.417081	1.01846
157.565	0.417064	1.01846
157.457	0.417059	1.01841
157.346	0.417048	1.0184
157.236	0.417042	1.01833
157.127	0.417011	1.01835
157.018	0.417003	1.0183
156.91	0.416986	1.01827
156.8	0.416979	1.01826
156.691	0.416971	1.01823
156.582	0.416951	1.01819
156.473	0.41696	1.01816
156.365	0.416951	1.01813
156.255	0.416927	1.01811
156.145	0.416912	1.01803
156.037	0.416905	1.01802
155.93	0.416893	1.01803
155.821	0.416894	1.01798
155.71	0.416865	1.01794
155.599	0.416849	1.01793
155.49	0.416852	1.01779
155.381	0.416834	1.01776
155.27	0.416834	1.01777
155.162	0.416807	1.01772
155.054	0.41681	1.01768
154.941	0.416793	1.01767
154.833	0.416784	1.01762
154.723	0.416766	1.0176
154.613	0.416768	1.01758
154.504	0.416754	1.01754
154.395	0.416737	1.01752
154.286	0.41671	1.01749
154.178	0.41672	1.01747
154.069	0.416701	1.01743
153.962	0.41669	1.01742
153.851	0.41667	1.01739
153.744	0.416657	1.01737
153.632	0.416662	1.0173
153.524	0.416639	1.01728
153.415	0.416628	1.01724
153.306	0.416617	1.01722
153.196	0.416601	1.0172
153.089	0.416606	1.01715
152.981	0.416581	1.01717
152.871	0.416579	1.01715
152.762	0.416582	1.01709
152.653	0.416546	1.01706
152.543	0.416544	1.01704
152.435	0.41655	1.01701
152.325	0.416524	1.01701
152.215	0.416504	1.01694
152.107	0.416499	1.0169
151.999	0.416491	1.01691
151.887	0.416478	1.01687
151.78	0.416455	1.01687
151.669	0.41644	1.0168
151.56	0.416436	1.01681
151.45	0.416445	1.01677
151.343	0.416377	1.01674
151.232	0.416376	1.0167
151.124	0.416371	1.0167
151.013	0.416361	1.01667
150.905	0.416341	1.01663
150.797	0.416338	1.01657
150.686	0.416326	1.01659
150.578	0.416305	1.01654
150.471	0.416313	1.01652
150.361	0.416311	1.01647
150.252	0.416296	1.01643
150.143	0.416258	1.01645
150.034	0.416275	1.01639
149.925	0.41624	1.01636
149.819	0.416235	1.01634
149.707	0.416236	1.0163
149.597	0.416203	1.01631
149.488	0.416201	1.01625
149.378	0.416178	1.01624
149.268	0.416179	1.01625
149.158	0.416168	1.01616
149.048	0.416156	1.01616
148.94	0.416147	1.01617
148.832	0.416123	1.01611
148.721	0.416109	1.01606
148.612	0.41609	1.01605
148.504	0.41608	1.01603
148.395	0.416092	1.016
148.287	0.416058	1.01594
148.179	0.41605	1.01591
148.07	0.416046	1.0159
147.958	0.416032	1.01592
147.851	0.416029	1.01575
147.744	0.415995	1.01575
147.637	0.415993	1.01574
147.527	0.415989	1.01571
147.42	0.415974	1.01567
147.311	0.415959	1.01566
147.202	0.415946	1.01563
147.093	0.415939	1.01558
146.983	0.415936	1.0156
146.876	0.415927	1.01559
146.767	0.415895	1.01555
146.656	0.415899	1.01546
146.547	0.415899	1.0155
146.439	0.415871	1.01542
146.327	0.415858	1.0154
146.217	0.415856	1.01541
146.109	0.415847	1.01533
146	0.415822	1.01532
145.89	0.415824	1.01527
145.782	0.415822	1.01527
145.673	0.415813	1.01524
145.565	0.415797	1.01521
145.456	0.415768	1.01519
145.344	0.415765	1.01513
145.236	0.415766	1.0151
145.127	0.415748	1.01505
145.016	0.415731	1.01503
144.908	0.415726	1.01506
144.798	0.415729	1.01497
144.689	0.415711	1.01495
144.581	0.415677	1.01495
144.474	0.415677	1.01491
144.366	0.415679	1.0149
144.257	0.415661	1.01482
144.148	0.415649	1.01482
144.039	0.415647	1.01481
143.929	0.415615	1.01477
143.821	0.415608	1.01473
143.712	0.415617	1.0147
143.605	0.415602	1.01468
143.495	0.415587	1.01468
143.387	0.415576	1.01465
143.278	0.415577	1.01458
143.168	0.415568	1.01459
143.061	0.415531	1.01459
142.952	0.41554	1.01452
142.844	0.415532	1.01449
142.736	0.415521	1.01448
142.629	0.415481	1.01446
142.518	0.415475	1.0144
142.411	0.415456	1.0144
142.303	0.415462	1.0144
142.194	0.415431	1.01438
142.084	0.415421	1.01434
141.976	0.415425	1.01427
141.865	0.415406	1.01426
141.758	0.415398	1.01426
141.649	0.415378	1.01422
141.54	0.415362	1.01418
141.43	0.415371	1.01416
141.319	0.415345	1.01417
141.21	0.41532	1.01413
141.101	0.415322	1.01404
140.993	0.415321	1.01405
140.883	0.415299	1.01405
140.773	0.415256	1.014
140.665	0.415251	1.01398
140.554	0.415252	1.01397
140.447	0.415237	1.01389
140.338	0.415222	1.01388
140.228	0.415223	1.0139
140.12	0.415208	1.01386
140.012	0.415201	1.01382
139.904	0.4152	1.0138
139.794	0.415178	1.0138
139.684	0.415168	1.01378
139.573	0.415157	1.01369
139.466	0.415146	1.01371
139.357	0.415146	1.01369
139.248	0.415131	1.01366
139.142	0.415118	1.01357
139.033	0.415103	1.01355
138.924	0.415104	1.0135
138.815	0.415097	1.01352
138.708	0.415075	1.01344
138.597	0.415067	1.01342
138.488	0.415075	1.01343
138.379	0.415059	1.01338
138.27	0.41505	1.01336
138.161	0.415041	1.01331
138.052	0.415012	1.01328
137.945	0.415016	1.0133
137.833	0.415024	1.01323
137.727	0.415	1.01317
137.617	0.414992	1.01318
137.507	0.414965	1.01317
137.399	0.414983	1.01312
137.291	0.414967	1.01302
137.184	0.414927	1.013
137.075	0.414912	1.01301
136.967	0.414914	1.01297
136.858	0.414901	1.01293
136.749	0.414896	1.01294
136.64	0.414876	1.0129
136.53	0.414866	1.01288
136.422	0.414859	1.01288
136.313	0.414847	1.01283
136.202	0.414832	1.0128
136.094	0.414824	1.01278
135.986	0.414785	1.01275
135.876	0.414795	1.01275
135.768	0.414782	1.01271
135.66	0.414778	1.01268
135.549	0.414761	1.01264
135.44	0.414757	1.01265
135.332	0.414726	1.01263
135.222	0.414745	1.01257
135.113	0.414718	1.01256
135.002	0.414673	1.01257
134.894	0.414659	1.01254
134.786	0.414639	1.01252
134.675	0.414623	1.01249
134.567	0.414627	1.01242
134.458	0.41463	1.01243
134.347	0.414618	1.01245
134.24	0.414587	1.01239
134.132	0.414582	1.01237
134.024	0.414575	1.01231
133.915	0.414569	1.01235
133.806	0.414547	1.01231
133.696	0.414554	1.01222
133.587	0.414534	1.01218
133.478	0.414544	1.01218
133.368	0.414519	1.01215
133.26	0.414513	1.01214
133.152	0.414503	1.01209
133.043	0.414511	1.01206
132.934	0.414488	1.01205
132.826	0.414458	1.01202
132.718	0.414476	1.01198
132.608	0.414455	1.01196
132.501	0.414442	1.01187
132.393	0.414444	1.01189
132.284	0.414415	1.01186
132.172	0.41443	1.01185
132.064	0.414428	1.01181
131.957	0.414395	1.0118
131.845	0.414391	1.01172
131.738	0.414363	1.01177
131.629	0.414371	1.01171
131.52	0.414365	1.01159
131.411	0.414345	1.01156
131.303	0.414339	1.01151
131.194	0.41432	1.01147
131.085	0.414311	1.01148
130.978	0.414323	1.01149
130.868	0.414289	1.01146
130.759	0.414279	1.01139
130.652	0.41429	1.01137
130.543	0.414268	1.01135
130.434	0.414249	1.01134
130.327	0.414251	1.01129
130.218	0.414247	1.0113
130.107	0.414237	1.01126
129.999	0.41418	1.01128
129.891	0.414168	1.01122
129.78	0.414162	1.0112
129.674	0.41415	1.01118
129.566	0.41415	1.0112
129.458	0.414155	1.01114
129.349	0.414121	1.01107
129.24	0.414125	1.01111
129.131	0.414115	1.01106
129.02	0.4141	1.01103
128.911	0.414102	1.01104
128.802	0.414075	1.01097
128.692	0.41407	1.011
128.584	0.414068	1.011
128.476	0.414058	1.01092
128.365	0.414045	1.01091
128.256	0.41404	1.01084
128.149	0.414013	1.01086
128.039	0.414027	1.01084
127.933	0.413995	1.0108
127.825	0.413992	1.01078
127.716	0.413987	1.01073
127.606	0.413975	1.01071
127.498	0.413961	1.01074
127.391	0.413963	1.01066
127.281	0.413956	1.01063
127.172	0.413954	1.01066
127.064	0.413947	1.01061
126.954	0.413894	1.01056
126.847	0.413892	1.01057
126.737	0.413873	1.01056
126.629	0.413878	1.01053
126.522	0.41387	1.01039
126.413	0.413865	1.01036
126.305	0.413858	1.01035
126.198	0.41384	1.01032
126.088	0.413831	1.01032
125.979	0.413826	1.01033
125.87	0.413808	1.01025
125.763	0.413809	1.01026
125.654	0.413792	1.01023
125.546	0.413789	1.0102
125.436	0.413782	1.0102
125.326	0.41376	1.01014
125.218	0.413763	1.01012
125.109	0.413751	1.01012
125	0.413745	1.0101
124.889	0.413731	1.01006
124.783	0.413721	1.01005
124.674	0.413704	1.00998
124.564	0.413696	1.01002
124.456	0.413688	1.00994
124.347	0.413678	1.00993
124.24	0.413673	1.00992
124.129	0.41366	1.00989
124.02	0.413659	1.00986
123.911	0.413638	1.00986
123.803	0.413631	1.00984
123.695	0.413619	1.00984
123.588	0.413605	1.00982
123.478	0.413606	1.00969
123.368	0.413595	1.00969
123.26	0.413557	1.00964
123.15	0.413564	1.00965
123.042	0.413571	1.00964
122.933	0.413549	1.00962
122.826	0.413542	1.00961
122.718	0.413535	1.00956
122.61	0.413527	1.00954
122.501	0.413525	1.00953
122.393	0.413514	1.00949
122.284	0.4135	1.00949
122.177	0.413503	1.00945
122.067	0.413464	1.00944
121.959	0.413459	1.00942
121.849	0.413439	1.00937
121.74	0.413444	1.00938
121.632	0.413411	1.00935
121.523	0.413415	1.00933
121.415	0.413413	1.0093
121.306	0.413407	1.00927
121.197	0.41339	1.00923
121.089	0.413388	1.00921
120.981	0.413363	1.00919
120.873	0.413365	1.00917
120.763	0.413347	1.00916
120.654	0.413348	1.00912
120.546	0.413332	1.00912
120.437	0.413316	1.00907
120.329	0.413327	1.00905
120.221	0.413331	1.00902
120.112	0.413291	1.00899
120.003	0.41329	1.00899
119.894	0.413278	1.00897
119.785	0.413271	1.00887
119.677	0.413255	1.00889
119.567	0.413258	1.00891
119.459	0.413247	1.00885
119.349	0.413246	1.00884
119.24	0.413233	1.00882
119.132	0.413224	1.0088
119.022	0.41322	1.00879
118.913	0.413216	1.00877
118.805	0.413187	1.00873
118.696	0.413178	1.00874
118.588	0.413186	1.00864
118.48	0.413161	1.00863
118.374	0.413157	1.00858
118.265	0.413127	1.0086
118.156	0.41312	1.00852
118.049	0.413116	1.00853
117.94	0.413092	1.00852
117.831	0.413107	1.00851
117.724	0.413091	1.00846
117.615	0.413065	1.00846
117.506	0.413073	1.0084
117.397	0.413048	1.0084
117.289	0.41305	1.00836
117.18	0.413023	1.00836
117.071	0.413023	1.00832
116.962	0.413037	1.00828
116.853	0.413027	1.00831
116.745	0.413027	1.00832
116.635	0.413001	1.00822
116.527	0.412991	1.00822
116.421	0.412992	1.00819
116.313	0.412979	1.00817
116.204	0.412963	1.00814
116.094	0.412954	1.00814
115.984	0.412957	1.00812
115.876	0.412938	1.00811
115.767	0.412931	1.00808
115.66	0.412932	1.00806
115.55	0.412906	1.00805
115.441	0.412881	1.00804
115.332	0.412874	1.00797
115.224	0.412867	1.00795
115.115	0.41285	1.00797
115.007	0.412832	1.00791
114.898	0.412833	1.0079
114.788	0.412821	1.00782
114.68	0.412826	1.00781
114.571	0.412783	1.0078
114.463	0.412809	1.00774
114.355	0.412791	1.00777
114.246	0.412789	1.00773
114.137	0.412771	1.00767
114.031	0.412759	1.00769
113.921	0.412749	1.00763
113.812	0.412758	1.00764
113.705	0.412741	1.00757
113.597	0.412739	1.00757
113.487	0.412724	1.0076
113.379	0.412725	1.00758
113.27	0.412716	1.00758
113.162	0.412695	1.00752
113.054	0.412709	1.00749
112.947	0.412689	1.00749
112.838	0.412663	1.00746
112.731	0.412667	1.00742
112.622	0.412649	1.0074
112.513	0.412668	1.00741
112.405	0.412653	1.00736
112.297	0.412641	1.00735
112.189	0.412644	1.00735
112.079	0.412624	1.00728
111.971	0.412619	1.00722
111.862	0.41261	1.00721
111.755	0.412594	1.00719
111.647	0.412588	1.00715
111.54	0.412583	1.0071
111.43	0.412572	1.00711
111.323	0.412574	1.00708
111.213	0.412565	1.00709
111.105	0.412555	1.00698
110.996	0.412556	1.00705
110.888	0.412543	1.007
110.779	0.412529	1.007
110.672	0.41252	1.00696
110.564	0.412495	1.00693
110.456	0.412494	1.0069
110.347	0.412485	1.00692
110.24	0.412474	1.00688
110.132	0.412452	1.00688
110.025	0.412461	1.00684
109.916	0.412467	1.00684
109.806	0.41245	1.00682
109.7	0.412421	1.00677
109.592	0.412406	1.0068
109.484	0.412427	1.00675
109.376	0.412386	1.00669
109.266	0.412383	1.0067
109.158	0.412321	1.00666
109.049	0.412298	1.0067
108.939	0.412287	1.00667
108.832	0.41228	1.00664
108.724	0.412288	1.00664
108.616	0.412285	1.0066
108.508	0.412264	1.00658
108.399	0.412273	1.00656
108.29	0.412263	1.00652
108.181	0.412234	1.00651
108.073	0.412228	1.0065
107.963	0.412241	1.00647
107.856	0.412218	1.00647
107.749	0.412206	1.00645
107.639	0.412214	1.00643
107.531	0.412199	1.00643
107.424	0.412201	1.0064
107.316	0.412175	1.00636
107.207	0.412187	1.00634
107.1	0.412189	1.00628
106.994	0.412149	1.00628
106.885	0.412155	1.00626
106.777	0.412132	1.00623
106.668	0.412125	1.00618
106.561	0.4121	1.0062
106.453	0.412119	1.00621
106.345	0.41209	1.00617
106.237	0.412087	1.0061
106.13	0.412091	1.00606
106.022	0.412082	1.00612
105.913	0.412043	1.00602
105.805	0.412024	1.00601
105.697	0.412005	1.00586
105.588	0.412008	1.0058
105.481	0.411997	1.00577
105.374	0.411994	1.00576
105.266	0.411973	1.00578
105.158	0.411969	1.00577
105.05	0.411962	1.00572
104.944	0.411922	1.00574
104.835	0.41192	1.00572
104.728	0.41192	1.00564
104.618	0.411922	1.00563
104.51	0.411909	1.00566
104.402	0.411903	1.00561
104.294	0.411889	1.00558
104.187	0.411887	1.0056
104.079	0.411872	1.00556
103.971	0.411884	1.00556
103.864	0.411845	1.0055
103.755	0.411856	1.00553
103.647	0.411832	1.00554
103.537	0.411836	1.00544
103.43	0.411836	1.00545
103.322	0.41182	1.0054
103.214	0.411816	1.00538
103.106	0.411815	1.00532
102.998	0.411812	1.00536
102.891	0.411813	1.00529
102.782	0.4118	1.00529
102.674	0.411795	1.0053
102.567	0.411775	1.00527
102.457	0.411756	1.00518
102.352	0.411764	1.00513
102.243	0.411728	1.00509
102.136	0.411741	1.00509
102.027	0.411743	1.00507
101.919	0.411703	1.00506
101.811	0.41169	1.00501
101.703	0.411688	1.005
101.595	0.411674	1.00498
101.488	0.411677	1.00488
101.382	0.411664	1.00488
101.272	0.411658	1.00488
101.165	0.41165	1.00488
101.057	0.411637	1.00485
100.95	0.411633	1.00484
100.841	0.411633	1.0048
100.734	0.411627	1.0048
100.626	0.411608	1.00476
100.519	0.411605	1.00479
100.409	0.411598	1.0047
100.302	0.411588	1.00472
100.193	0.411579	1.00466
100.085	0.411589	1.00467
99.9789	0.411535	1.00467
99.871	0.411522	1.00464
99.7621	0.411524	1.00462
99.6543	0.411516	1.00462
99.5466	0.411528	1.00462
99.439	0.411502	1.00462
99.3311	0.411505	1.00459
99.2244	0.411492	1.00458
99.1161	0.41148	1.00453
99.0092	0.411477	1.00448
98.9009	0.411458	1.0045
98.7931	0.411461	1.00441
98.6851	0.411445	1.00444
98.5779	0.411434	1.00445
98.4691	0.411441	1.00435
98.3596	0.411424	1.00432
98.2519	0.411434	1.00431
98.1432	0.411399	1.00428
98.0353	0.411384	1.00429
97.9279	0.411386	1.00425
97.8207	0.411387	1.00424
97.7125	0.411373	1.00422
97.6046	0.411357	1.00419
97.4963	0.411346	1.00418
97.3874	0.411357	1.00418
97.2795	0.411336	1.00416
97.1721	0.411324	1.00412
97.0643	0.411319	1.00411
96.9569	0.411315	1.00409
96.8488	0.411311	1.00407
96.742	0.411289	1.00405
96.635	0.411298	1.00407
96.5264	0.411284	1.00394
96.4189	0.411266	1.00391
96.3108	0.411254	1.00391
96.2028	0.411244	1.00389
96.0941	0.411254	1.00392
95.986	0.411241	1.00386
95.8772	0.411236	1.00387
95.7697	0.411216	1.00384
95.6618	0.411222	1.00381
95.5531	0.411208	1.0038
95.4446	0.411214	1.00375
95.3363	0.411174	1.00376
95.2285	0.411184	1.00372
95.1213	0.411185	1.00369
95.0118	0.411172	1.00371
94.9035	0.411152	1.00367
94.7952	0.411136	1.00369
94.6873	0.41114	1.00361
94.5794	0.411139	1.00357
94.4714	0.411135	1.00358
94.3628	0.411121	1.00358
94.2544	0.411127	1.00354
94.1457	0.411113	1.0035
94.0376	0.411091	1.00348
93.9304	0.411084	1.00351
93.8224	0.411076	1.00346
93.7139	0.411084	1.00343
93.6067	0.411075	1.00341
93.4994	0.411049	1.0034
93.3908	0.411042	1.00339
93.2827	0.411041	1.00334
93.1737	0.411029	1.00336
93.0656	0.411038	1.00333
92.9564	0.411023	1.00328
92.8482	0.41101	1.00325
92.7399	0.410997	1.00323
92.6321	0.411003	1.00325
92.5238	0.411003	1.00322
92.4152	0.410983	1.00321
92.3067	0.410969	1.00316
92.1989	0.410984	1.00318
92.0901	0.410958	1.00314
91.9822	0.410951	1.00316
91.8749	0.410944	1.00306
91.7669	0.410925	1.00308
91.6601	0.410921	1.00309
91.5512	0.410926	1.00306
91.4444	0.410916	1.003
91.3356	0.41089	1.00297
91.2274	0.410894	1.00298
91.1203	0.410898	1.00297
91.0115	0.410886	1.00296
90.9031	0.410878	1.00293
90.7956	0.41087	1.00294
90.6874	0.410859	1.00291
90.5797	0.410858	1.00286
90.4707	0.410868	1.00284
90.3631	0.410861	1.00282
90.2538	0.410846	1.00284
90.145	0.410842	1.00282
90.0363	0.410845	1.00275
89.9279	0.410831	1.00274
89.8201	0.410839	1.00274
89.711	0.410832	1.00271
89.603	0.410824	1.00273
89.4949	0.410823	1.00269
89.3863	0.410804	1.00266
89.2789	0.410817	1.00263
89.171	0.410811	1.00264
89.0627	0.410801	1.00264
88.9549	0.410796	1.00259
88.8457	0.41077	1.00256
88.7372	0.410767	1.0026
88.6282	0.410757	1.00253
88.5187	0.410761	1.00252
88.4098	0.410743	1.0025
88.3011	0.410749	1.00245
88.1922	0.410744	1.00244
88.0835	0.410738	1.00246
87.9754	0.410717	1.00243
87.8661	0.410702	1.00237
87.7569	0.410717	1.00238
87.6476	0.410718	1.00239
87.5391	0.410701	1.00236
87.431	0.410692	1.00234
87.3213	0.410697	1.00232
87.2118	0.410687	1.00229
87.104	0.410678	1.00229
86.9946	0.410684	1.00231
86.8867	0.410674	1.0023
86.7785	0.410674	1.00226
86.6697	0.410674	1.00225
86.561	0.410651	1.00226
86.4514	0.410661	1.00222
86.3435	0.410661	1.00224
86.2339	0.410655	1.00222
86.1252	0.410646	1.00221
86.0164	0.41064	1.0022
85.9077	0.410648	1.00216
85.7986	0.410621	1.00219
85.6903	0.410623	1.00217
85.5818	0.410631	1.00215
85.4729	0.410621	1.00214
85.3645	0.410618	1.00207
85.2548	0.410599	1.00207
85.1459	0.41061	1.00204
85.0372	0.410598	1.00205
84.928	0.410595	1.00201
84.8186	0.410591	1.00202
84.7092	0.410587	1.00201
84.6016	0.410567	1.00199
84.4929	0.410581	1.00194
84.384	0.410578	1.00191
84.2755	0.410563	1.00195
84.1663	0.410563	1.00195
84.0572	0.410569	1.00191
83.9484	0.410559	1.00188
83.84	0.410555	1.0019
83.7308	0.410559	1.00187
83.6221	0.410547	1.00185
83.5139	0.410538	1.00186
83.4049	0.410529	1.00184
83.2956	0.410536	1.00184
83.1864	0.41053	1.00184
83.0766	0.410533	1.00178
82.9677	0.410525	1.00181
82.8582	0.410516	1.00181
82.7495	0.410514	1.00179
82.6406	0.410516	1.00177
82.5315	0.410493	1.00176
82.4219	0.410503	1.00178
82.3119	0.410481	1.00171
82.2019	0.410497	1.00171
82.0935	0.41049	1.00173
81.9851	0.410491	1.00171
81.8769	0.410482	1.0017
81.7669	0.410474	1.00166
81.6579	0.410467	1.00168
81.5493	0.410457	1.00165
81.44	0.410471	1.00165
81.3317	0.410454	1.00164
81.2235	0.410465	1.00163
81.1154	0.410452	1.00158
81.0062	0.410444	1.00161
80.8976	0.410435	1.0016
80.7889	0.41045	1.00157
80.6804	0.41042	1.00157
80.5701	0.410431	1.00158
80.4608	0.410424	1.00156
80.3521	0.410425	1.00155
