# Tdn_K_68G	Rdn_Ohm_68G
135.11	1.38238
135.007	1.38222
134.905	1.3819
134.802	1.38168
134.698	1.38155
134.595	1.3809
134.494	1.38041
134.39	1.38012
134.287	1.37998
134.185	1.37979
134.083	1.37934
133.978	1.37926
133.877	1.3789
133.776	1.37884
133.673	1.37848
133.572	1.3782
133.468	1.37795
133.368	1.3778
133.263	1.37731
133.161	1.37708
133.061	1.3767
132.956	1.37668
132.855	1.37625
132.749	1.37607
132.65	1.37585
132.55	1.37504
132.442	1.37475
132.34	1.37454
132.239	1.37428
132.138	1.37397
132.035	1.3738
131.93	1.37332
131.829	1.37311
131.728	1.373
131.626	1.37271
131.524	1.37253
131.42	1.37212
131.32	1.37215
131.215	1.37162
131.114	1.37122
131.011	1.37127
130.911	1.37082
130.806	1.37077
130.705	1.37032
130.605	1.37001
130.5	1.36991
130.398	1.3691
130.298	1.36871
130.198	1.36859
130.094	1.36831
129.992	1.36787
129.887	1.36773
129.786	1.36751
129.685	1.36718
129.58	1.36694
129.478	1.36658
129.377	1.36652
129.273	1.36626
129.172	1.36599
129.067	1.3655
128.965	1.36513
128.863	1.36489
128.762	1.36462
128.659	1.3641
128.556	1.36381
128.452	1.36359
128.349	1.36323
128.245	1.36307
128.143	1.36308
128.042	1.36261
127.94	1.36238
127.835	1.36212
127.734	1.36184
127.631	1.36144
127.529	1.36135
127.426	1.36094
127.325	1.36096
127.221	1.36057
127.119	1.3599
127.018	1.3596
126.912	1.3593
126.811	1.35888
126.709	1.3588
126.606	1.35855
126.504	1.35828
126.4	1.35806
126.299	1.35763
126.197	1.35748
126.095	1.35733
125.992	1.35706
125.889	1.3567
125.787	1.35649
125.683	1.35633
125.582	1.3559
125.48	1.35519
125.377	1.35491
125.275	1.35467
125.171	1.35435
125.069	1.35409
124.968	1.35389
124.866	1.35361
124.763	1.35339
124.662	1.35304
124.561	1.35311
124.457	1.35261
124.356	1.35229
124.252	1.35181
124.151	1.3513
124.05	1.35117
123.947	1.35097
123.845	1.35074
123.743	1.35034
123.638	1.35006
123.539	1.34993
123.437	1.34961
123.335	1.3495
123.234	1.34915
123.13	1.34895
123.027	1.34857
122.928	1.34829
122.826	1.34792
122.722	1.34765
122.621	1.34734
122.518	1.34701
122.416	1.34679
122.313	1.34645
122.212	1.34618
122.109	1.34591
122.007	1.34567
121.904	1.34545
121.803	1.34531
121.703	1.34506
121.6	1.34476
121.496	1.34451
121.396	1.34409
121.293	1.34339
121.191	1.34312
121.091	1.34305
120.986	1.34284
120.886	1.34238
120.782	1.34221
120.679	1.34196
120.578	1.34176
120.475	1.34145
120.374	1.34113
120.271	1.34109
120.169	1.34068
120.067	1.34046
119.966	1.34034
119.863	1.34014
119.76	1.33984
119.659	1.33905
119.558	1.3389
119.457	1.33855
119.356	1.33823
119.253	1.33814
119.15	1.33787
119.049	1.33755
118.947	1.33722
118.844	1.33715
118.742	1.337
118.639	1.33691
118.538	1.33642
118.435	1.33621
118.335	1.33618
118.233	1.33577
118.13	1.33535
118.028	1.33524
117.924	1.33486
117.823	1.3343
117.721	1.33395
117.621	1.33374
117.519	1.33341
117.416	1.33334
117.314	1.333
117.21	1.33268
117.111	1.33252
117.008	1.33221
116.906	1.33219
116.803	1.33176
116.701	1.33154
116.597	1.33135
116.497	1.33112
116.395	1.33073
116.292	1.33057
116.189	1.33025
116.087	1.33016
115.985	1.32978
115.883	1.32906
115.78	1.32879
115.676	1.3286
115.574	1.32825
115.475	1.32803
115.373	1.32768
115.268	1.32741
115.166	1.32717
115.064	1.32705
114.963	1.32689
114.86	1.32651
114.757	1.32644
114.655	1.32618
114.552	1.32558
114.45	1.32527
114.347	1.32494
114.245	1.32469
114.141	1.32445
114.041	1.32436
113.939	1.32406
113.837	1.32374
113.734	1.32355
113.633	1.32316
113.529	1.32304
113.428	1.32263
113.326	1.32239
113.224	1.32207
113.121	1.32158
113.02	1.32142
112.917	1.32117
112.816	1.32102
112.713	1.32073
112.611	1.32048
112.508	1.32025
112.406	1.31999
112.304	1.31963
112.201	1.31955
112.098	1.31932
111.996	1.31863
111.892	1.31843
111.793	1.31812
111.692	1.31795
111.588	1.31762
111.487	1.31754
111.383	1.31714
111.281	1.31693
111.178	1.31678
111.078	1.31656
110.975	1.31629
110.873	1.31597
110.769	1.31581
110.668	1.31557
110.567	1.31516
110.465	1.31463
110.362	1.31453
110.261	1.31428
110.159	1.31403
110.055	1.31382
109.954	1.31361
109.858	1.31337
109.749	1.31299
109.646	1.31299
109.54	1.31252
109.44	1.31239
109.338	1.31217
109.234	1.31168
109.135	1.31152
109.026	1.31116
108.927	1.31083
108.826	1.31063
108.724	1.31037
108.623	1.31026
108.522	1.30991
108.421	1.30966
108.317	1.30944
108.213	1.30911
108.112	1.30893
108.012	1.30866
107.903	1.30824
107.8	1.30795
107.701	1.30776
107.603	1.30753
107.498	1.30717
107.394	1.30695
107.297	1.30673
107.195	1.30661
107.092	1.30633
106.991	1.30613
106.889	1.30598
106.785	1.30564
106.678	1.30557
106.581	1.30525
106.473	1.30477
106.376	1.30434
106.273	1.30412
106.172	1.30393
106.07	1.30381
105.968	1.30353
105.871	1.30315
105.772	1.30302
105.669	1.30259
105.567	1.30256
105.459	1.30224
105.356	1.30198
105.251	1.30187
105.148	1.30121
105.055	1.30119
104.951	1.30085
104.843	1.30051
104.74	1.30031
104.641	1.30001
104.534	1.29981
104.43	1.2996
104.331	1.29938
104.222	1.29917
104.115	1.29886
104.013	1.29888
103.912	1.29855
103.809	1.29807
103.706	1.298
103.604	1.2974
103.504	1.29704
103.401	1.29712
103.3	1.29698
103.198	1.29666
103.1	1.29636
102.996	1.29613
102.899	1.29611
102.797	1.29574
102.692	1.29554
102.585	1.2953
102.487	1.29499
102.39	1.29488
102.285	1.29485
102.182	1.29422
102.079	1.29388
101.978	1.29354
101.875	1.29343
101.776	1.2931
101.671	1.29293
101.568	1.29278
101.463	1.29242
101.357	1.29238
101.257	1.29217
101.156	1.2918
101.052	1.29162
100.95	1.29118
100.847	1.29106
100.746	1.29065
100.644	1.29054
100.541	1.29042
100.439	1.29003
100.336	1.29002
100.233	1.28978
100.133	1.28929
100.035	1.28917
99.9297	1.28889
99.8283	1.28845
99.7254	1.28831
99.6277	1.28807
99.524	1.28801
99.4182	1.28782
99.3196	1.28741
99.2206	1.28711
99.1164	1.28706
99.0132	1.28693
98.9107	1.28656
98.8051	1.28643
98.707	1.28629
98.6004	1.2861
98.5009	1.28597
98.398	1.28533
98.2972	1.28498
98.1954	1.28466
98.0954	1.28451
97.9922	1.28424
97.8919	1.28425
97.7882	1.28402
97.688	1.28362
97.5888	1.28343
97.4849	1.28334
97.379	1.283
97.2768	1.28299
97.1773	1.28274
97.0739	1.28258
96.9744	1.28204
96.8743	1.28181
96.7765	1.28161
96.6724	1.28126
96.565	1.28103
96.468	1.28093
96.3648	1.28046
96.2625	1.2805
96.1639	1.28024
96.0619	1.28015
95.9608	1.27977
95.8579	1.27971
95.7566	1.27939
95.6551	1.2792
95.5514	1.27903
95.4496	1.27882
95.3461	1.27869
95.2437	1.27845
95.1428	1.2782
95.0449	1.27779
94.9414	1.27742
94.8347	1.27732
94.7343	1.27728
94.633	1.27692
94.5305	1.27663
94.4281	1.27662
94.329	1.27643
94.2291	1.27612
94.1235	1.27591
94.0238	1.27576
93.9219	1.27554
93.8201	1.27537
93.7155	1.27469
93.6184	1.27465
93.5096	1.27433
93.4131	1.27429
93.3117	1.27395
93.2082	1.27375
93.1076	1.27356
93.0065	1.27327
92.9049	1.27291
92.8033	1.27293
92.7009	1.27272
92.6004	1.27257
92.4967	1.27221
92.3915	1.27237
92.2905	1.27225
92.1837	1.27201
92.0833	1.27178
91.9815	1.27157
91.8775	1.27087
91.7768	1.27054
91.68	1.27046
91.5743	1.27025
91.4771	1.27001
91.374	1.27002
91.2727	1.26973
91.1702	1.26964
91.0635	1.26922
90.9649	1.26905
90.8671	1.26903
90.7632	1.26877
90.6619	1.26864
90.5601	1.26833
90.4581	1.26809
90.3542	1.26808
90.2541	1.26757
90.1513	1.26731
90.0538	1.2671
89.9517	1.26684
89.8518	1.26663
89.7486	1.26655
89.6478	1.26634
89.5441	1.26604
89.4418	1.26591
89.3445	1.26559
89.2358	1.26564
89.1352	1.2655
89.0315	1.26511
88.9333	1.26513
88.8277	1.26475
88.7279	1.26482
88.626	1.26418
88.5246	1.2639
88.4251	1.26379
88.3221	1.26359
88.2193	1.26346
88.1183	1.2631
88.0166	1.26286
87.9167	1.2627
87.8116	1.26282
87.7148	1.26254
87.6077	1.26237
87.5073	1.26217
87.4058	1.26178
87.3071	1.26157
87.204	1.26137
87.0988	1.26121
87.0036	1.26098
86.8965	1.26079
86.8002	1.26048
86.6928	1.26026
86.5914	1.26016
86.4839	1.26015
86.3865	1.26012
86.2849	1.25978
86.1774	1.25967
86.0801	1.25949
85.9804	1.25937
85.8801	1.25921
85.7739	1.259
85.6743	1.25884
85.5702	1.25859
85.4718	1.2585
85.3651	1.25854
85.2653	1.25809
85.1638	1.25778
85.0577	1.25751
84.9571	1.25714
84.8539	1.25714
84.7546	1.25688
84.6497	1.25682
84.547	1.25667
84.4451	1.25636
84.3457	1.25638
84.242	1.25604
84.141	1.25599
84.0378	1.25574
83.9347	1.25521
83.8321	1.25539
83.7343	1.25521
83.6285	1.25476
83.5263	1.25471
83.4241	1.25428
83.3203	1.25456
83.2211	1.25406
83.1204	1.25392
83.0182	1.25365
82.9192	1.2535
82.8109	1.25328
82.7104	1.25317
82.6064	1.2529
82.5015	1.25281
82.4	1.25263
82.2974	1.25247
82.1969	1.25232
82.0921	1.25219
81.9912	1.25177
81.8902	1.25171
81.787	1.2515
81.6874	1.25112
81.5815	1.25108
81.4764	1.2509
81.3752	1.25068
81.2698	1.25064
81.1714	1.25046
81.0668	1.25013
80.9668	1.25017
80.8656	1.25002
80.7639	1.24992
80.6598	1.24972
80.5601	1.24936
80.4547	1.24919
80.3539	1.24904
80.2532	1.24858
80.1483	1.24845
80.0474	1.24831
79.9456	1.24814
79.8413	1.24783
79.7383	1.24779
79.6388	1.24771
79.5339	1.24745
79.4334	1.24734
79.3281	1.24723
79.2317	1.24688
79.1239	1.24675
79.0162	1.2466
78.9159	1.24642
78.8122	1.24635
78.7087	1.24627
78.6051	1.24573
78.5011	1.24544
78.4	1.24544
78.2969	1.24508
78.1977	1.24514
78.0944	1.245
77.9946	1.24476
77.894	1.2446
77.7921	1.24443
77.6901	1.24428
77.5863	1.24394
77.4826	1.24404
77.3846	1.24386
77.2804	1.24373
77.1753	1.24328
77.078	1.24338
76.9757	1.24314
76.8723	1.24296
76.7711	1.24276
76.6677	1.24236
76.5657	1.24232
76.4648	1.24204
76.3594	1.24185
76.2583	1.24193
76.1578	1.2417
76.0543	1.24157
75.9531	1.24143
75.8504	1.24119
75.7489	1.24098
75.6468	1.2409
75.5438	1.2406
75.4405	1.24056
75.3344	1.24055
75.2322	1.24036
75.1307	1.24009
75.0259	1.23996
74.9239	1.23993
74.8236	1.23943
74.7177	1.23941
74.6174	1.23914
74.5157	1.23904
74.4134	1.23868
74.3114	1.23875
74.2117	1.2386
74.1094	1.23848
74.0074	1.23826
73.9048	1.23813
73.8004	1.23803
73.6966	1.23782
73.5949	1.23767
73.4924	1.23747
73.3896	1.23732
73.2887	1.23731
73.1852	1.23718
73.0825	1.23677
72.9797	1.23684
72.8774	1.23642
72.7752	1.23639
72.6744	1.23617
72.5704	1.23589
72.4684	1.23582
72.3678	1.2358
72.2615	1.23559
72.1606	1.23553
72.0549	1.23535
71.9523	1.23509
71.8517	1.23496
71.7477	1.23476
71.6463	1.23488
71.5452	1.23473
71.4426	1.23438
71.341	1.23433
71.2373	1.23421
71.1355	1.23415
71.0345	1.23395
70.9304	1.23355
70.8288	1.23339
70.7257	1.2334
70.6241	1.23333
70.5215	1.23293
70.4189	1.23279
70.3149	1.2327
70.2114	1.2327
70.1073	1.23232
70.0066	1.23236
69.9006	1.23226
69.7987	1.23197
69.6966	1.232
69.5909	1.23181
69.4895	1.23173
69.3867	1.23159
69.2844	1.23149
69.1853	1.23129
69.0804	1.23114
68.9764	1.2312
68.8701	1.23107
68.7686	1.23098
68.6648	1.23068
68.5653	1.23063
68.4604	1.23017
68.3573	1.23023
68.2561	1.23014
68.1522	1.22991
68.0486	1.22952
67.9458	1.22947
67.8441	1.22936
67.7385	1.22954
67.6374	1.2291
67.5324	1.22912
67.43	1.22891
67.3274	1.22883
67.2244	1.22936
67.1229	1.22894
67.0209	1.22892
66.9189	1.22893
66.8158	1.22878
66.7138	1.22879
66.6111	1.2288
66.5049	1.22852
66.4006	1.22828
66.2977	1.22814
66.1946	1.22823
66.09	1.22805
65.9903	1.22795
65.8852	1.22781
65.7813	1.22767
65.6778	1.22767
65.5751	1.22737
65.4737	1.22737
65.3688	1.22726
65.2656	1.22727
65.1649	1.22696
65.0622	1.22686
64.9574	1.22689
64.8527	1.22648
64.7507	1.22662
64.6479	1.22633
64.5445	1.22627
64.4441	1.22601
64.3401	1.22593
64.2357	1.22571
64.1347	1.22574
64.0325	1.22554
63.931	1.22538
63.8274	1.22537
63.7228	1.22498
63.6204	1.22499
63.5174	1.22496
63.4145	1.22491
63.3101	1.22467
63.2082	1.22472
63.1036	1.22466
63.0031	1.22454
62.9034	1.22432
62.7986	1.22432
62.6962	1.2241
62.5924	1.22411
62.4908	1.22393
62.3862	1.22381
62.2824	1.22363
62.1799	1.2236
62.078	1.22346
61.9755	1.22322
61.8735	1.22313
61.7679	1.22326
61.6686	1.22293
61.5639	1.22271
61.4614	1.22267
61.3582	1.22273
61.2544	1.22247
61.1525	1.22222
61.0474	1.22212
60.9434	1.22219
60.8391	1.22202
60.7397	1.22196
60.6361	1.22178
60.5334	1.22173
60.4323	1.22171
60.3285	1.22152
60.2269	1.22159
60.1245	1.22151
60.0193	1.22134
59.9153	1.22114
59.8124	1.22102
59.7129	1.22107
59.6093	1.22083
59.5075	1.22087
59.4017	1.22055
59.2973	1.22053
59.1949	1.22046
59.0883	1.22028
58.9855	1.22022
58.8824	1.22016
58.7804	1.21991
58.6762	1.22006
58.5748	1.21984
58.4725	1.21963
58.3679	1.21949
58.2649	1.21955
58.1628	1.21932
58.0607	1.21917
57.9545	1.2192
57.8505	1.21919
57.7467	1.21902
57.6433	1.21904
57.5391	1.21864
57.4363	1.21873
57.3328	1.21865
57.2285	1.2184
57.1219	1.21857
57.0207	1.21839
56.9172	1.21836
56.8137	1.2183
56.7073	1.21804
56.6048	1.21784
56.5018	1.21796
56.3971	1.21786
56.2938	1.21771
56.1891	1.21766
56.0864	1.2175
55.9835	1.21749
55.8799	1.21736
55.7763	1.21726
55.673	1.21728
55.5714	1.21716
55.4667	1.21711
55.3626	1.21694
55.2603	1.217
55.1566	1.21692
55.0519	1.21682
54.9505	1.21676
54.8479	1.21667
54.7482	1.2165
54.6414	1.21636
54.5378	1.2164
54.4374	1.2162
54.3328	1.21612
54.2301	1.21623
54.1277	1.21601
54.0254	1.21575
53.9198	1.21594
53.8184	1.21588
53.7162	1.21589
53.6137	1.21559
53.5119	1.21549
53.4083	1.21544
53.3069	1.21547
53.2026	1.21526
53.0992	1.21525
52.9928	1.21518
52.8899	1.21516
52.7859	1.21506
52.682	1.21497
52.5792	1.21487
52.4763	1.21488
52.3737	1.21461
52.2694	1.21467
52.1646	1.21465
52.0609	1.21481
51.9575	1.2148
51.8556	1.21454
51.7527	1.21445
51.6504	1.21452
51.548	1.2146
51.4468	1.21443
51.343	1.21435
51.2423	1.21447
51.1381	1.21458
51.0335	1.21436
50.929	1.21448
50.8283	1.21437
50.7219	1.21428
50.618	1.21423
50.5142	1.21429
50.4119	1.2141
50.307	1.21417
50.2019	1.21402
50.0984	1.21398
49.994	1.2139
49.8929	1.21396
49.7904	1.21387
49.6862	1.21386
49.5823	1.21378
49.4817	1.21366
49.3759	1.21372
49.2696	1.21365
49.1648	1.21362
49.06	1.21368
48.956	1.21348
48.8513	1.21345
48.7478	1.2135
48.6446	1.21333
48.541	1.21332
48.4396	1.21308
48.3362	1.21299
48.2327	1.21308
48.13	1.21302
48.0259	1.21263
47.9228	1.21293
47.818	1.21262
47.7152	1.21277
47.6095	1.21269
47.5034	1.21257
47.3991	1.21256
47.2978	1.21238
47.1957	1.21264
47.092	1.21253
46.9892	1.21245
46.8846	1.21252
46.7793	1.21246
46.6758	1.21259
46.5712	1.21241
46.4703	1.21242
46.3655	1.21228
46.2604	1.21224
46.1579	1.2121
46.0545	1.2124
45.9519	1.21235
45.8468	1.21206
45.7428	1.21213
45.6389	1.21207
45.5359	1.21226
45.4323	1.21209
45.3254	1.21206
45.2236	1.21203
45.1169	1.21205
45.0129	1.21188
44.9074	1.21191
44.8038	1.21196
44.6992	1.21198
44.5949	1.21187
44.4922	1.2118
44.3881	1.21196
44.2844	1.21179
44.1821	1.21181
44.0769	1.21165
43.9707	1.212
43.8674	1.21187
43.7617	1.21174
43.6596	1.2117
43.5538	1.21162
43.4501	1.2116
43.3469	1.21168
43.243	1.21164
43.1391	1.2116
43.0337	1.21171
42.9299	1.21152
42.8246	1.2115
42.7203	1.21147
42.6133	1.21151
42.5078	1.21133
42.4038	1.21152
42.2982	1.21157
42.1939	1.21148
42.0902	1.21134
41.9841	1.21141
41.8778	1.21144
41.7728	1.21135
41.6669	1.21145
41.5622	1.21155
41.4584	1.21145
41.3556	1.21144
41.2507	1.21141
41.1471	1.2113
41.0414	1.21129
40.94	1.21127
40.8351	1.21123
40.7291	1.2113
40.6249	1.21126
40.5203	1.21141
40.4151	1.21141
40.3087	1.2113
40.2028	1.21134
40.0971	1.21138
39.9922	1.21134
39.8875	1.21136
39.7812	1.21142
39.6789	1.21134
39.5733	1.2113
39.4672	1.21127
39.3613	1.21137
39.2578	1.2114
39.1525	1.21155
39.0489	1.21145
38.9449	1.21147
38.8389	1.2116
38.7343	1.21132
38.6285	1.21171
38.5224	1.21158
38.4164	1.21166
38.3113	1.21152
38.2052	1.21155
38.1005	1.2117
37.9948	1.21161
37.8884	1.21179
37.7816	1.21159
37.6769	1.21184
37.5726	1.21185
37.4647	1.21188
37.3586	1.2119
37.2527	1.21191
37.1462	1.212
37.0402	1.21213
36.9323	1.21206
36.8261	1.2123
36.7201	1.21235
36.6137	1.21229
36.5063	1.21219
36.4009	1.21234
36.2929	1.21219
36.1882	1.21231
36.0828	1.21249
35.9774	1.21261
35.8708	1.21235
35.766	1.21268
35.661	1.2126
35.5561	1.21268
35.4479	1.21268
35.3426	1.21273
35.2365	1.21267
35.13	1.21282
35.0242	1.21303
34.9194	1.21298
34.8148	1.21317
34.7097	1.2133
34.6043	1.21308
34.5	1.21316
34.3941	1.21317
34.2872	1.21337
34.1801	1.21324
34.0717	1.21338
33.9674	1.2135
33.8614	1.21364
33.7555	1.21356
33.6489	1.21365
33.5427	1.21369
33.4367	1.21396
33.3304	1.21383
33.2242	1.21392
33.118	1.214
33.0127	1.21405
32.9098	1.21416
32.8058	1.21424
32.6998	1.21435
32.5927	1.21439
32.4855	1.21454
32.3782	1.21442
32.2724	1.21451
32.1645	1.21474
32.0592	1.21481
31.9514	1.21494
31.8441	1.21497
31.7377	1.21504
31.634	1.21496
31.5262	1.21505
31.4202	1.21524
31.3149	1.21525
31.209	1.21533
31.102	1.21544
30.9957	1.21542
30.8891	1.2157
30.7812	1.21576
30.6785	1.21601
30.5716	1.21587
30.4642	1.21611
30.3575	1.21616
30.2495	1.21629
30.1413	1.21647
30.0362	1.21637
29.9298	1.21673
29.8287	1.21671
29.7203	1.21679
29.6134	1.21682
29.5106	1.21699
29.4035	1.21705
29.2975	1.21718
29.1891	1.21746
29.0865	1.21742
28.9822	1.21748
28.8773	1.21764
28.7724	1.21787
28.6659	1.21788
28.5584	1.21812
28.4542	1.21825
28.3481	1.21834
28.2413	1.21837
28.1346	1.2186
28.0264	1.21874
27.9202	1.21878
27.8129	1.21893
27.7095	1.21901
27.6034	1.21914
27.4989	1.21936
27.3899	1.21945
27.2829	1.21963
27.1755	1.21971
27.0714	1.22003
26.963	1.2201
26.8551	1.22025
26.7484	1.22037
26.641	1.22052
26.5352	1.22067
26.4269	1.2207
26.3197	1.22087
26.2142	1.22126
26.105	1.22128
25.996	1.22142
25.8891	1.22155
25.7813	1.22196
25.6721	1.22192
25.5633	1.22209
25.4574	1.2221
25.3469	1.2226
25.2404	1.22261
25.1317	1.22292
25.0285	1.22322
24.9216	1.22331
24.8135	1.22339
24.7087	1.22341
24.6018	1.22376
24.4968	1.22398
24.3883	1.22416
24.2843	1.22446
24.1781	1.22459
24.0683	1.22464
23.9622	1.22493
23.8521	1.22495
23.7433	1.22507
23.6346	1.2256
23.525	1.22553
23.4176	1.22587
23.309	1.22608
23.202	1.22627
23.0934	1.22659
22.9859	1.22663
22.8779	1.22705
22.7685	1.22714
22.6605	1.22751
22.5498	1.22766
22.4423	1.22797
22.3307	1.22805
22.2218	1.22853
22.1141	1.22856
22.0052	1.22878
21.8977	1.2291
21.7913	1.22933
21.6823	1.22962
21.5735	1.22982
21.4642	1.23
21.3525	1.23051
21.2417	1.23041
21.1279	1.23104
21.0164	1.23111
20.9045	1.2314
20.7911	1.23162
20.6791	1.23209
20.5688	1.23228
20.4595	1.23273
20.3493	1.2328
20.2383	1.23324
20.1236	1.23342
20.0083	1.23371
19.8925	1.23417
19.7742	1.23432
19.6582	1.23474
19.5408	1.23517
19.4216	1.23544
19.299	1.2358
19.1755	1.23622
19.0522	1.23651
18.9268	1.2367
18.7995	1.23723
18.6709	1.23763
18.5405	1.23788
18.4058	1.23868
18.2741	1.23895
18.1374	1.2394
18.0003	1.23989
17.8565	1.24038
17.7141	1.24089
17.5698	1.24137
17.4244	1.24183
17.2744	1.24249
17.1196	1.24276
16.9647	1.24333
16.8097	1.24384
16.6472	1.24462
16.4819	1.24526
16.3164	1.24574
16.1469	1.2464
15.9726	1.24742
15.7951	1.24792
15.617	1.24862
15.4381	1.24963
15.2708	1.25011
15.1075	1.25074
14.9499	1.25133
14.7962	1.2521
14.6412	1.25268
14.4983	1.25322
14.3607	1.25389
14.2257	1.25454
14.0977	1.25476
13.9791	1.25543
13.8633	1.25598
13.7466	1.25647
13.631	1.25708
13.5169	1.25774
13.4051	1.25829
13.2901	1.25885
13.1772	1.25939
13.0582	1.26015
12.9428	1.26064
12.8265	1.26138
12.7082	1.26197
12.5861	1.26258
12.4629	1.26335
12.3464	1.26391
12.2332	1.26466
12.1222	1.26524
12.0137	1.26584
11.9144	1.26637
11.8176	1.26675
11.7242	1.26758
11.6318	1.26801
11.5384	1.26847
11.449	1.269
11.3585	1.26978
11.2669	1.2702
11.1751	1.27093
11.081	1.27142
10.987	1.27208
10.8952	1.27264
10.801	1.27336
10.705	1.27393
10.6072	1.27449
10.5094	1.27538
10.4118	1.276
10.3124	1.2767
10.2125	1.27743
10.1069	1.27822
10.0053	1.27903
9.9016	1.27977
9.79673	1.28052
9.68791	1.28144
9.58399	1.28211
9.48503	1.28271
9.38962	1.28346
9.29423	1.28422
9.19875	1.28506
9.1077	1.28584
9.01591	1.28682
8.92182	1.28749
8.82447	1.28826
8.73013	1.28906
8.63435	1.28993
8.53758	1.29086
8.4368	1.29161
8.33914	1.29262
8.23976	1.29344
8.14276	1.2944
8.055	1.2951
7.9759	1.29577
7.90404	1.29659
7.8319	1.29711
7.76044	1.29802
7.68868	1.29855
7.6163	1.29937
7.54654	1.30029
7.47719	1.30089
7.40646	1.30164
7.33488	1.30244
7.26366	1.30327
7.19015	1.30401
7.11979	1.30483
7.05	1.30554
6.97729	1.30656
6.90379	1.30727
6.8303	1.30817
6.75907	1.30915
6.68749	1.30995
6.61329	1.31088
6.5388	1.31174
6.46512	1.31282
6.39319	1.31367
6.31976	1.31462
6.24535	1.31564
6.16927	1.31639
6.09586	1.31756
6.02252	1.31842
5.94839	1.31955
5.87258	1.32061
5.79757	1.32152
5.72508	1.32259
5.65147	1.32361
5.57604	1.32453
5.49964	1.32563
5.42725	1.32661
5.35471	1.32769
5.28008	1.32845
5.20484	1.32918
5.13237	1.33024
5.05994	1.33106
4.9872	1.33202
4.91399	1.33268
4.8418	1.33393
4.77081	1.33479
4.6997	1.33575
4.62716	1.33656
4.55785	1.33734
4.48928	1.33811
4.4208	1.33867
4.35033	1.33957
4.28294	1.34042
4.21784	1.34126
4.15174	1.34237
4.08604	1.34343
4.02022	1.34439
3.95823	1.34563
3.89628	1.34641
3.83434	1.34778
3.77466	1.34886
3.71612	1.34989
3.65172	1.35175
3.52513	1.35531
3.36347	1.3589
3.19882	1.36251
3.03528	1.36615
2.88003	1.37004
2.72816	1.37366
2.58471	1.37751
2.44739	1.38131
2.31846	1.38492
2.19492	1.38861
2.08017	1.39199
1.97457	1.39546
1.87806	1.3986
1.78881	1.40158
1.70494	1.4041
1.63533	1.40631
1.58728	1.40725
1.54442	1.4083
1.50649	1.40959
1.4942	1.41022
