# Tdn_K_80G	Rdn_Ohm_80G
140.004	0.661755
139.896	0.661528
139.79	0.661453
139.693	0.661284
139.59	0.661108
139.484	0.6611
139.377	0.661076
139.273	0.66103
139.17	0.660801
139.066	0.66051
138.96	0.660349
138.86	0.66056
138.755	0.660307
138.652	0.660162
138.548	0.659931
138.443	0.659907
138.333	0.659764
138.227	0.659736
138.123	0.659319
138.017	0.659283
137.911	0.659303
137.805	0.658999
137.699	0.658877
137.594	0.658828
137.488	0.658602
137.384	0.658537
137.276	0.658342
137.175	0.658448
137.073	0.658266
136.966	0.657996
136.86	0.658056
136.756	0.657905
136.648	0.657843
136.543	0.657628
136.437	0.657282
136.336	0.657068
136.23	0.657258
136.128	0.656023
136.028	0.655997
135.923	0.655833
135.819	0.655654
135.718	0.655462
135.61	0.65521
135.505	0.655152
135.401	0.655052
135.296	0.654968
135.189	0.654909
135.086	0.654773
134.979	0.654422
134.871	0.654503
134.769	0.654243
134.665	0.654133
134.558	0.654097
134.453	0.653908
134.349	0.653754
134.246	0.653767
134.139	0.653675
134.038	0.653496
133.933	0.653406
133.829	0.653384
133.72	0.65306
133.616	0.65305
133.507	0.65267
133.403	0.652667
133.297	0.652545
133.195	0.652475
133.09	0.652387
132.985	0.652399
132.881	0.652137
132.78	0.652057
132.674	0.652015
132.567	0.651705
132.462	0.651674
132.36	0.65157
132.252	0.651515
132.15	0.651385
132.042	0.651266
131.941	0.651282
131.838	0.651058
131.734	0.6511
131.632	0.650942
131.525	0.650832
131.415	0.650601
131.308	0.65039
131.203	0.650307
131.096	0.650054
130.992	0.650011
130.886	0.649961
130.783	0.649966
130.679	0.649725
130.573	0.649533
130.469	0.64946
130.365	0.649493
130.26	0.649233
130.155	0.649216
130.05	0.649076
129.946	0.648817
129.842	0.648695
129.736	0.648459
129.632	0.648633
129.531	0.648396
129.426	0.648314
129.322	0.648173
129.219	0.648152
129.114	0.647942
129.011	0.647832
128.903	0.647739
128.8	0.647513
128.692	0.647588
128.59	0.647341
128.485	0.647125
128.378	0.647151
128.272	0.647198
128.167	0.646908
128.06	0.646846
127.959	0.646588
127.857	0.646579
127.75	0.646408
127.644	0.646301
127.537	0.646304
127.433	0.646358
127.329	0.645945
127.222	0.64588
127.118	0.645761
127.01	0.645644
126.903	0.64558
126.796	0.645234
126.69	0.645145
126.583	0.645069
126.483	0.645012
126.379	0.644953
126.274	0.64474
126.174	0.644801
126.068	0.644539
125.964	0.644419
125.859	0.644333
125.756	0.644258
125.657	0.644126
125.551	0.643891
125.448	0.643734
125.339	0.643674
125.232	0.643572
125.13	0.643417
125.027	0.643432
124.919	0.643411
124.815	0.64314
124.706	0.643046
124.6	0.642953
124.501	0.642694
124.394	0.642626
124.292	0.642595
124.185	0.642428
124.086	0.642384
123.976	0.642153
123.872	0.642179
123.766	0.642054
123.66	0.64182
123.558	0.64167
123.455	0.641743
123.35	0.641662
123.242	0.641474
123.138	0.641173
123.035	0.641056
122.929	0.641128
122.823	0.641004
122.719	0.640817
122.613	0.6407
122.507	0.64043
122.405	0.640474
122.3	0.640292
122.198	0.640196
122.09	0.640235
121.989	0.639953
121.887	0.64008
121.785	0.639626
121.678	0.63961
121.579	0.639569
121.474	0.639394
121.368	0.639294
121.264	0.63933
121.162	0.639117
121.059	0.63888
120.952	0.638843
120.847	0.638804
120.741	0.638566
120.635	0.638501
120.533	0.638352
120.429	0.638215
120.324	0.638217
120.219	0.637973
120.113	0.637961
120.01	0.637835
119.905	0.637619
119.798	0.637539
119.697	0.637375
119.591	0.637211
119.485	0.637193
119.379	0.637085
119.275	0.637061
119.171	0.636959
119.067	0.636884
118.963	0.636432
118.863	0.636627
118.756	0.636369
118.652	0.636187
118.546	0.636148
118.442	0.635917
118.335	0.636018
118.233	0.635818
118.124	0.635593
118.022	0.63554
117.918	0.635688
117.811	0.635446
117.707	0.635358
117.604	0.635272
117.5	0.635061
117.395	0.634773
117.293	0.63477
117.186	0.634732
117.083	0.634482
116.977	0.634433
116.87	0.634282
116.765	0.634274
116.658	0.63406
116.554	0.634032
116.452	0.634032
116.344	0.633814
116.239	0.633723
116.138	0.633507
116.035	0.633426
115.929	0.633312
115.824	0.633191
115.719	0.63312
115.617	0.63293
115.508	0.632992
115.403	0.632625
115.296	0.632551
115.192	0.632576
115.084	0.632455
114.976	0.632499
114.875	0.632179
114.775	0.631934
114.67	0.631913
114.566	0.631721
114.461	0.631643
114.353	0.631815
114.252	0.631436
114.15	0.631381
114.049	0.631447
113.944	0.631199
113.842	0.631035
113.735	0.631124
113.631	0.630843
113.524	0.630796
113.421	0.6307
113.315	0.630385
113.208	0.630326
113.105	0.630245
113.002	0.630227
112.895	0.630121
112.79	0.630017
112.686	0.630074
112.58	0.62959
112.476	0.629609
112.356	0.62966
112.266	0.629551
112.157	0.62941
112.05	0.629184
111.945	0.62886
111.84	0.629036
111.738	0.628678
111.635	0.628722
111.53	0.628483
111.427	0.628571
111.325	0.628493
111.222	0.62841
111.116	0.628219
111.01	0.628127
110.902	0.628026
110.799	0.627987
110.693	0.627707
110.587	0.6275
110.482	0.627563
110.379	0.627333
110.273	0.627255
110.167	0.627167
110.059	0.627131
109.951	0.626993
109.85	0.6269
109.746	0.626873
109.645	0.626702
109.536	0.626725
109.431	0.626505
109.326	0.626403
109.224	0.626136
109.123	0.626045
109.018	0.625879
108.917	0.62592
108.811	0.625855
108.707	0.625545
108.599	0.625498
108.494	0.625368
108.387	0.625577
108.282	0.625293
108.179	0.625187
108.075	0.625023
107.971	0.624885
107.864	0.624718
107.762	0.624622
107.655	0.624625
107.549	0.624526
107.448	0.624246
107.345	0.624272
107.24	0.624106
107.134	0.624038
107.031	0.623934
106.926	0.623913
106.822	0.623723
106.715	0.623794
106.609	0.623656
106.5	0.623315
106.394	0.623278
106.286	0.623141
106.184	0.622926
106.08	0.622848
105.972	0.622903
105.871	0.622832
105.766	0.622575
105.662	0.622489
105.557	0.622468
105.45	0.6224
105.346	0.622257
105.245	0.622174
105.14	0.621945
105.031	0.621838
104.93	0.621925
104.822	0.621732
104.716	0.621714
104.609	0.621486
104.502	0.621381
104.398	0.621254
104.294	0.621023
104.19	0.621109
104.084	0.621151
103.98	0.620833
103.871	0.620807
103.766	0.620635
103.658	0.620456
103.555	0.620373
103.454	0.620263
103.35	0.620102
103.245	0.620152
103.141	0.620095
103.033	0.619853
102.927	0.619881
102.824	0.619716
102.716	0.619616
102.613	0.61963
102.51	0.619201
102.407	0.619337
102.301	0.619307
102.198	0.618982
102.093	0.619055
101.987	0.618787
101.881	0.618636
101.778	0.618488
101.675	0.618641
101.57	0.618361
101.465	0.618311
101.359	0.618485
101.256	0.618293
101.152	0.617969
101.049	0.617888
100.941	0.617732
100.841	0.617807
100.735	0.617496
100.629	0.61744
100.526	0.617446
100.42	0.617423
100.313	0.617118
100.207	0.617272
100.118	0.617074
100.014	0.616967
99.9092	0.616885
99.8035	0.616645
99.702	0.616707
99.5965	0.616559
99.4902	0.616414
99.3842	0.616297
99.2824	0.616185
99.1775	0.616141
99.0711	0.616014
98.9691	0.615676
98.8619	0.615887
98.7613	0.615811
98.6547	0.615728
98.5519	0.615606
98.4489	0.615216
98.3472	0.615285
98.2413	0.615184
98.1406	0.615093
98.0384	0.61497
97.9356	0.615056
97.8289	0.614837
97.7221	0.614719
97.617	0.614381
97.511	0.614664
97.41	0.614579
97.3044	0.614174
97.2028	0.614216
97.097	0.614351
96.9904	0.614038
96.8885	0.613893
96.7842	0.613872
96.6776	0.613832
96.5741	0.613642
96.4715	0.613422
96.3674	0.61342
96.2613	0.613378
96.1595	0.61335
96.054	0.613053
95.9511	0.613115
95.8419	0.613152
95.7344	0.612858
95.631	0.612803
95.5244	0.612785
95.4194	0.612621
95.317	0.612309
95.2118	0.612356
95.1051	0.612382
94.9966	0.612146
94.8894	0.612263
94.7876	0.612161
94.68	0.611888
94.5779	0.611694
94.4724	0.611821
94.3679	0.611551
94.265	0.611589
94.1625	0.611509
94.0586	0.611212
93.9544	0.611088
93.8493	0.611234
93.7469	0.611015
93.6411	0.610778
93.542	0.610799
93.4365	0.610526
93.3292	0.610745
93.2267	0.610579
93.1214	0.610472
93.0192	0.61044
92.9127	0.610193
92.8054	0.610253
92.7038	0.610086
92.599	0.610097
92.4919	0.609665
92.389	0.609812
92.2828	0.609664
92.1745	0.609526
92.0754	0.609541
91.972	0.609531
91.8673	0.609323
91.7631	0.609017
91.6583	0.609055
91.5515	0.608995
91.4499	0.608753
91.3436	0.608901
91.2413	0.608788
91.1352	0.608655
91.0297	0.608434
90.9249	0.608385
90.8183	0.608437
90.7152	0.608171
90.6087	0.608124
90.5082	0.60796
90.407	0.608065
90.3036	0.607925
90.1993	0.607728
90.0957	0.607407
89.99	0.607579
89.8865	0.607628
89.7817	0.607438
89.6787	0.607254
89.578	0.607241
89.4711	0.60711
89.3684	0.606965
89.261	0.606986
89.1532	0.606667
89.0679	0.606903
88.9637	0.606643
88.8589	0.606614
88.7548	0.606497
88.6494	0.60637
88.5459	0.606334
88.4452	0.606024
88.3381	0.606149
88.2331	0.606029
88.1314	0.605941
88.0241	0.606023
87.9167	0.605663
87.8133	0.605845
87.7073	0.605686
87.6082	0.605525
87.5029	0.605454
87.4004	0.605299
87.2937	0.605141
87.1872	0.60502
87.0831	0.605052
86.9784	0.605003
86.8737	0.604901
86.773	0.60485
86.6684	0.604681
86.5679	0.604644
86.4603	0.604509
86.3567	0.604495
86.2508	0.604409
86.1475	0.604254
86.0402	0.604306
85.9409	0.603903
85.8377	0.603885
85.7314	0.603844
85.6296	0.603799
85.5264	0.603729
85.4189	0.603584
85.3155	0.603378
85.2106	0.603433
85.1057	0.603506
85.0004	0.603267
84.8954	0.603183
84.7936	0.602962
84.6876	0.603006
84.5834	0.602835
84.4774	0.602845
84.3756	0.602707
84.2741	0.602494
84.1664	0.602484
84.06	0.602295
83.9566	0.602265
83.8526	0.602117
83.7491	0.602257
83.6464	0.601933
83.5419	0.602055
83.4391	0.601985
83.3338	0.601771
83.2272	0.601797
83.1228	0.601634
83.0206	0.601608
82.9165	0.601543
82.8096	0.601405
82.7084	0.601444
82.602	0.601337
82.4981	0.601213
82.3944	0.600985
82.2891	0.600849
82.1818	0.600669
82.0796	0.600955
81.9729	0.600678
81.8694	0.60051
81.7671	0.600487
81.6599	0.60035
81.555	0.60028
81.4503	0.600298
81.346	0.600162
81.242	0.600038
81.1362	0.600031
81.0347	0.599906
80.9287	0.599765
80.8243	0.59971
80.719	0.599698
80.6174	0.59963
80.5098	0.59948
80.4046	0.599433
80.2964	0.59923
80.1937	0.599397
80.0877	0.599116
79.9873	0.598933
79.8836	0.599037
79.7807	0.598839
79.678	0.598741
79.5751	0.598598
79.4738	0.598735
79.3708	0.598481
79.2658	0.598395
79.1645	0.598255
79.0888	0.598302
78.9848	0.598278
78.8836	0.598128
78.7765	0.597987
78.6734	0.598005
78.5708	0.597982
78.4668	0.597615
78.3622	0.597722
78.2555	0.597642
78.1503	0.597553
78.0445	0.597473
77.94	0.597319
77.8369	0.597293
77.7358	0.597155
77.6293	0.597153
77.5261	0.597259
77.4195	0.596973
77.3131	0.596914
77.2113	0.596871
77.1083	0.596827
77.0023	0.59668
76.8992	0.596531
76.7946	0.596578
76.6886	0.596234
76.5839	0.596209
76.48	0.596232
76.3727	0.596144
76.2688	0.596115
76.163	0.595952
76.0577	0.595749
75.9565	0.595892
75.8514	0.59565
75.7489	0.59571
75.644	0.595658
75.5415	0.595549
75.4369	0.595398
75.3353	0.595384
75.2308	0.595344
75.1242	0.595149
75.0209	0.595021
74.9171	0.594948
74.8136	0.594878
74.7096	0.594826
74.6049	0.594852
74.49	0.594776
74.3943	0.5946
74.2857	0.594329
74.1813	0.594354
74.0771	0.594197
73.9723	0.594236
73.8696	0.594242
73.7651	0.594097
73.6589	0.594021
73.5551	0.594093
73.4507	0.593747
73.3461	0.593692
73.2453	0.593645
73.1381	0.593618
73.0339	0.593449
72.9291	0.593454
72.8205	0.593324
72.7157	0.593116
72.6085	0.593316
72.5027	0.593102
72.3946	0.593027
72.2929	0.592964
72.1873	0.592921
72.0846	0.592682
71.9798	0.592897
71.8721	0.592645
71.7694	0.592458
71.6676	0.59256
71.561	0.592385
71.4558	0.592195
71.3542	0.592225
71.2483	0.592183
71.144	0.592128
71.0398	0.591954
70.9364	0.591972
70.8312	0.591901
70.7273	0.591787
70.6225	0.591805
70.5169	0.591559
70.4128	0.591527
70.3089	0.591491
70.2052	0.591359
70.1035	0.591434
70.0006	0.59139
69.8956	0.591305
69.7887	0.591049
69.685	0.590948
69.5821	0.590808
69.4783	0.590852
69.3737	0.590704
69.2696	0.590644
69.1625	0.590685
69.0596	0.590711
68.9547	0.590506
68.8542	0.59036
68.7506	0.590389
68.6453	0.590282
68.5436	0.590101
68.4406	0.590103
68.3353	0.589989
68.2326	0.590055
68.1262	0.589955
68.0217	0.589887
67.9184	0.589836
67.8137	0.589698
67.7093	0.589728
67.6048	0.589572
67.499	0.589492
67.3952	0.589421
67.2911	0.589238
67.1859	0.589274
67.0821	0.589231
66.9772	0.589155
66.8737	0.58897
66.7673	0.589009
66.6604	0.588697
66.5553	0.588916
66.4526	0.588783
66.3508	0.588484
66.2477	0.588658
66.1419	0.588551
66.0385	0.588502
65.9449	0.588429
65.8403	0.588338
65.7347	0.58811
65.6323	0.588253
65.5288	0.588211
65.4252	0.587988
65.3188	0.588021
65.2156	0.587769
65.1115	0.587909
65.0054	0.587752
64.9046	0.587621
64.8009	0.587746
64.6976	0.587441
64.595	0.587488
64.4892	0.58726
64.3853	0.58741
64.2813	0.587343
64.1787	0.587114
64.0734	0.587176
63.9671	0.587083
63.8634	0.58707
63.7589	0.586837
63.6549	0.586947
63.5517	0.586732
63.4463	0.586643
63.3391	0.586607
63.2354	0.586691
63.1319	0.586649
63.0288	0.586465
62.9239	0.586462
62.8219	0.58647
62.7182	0.586355
62.6109	0.586119
62.5062	0.586127
62.4033	0.586153
62.2956	0.585862
62.1907	0.585997
62.0856	0.585908
61.9936	0.585827
61.8929	0.585796
61.7862	0.585851
61.6841	0.58564
61.5786	0.585635
61.4765	0.585467
61.3726	0.585313
61.2703	0.585318
61.1635	0.585219
61.06	0.58511
60.9563	0.585144
60.8542	0.585014
60.7491	0.584967
60.6455	0.584944
60.5412	0.584723
60.4349	0.584772
60.3322	0.584777
60.2303	0.584591
60.1268	0.584668
60.021	0.584479
59.9187	0.584554
59.8123	0.584273
59.7116	0.584431
59.607	0.584556
59.5039	0.584328
59.3987	0.584286
59.2937	0.584211
59.189	0.584081
59.083	0.583995
58.9785	0.584008
58.8756	0.583858
58.7711	0.583845
58.6673	0.583605
58.563	0.5836
58.4572	0.583579
58.3572	0.583532
58.2492	0.583425
58.1438	0.583345
58.04	0.583325
57.9382	0.583276
57.8343	0.583141
57.7303	0.582997
57.6241	0.583088
57.5174	0.582984
57.4129	0.582961
57.3077	0.582785
57.2019	0.582818
57.0983	0.582713
56.9924	0.582731
56.8897	0.582498
56.7832	0.582495
56.6781	0.582537
56.5733	0.582371
56.4688	0.582474
56.3619	0.582191
56.2552	0.582225
56.15	0.582009
56.0431	0.582225
55.9421	0.582111
55.8381	0.582009
55.7357	0.58197
55.6347	0.582006
55.5324	0.581887
55.4291	0.581894
55.3268	0.581764
55.2221	0.581655
55.1178	0.581824
55.012	0.58163
54.9046	0.581553
54.8017	0.581556
54.698	0.58145
54.5923	0.581227
54.4844	0.58138
54.378	0.581245
54.2745	0.581318
54.1686	0.581222
54.0622	0.581247
53.9548	0.581028
53.8526	0.580915
53.7472	0.580843
53.6411	0.580752
53.5363	0.580843
53.4295	0.5807
53.3226	0.580639
53.2195	0.580488
53.1139	0.580491
53.0122	0.580435
52.9069	0.580255
52.8011	0.580206
52.6949	0.58024
52.5904	0.580145
52.4865	0.579971
52.3837	0.580075
52.2759	0.579976
52.1732	0.580059
52.0659	0.579951
51.9642	0.579925
51.8585	0.579701
51.7546	0.579605
51.6494	0.579607
51.5432	0.579596
51.4366	0.579506
51.335	0.579316
51.2285	0.57936
51.124	0.579318
51.0204	0.57922
50.9171	0.579059
50.8122	0.579119
50.712	0.579155
50.6069	0.57895
50.5031	0.579111
50.3976	0.578924
50.2943	0.57882
50.1883	0.578926
50.0869	0.578846
49.9789	0.578594
49.8766	0.578747
49.7732	0.578573
49.6696	0.578567
49.5645	0.578516
49.4579	0.578518
49.3548	0.578476
49.2541	0.578264
49.147	0.578172
49.0406	0.578326
48.9364	0.57826
48.8282	0.578042
48.7265	0.577886
48.6207	0.577951
48.5163	0.577985
48.4138	0.577824
48.3127	0.577894
48.2203	0.577894
48.1119	0.577772
48.0048	0.57759
47.898	0.577582
47.7954	0.577556
47.6926	0.577348
47.5885	0.577423
47.4845	0.577525
47.3784	0.577276
47.2737	0.577239
47.1674	0.577232
47.0641	0.577221
46.9613	0.577088
46.8584	0.577033
46.751	0.577031
46.6452	0.576732
46.542	0.576797
46.4401	0.576721
46.3332	0.576638
46.2307	0.576745
46.124	0.576706
46.0177	0.576657
45.9131	0.5766
45.8079	0.576662
45.7005	0.576374
45.5969	0.576374
45.4937	0.57634
45.3866	0.576472
45.2754	0.576366
45.1796	0.576311
45.0769	0.576126
44.9686	0.57594
44.8652	0.57621
44.76	0.575916
44.6585	0.576016
44.5528	0.575965
44.4499	0.57585
44.3438	0.575682
44.2397	0.575889
44.1356	0.575713
44.0299	0.575576
43.9269	0.575584
43.8203	0.575576
43.7166	0.575516
43.6106	0.575455
43.5082	0.575309
43.4014	0.575411
43.2937	0.575349
43.1889	0.575165
43.0834	0.575206
42.9791	0.575097
42.8752	0.57504
42.7684	0.575012
42.6615	0.574837
42.5554	0.575076
42.4486	0.574855
42.3409	0.574757
42.24	0.574795
42.1314	0.574743
42.0256	0.574749
41.9226	0.574713
41.8198	0.574598
41.7156	0.574508
41.6089	0.574411
41.5025	0.574341
41.3981	0.574232
41.2903	0.574333
41.1885	0.574198
41.085	0.574169
40.9767	0.574188
40.8737	0.574014
40.7653	0.573997
40.6607	0.574057
40.5532	0.573964
40.4503	0.573931
40.3418	0.573878
40.2335	0.573816
40.1309	0.573665
40.0263	0.573696
39.9218	0.573804
39.8194	0.573649
39.7136	0.573574
39.6078	0.573394
39.4997	0.57368
39.3907	0.573534
39.2869	0.573355
39.1812	0.573421
39.0762	0.573251
38.9741	0.573303
38.8671	0.573318
38.7609	0.573266
38.6588	0.573238
38.5539	0.573303
38.4499	0.573095
38.3443	0.573202
38.2413	0.573002
38.1321	0.572989
38.0255	0.572932
37.9179	0.572983
37.8127	0.57291
37.7075	0.572913
37.5985	0.572581
37.4924	0.572708
37.3891	0.57261
37.2754	0.572627
37.1787	0.572591
37.0717	0.572563
36.9631	0.572576
36.8599	0.572214
36.7506	0.572482
36.6418	0.572401
36.5387	0.572381
36.4298	0.572225
36.326	0.572321
36.2179	0.572238
36.1122	0.572079
36.0052	0.572228
35.8986	0.571949
35.7933	0.572082
35.6879	0.572038
35.5806	0.571944
35.4776	0.57197
35.3725	0.571994
35.2641	0.571829
35.1544	0.571869
35.0514	0.571793
34.9454	0.571565
34.8468	0.571619
34.7398	0.571645
34.6321	0.571564
34.5235	0.571642
34.4206	0.571471
34.3161	0.571484
34.2081	0.571385
34.1003	0.571421
33.995	0.571372
33.8884	0.571488
33.7783	0.571236
33.6754	0.571135
33.5697	0.571094
33.4673	0.571117
33.3592	0.571115
33.2526	0.57111
33.1494	0.571001
33.0416	0.570954
32.9354	0.570967
32.8297	0.570753
32.7232	0.570836
32.6138	0.57078
32.5091	0.570809
32.4045	0.570743
32.2967	0.570587
32.191	0.570673
32.0833	0.570615
31.9788	0.570467
31.875	0.570652
31.7719	0.570543
31.6691	0.570566
31.5653	0.570353
31.4569	0.570363
31.3495	0.570222
31.2462	0.570284
31.1397	0.570433
31.0326	0.570429
30.9241	0.570345
30.8164	0.570174
30.7101	0.57019
30.6041	0.570057
30.4959	0.570096
30.3878	0.569989
30.2808	0.569968
30.174	0.570061
30.0665	0.569859
29.9566	0.570041
29.853	0.569912
29.7451	0.569823
29.6388	0.569815
29.5337	0.569739
29.4278	0.569786
29.3209	0.569718
29.2151	0.569685
29.1103	0.569388
29.003	0.569747
28.8966	0.569625
28.7935	0.569469
28.6877	0.569419
28.5862	0.569534
28.4808	0.569604
28.3651	0.569118
28.2603	0.569318
28.1515	0.569175
28.0479	0.569378
27.9437	0.569243
27.8356	0.56924
27.7305	0.569196
27.6234	0.568983
27.5194	0.5691
27.4144	0.569012
27.3064	0.569097
27.1998	0.569201
27.0957	0.569178
26.987	0.569001
26.8821	0.569009
26.7738	0.56897
26.6668	0.568952
26.5573	0.568905
26.4525	0.568858
26.3441	0.568845
26.2383	0.568876
26.1346	0.568673
26.0236	0.568731
25.9193	0.568829
25.8091	0.568816
25.6985	0.568863
25.5926	0.5687
25.4862	0.568517
25.3753	0.568582
25.2715	0.568712
25.1628	0.568538
25.0585	0.56852
24.9535	0.568426
24.8443	0.568401
24.7344	0.568526
24.6285	0.568307
24.5238	0.568342
24.4218	0.568375
24.3153	0.568237
24.2068	0.568271
24.0973	0.568258
23.9909	0.568292
23.8806	0.568159
23.7732	0.568152
23.6636	0.568245
23.5597	0.568148
23.4537	0.568135
23.3489	0.56812
23.2444	0.568147
23.1418	0.568123
23.0369	0.568047
22.9294	0.568123
22.8216	0.568097
22.7129	0.567806
22.6073	0.567902
22.5017	0.567887
22.3941	0.567829
22.2891	0.567793
22.1843	0.567847
22.0822	0.567798
21.9774	0.567972
21.8709	0.56779
21.7671	0.567855
21.6642	0.567743
21.5589	0.567777
21.4544	0.567867
21.3522	0.567712
21.2489	0.567878
21.1415	0.567745
21.0385	0.567759
20.9358	0.567715
20.8299	0.567694
20.7279	0.567683
20.6223	0.567644
20.5209	0.567587
20.4179	0.567587
20.3117	0.567434
20.2055	0.567668
20.1012	0.567691
19.998	0.567476
19.8923	0.567426
19.7863	0.567275
19.6785	0.567324
19.5744	0.567443
19.4713	0.567592
19.3701	0.567571
19.2658	0.567453
19.1642	0.567299
19.0595	0.567249
18.9561	0.567508
18.8551	0.567458
18.7531	0.567338
18.6528	0.567309
18.5515	0.56726
18.4509	0.567605
18.3493	0.567317
18.2461	0.567197
18.1453	0.567291
18.0427	0.567449
17.942	0.567416
17.8441	0.567317
17.7447	0.56739
17.6438	0.567338
17.5426	0.567203
17.4416	0.567349
17.3404	0.567104
17.239	0.56726
17.137	0.567318
17.0363	0.567275
16.9352	0.567341
16.834	0.567382
16.7331	0.567304
16.6322	0.567206
16.5299	0.567396
16.4291	0.567408
16.3271	0.567341
16.2258	0.567222
16.1244	0.567414
16.0233	0.567154
15.9223	0.567312
15.8208	0.567227
15.7186	0.567203
15.616	0.567198
15.5151	0.567148
15.4137	0.567317
15.307	0.567201
15.2027	0.56728
15.0977	0.567284
14.9935	0.567396
14.8891	0.567297
14.7864	0.567172
14.6813	0.567294
14.5799	0.567364
14.4754	0.56737
14.3717	0.567456
14.2853	0.567429
14.25	0.567265
14.214	0.567205
14.179	0.567502
14.1422	0.567431
14.1055	0.56747
14.069	0.567472
14.0331	0.567444
13.9962	0.567397
13.9592	0.56734
13.9214	0.567414
13.8852	0.567396
13.8479	0.567422
13.8103	0.567469
13.7722	0.567484
13.7343	0.567372
13.6968	0.567361
13.6576	0.567471
13.6204	0.567479
13.5815	0.567573
13.543	0.567442
13.504	0.567484
13.465	0.567476
13.4253	0.567405
13.3861	0.567431
13.3463	0.567452
13.3069	0.567552
13.2673	0.567525
13.2269	0.567487
13.1867	0.567453
13.1464	0.567489
13.1054	0.567448
13.065	0.567541
13.0242	0.567634
12.9827	0.567492
12.9415	0.567491
12.9002	0.567515
12.8576	0.567616
12.8162	0.567614
12.774	0.567583
12.7316	0.567582
12.689	0.567567
12.6458	0.567496
12.604	0.567507
12.5596	0.567679
12.5159	0.567611
12.4729	0.567611
12.4291	0.567695
12.3851	0.567541
12.3404	0.567694
12.2966	0.567512
12.2537	0.567673
12.2143	0.567571
12.1774	0.567567
12.1438	0.567603
12.1121	0.567728
12.0823	0.56778
12.0535	0.567734
12.026	0.56771
11.9991	0.567636
11.9728	0.567837
11.9471	0.567691
11.9223	0.567642
11.8972	0.567541
11.8724	0.56765
11.8483	0.56772
11.8238	0.567629
11.7993	0.567776
11.7756	0.567759
11.7517	0.567709
11.7279	0.567827
11.7039	0.56778
11.6793	0.567861
11.6562	0.567678
11.6325	0.567798
11.6084	0.567783
11.5847	0.567744
11.5608	0.567695
11.5371	0.567715
11.5133	0.567894
11.4894	0.567759
11.4654	0.567686
11.4417	0.567863
11.4179	0.567881
11.3939	0.56797
11.3701	0.567904
11.3464	0.567858
11.3226	0.567855
11.2985	0.567751
11.2747	0.567909
11.2508	0.568019
11.2269	0.567704
11.2032	0.56791
11.179	0.567765
11.1549	0.567762
11.1313	0.567865
11.1071	0.56784
11.083	0.567837
11.0592	0.567891
11.0352	0.567926
11.0117	0.567837
10.9871	0.567882
10.9635	0.568022
10.9395	0.567954
10.9153	0.56786
10.8913	0.568005
10.8667	0.567998
10.8428	0.56811
10.8187	0.567965
10.7944	0.567983
10.7705	0.568017
10.746	0.568028
10.722	0.567925
10.6978	0.568126
10.6735	0.567926
10.6491	0.568147
10.6248	0.568084
10.6008	0.568056
10.5763	0.568121
10.5521	0.568172
10.5278	0.568035
10.5034	0.568111
10.4791	0.567988
10.4549	0.568067
10.4305	0.568113
10.4063	0.567983
10.3824	0.568136
10.3575	0.568266
10.3334	0.568175
10.3086	0.568146
10.2846	0.568141
10.2601	0.568313
10.2361	0.568234
10.2116	0.568099
10.1874	0.568199
10.1627	0.568172
10.1387	0.568184
10.1141	0.568251
10.0898	0.568199
10.0652	0.568336
10.0409	0.568211
10.0165	0.568139
9.99191	0.56829
9.96769	0.568199
9.94333	0.568349
9.9186	0.568303
9.89426	0.568222
9.86971	0.568259
9.84506	0.568188
9.82112	0.568263
9.79629	0.568336
9.77176	0.568365
9.74735	0.568563
9.72284	0.568404
9.69855	0.568341
9.67412	0.568341
9.65002	0.56843
9.62523	0.568471
9.60063	0.568339
9.5762	0.568238
9.55214	0.568643
9.52769	0.56818
9.50326	0.568442
9.47905	0.56837
9.45441	0.568474
9.43027	0.568315
9.40597	0.568349
9.38135	0.568354
9.35713	0.568511
9.33258	0.568396
9.30816	0.568514
9.28416	0.568308
9.25993	0.568515
9.23544	0.568412
9.21092	0.568539
9.18639	0.568505
9.16219	0.568549
9.13831	0.568537
9.11374	0.568482
9.0899	0.568552
9.06517	0.568571
9.04056	0.568573
9.0164	0.568617
8.99197	0.568591
8.96784	0.568531
8.94367	0.568661
8.92002	0.568661
8.89522	0.568705
8.8717	0.568617
8.84725	0.568729
8.82323	0.568586
8.79904	0.568682
8.7751	0.568648
8.75088	0.56858
8.72686	0.568674
8.70308	0.568821
8.67931	0.568858
8.65509	0.568718
8.63134	0.568845
8.60714	0.568811
8.58367	0.56872
8.55975	0.568757
8.53606	0.568793
8.51212	0.568788
8.48891	0.568697
8.46476	0.568835
8.44157	0.568871
8.41791	0.568671
8.39405	0.568848
8.37105	0.568991
8.34713	0.568814
8.32364	0.568994
8.30053	0.568875
8.27724	0.56876
8.25362	0.568934
8.23027	0.568807
8.20744	0.568919
8.18424	0.56884
8.16118	0.568989
8.1377	0.568945
8.11468	0.568947
8.09151	0.568999
8.06847	0.569015
8.04561	0.568851
8.02241	0.569046
7.99997	0.56891
7.97733	0.569017
7.95398	0.569004
7.93187	0.568952
7.90897	0.569212
7.88601	0.569108
7.86377	0.569043
7.8413	0.569134
7.81934	0.569069
7.79657	0.569025
7.7743	0.569155
7.75213	0.569017
7.73022	0.569139
7.70775	0.569181
7.68581	0.5691
7.6639	0.569209
7.64182	0.569267
