# T (K), R (Ω)
151.7987	92571.9278081464
151.8379	92452.7775779488
151.8664	92333.7303512988
151.9026	92214.7861281963
151.9315	92095.9449086415
151.9712	91977.2066926342
152.1061	91858.5714801744
152.1318	91740.0392712623
152.1703	91621.6100658977
152.1967	91503.2838640807
152.2364	91385.0606658113
152.2628	91266.9404710895
152.3034	91148.9232799152
152.331	91031.0090922885
152.3714	90913.1979082094
152.3982	90795.4897276779
152.4381	90677.8845506939
152.465	90560.3823772576
152.5035	90442.9832073687
152.5311	90325.6870410275
152.5689	90208.4938782339
152.5983	90091.4037189878
152.6378	89974.4165632893
152.6637	89857.5324111383
152.7039	89740.751262535
152.9668	89624.0731174792
153.0079	89507.497975971
153.0325	89391.0258380104
153.0621	89274.6567035973
153.1004	89158.3905727318
153.1284	89042.2274454139
153.1691	88926.1673216436
153.1997	88810.2102014209
153.242	88694.3560847457
153.2686	88578.6049716181
153.2962	88462.9568620381
153.3349	88347.4117560056
153.3641	88231.9696535208
153.4017	88116.6305545835
153.4456	88001.3944591937
153.4718	87886.2613673516
153.5082	87771.231279057
153.5377	87656.30419431
153.5641	87541.4801131106
153.604	87426.7590354588
153.6442	87312.1409613545
153.6697	87197.6258907978
153.7101	87083.2138237887
153.7379	86968.9047603272
153.7757	86854.6987004132
153.8049	86740.5956440468
153.8304	86626.595591228
153.8694	86512.6985419568
153.9124	86398.9044962331
153.9351	86285.213454057
153.9757	86171.6254154285
154.0012	86058.1403803476
154.0287	85944.7583488142
154.0694	85831.4793208285
154.1098	85718.3032963903
154.1343	85605.2302754996
154.1752	85492.2602581566
154.2028	85379.3932443611
154.2411	85266.6292341132
154.2689	85153.9682274129
154.2951	85041.4102242601
154.3365	84928.9552246549
154.3729	84816.6032285973
154.4017	84704.3542360873
154.4414	84592.2082471249
154.4701	84480.16526171
154.4951	84368.2252798427
154.5351	84256.388301523
154.576	84144.6543267508
154.6005	84033.0233555263
154.6398	83921.4953878493
154.6688	83810.0704237198
154.7066	83698.748463138
154.7333	83587.5295061037
154.765	83476.413552617
154.8067	83365.4006026779
154.8326	83254.4906562864
154.873	83143.6837134424
154.8994	83032.979774146
154.9394	82922.3788383972
154.9651	82811.880906196
155.0067	82701.4859775423
155.0331	82591.1940524362
155.0633	82481.0051308777
155.1019	82370.9192128668
155.1411	82260.9362984034
155.1701	82151.0563874877
155.1956	82041.2794801194
155.2421	81931.6055762988
155.2673	81822.0346760258
155.3076	81712.5667793003
155.3344	81603.2018861224
155.3739	81493.939996492
155.4018	81384.7811104093
155.4286	81275.7252278741
155.4689	81166.7723488865
155.5095	81057.9224734465
155.6991	80949.175601554
155.741	80840.5317332092
155.7653	80731.9908684119
155.8067	80623.5530071621
155.8329	80515.21814946
155.8717	80406.9862953054
155.8988	80298.8574446984
155.9411	80190.831597639
155.965	80082.9087541272
156.0064	79975.0889141629
156.0321	79867.3720777462
156.0725	79759.7582448771
156.098	79652.2474155555
156.1368	79544.8395897816
156.163	79437.5347675552
156.2037	79330.3329488764
156.2323	79223.2341337451
156.2715	79116.2383221615
156.2975	79009.3455141254
156.3377	78902.5557096369
156.3637	78795.8689086959
156.4037	78689.2851113026
156.4296	78582.8043174568
156.4713	78476.4265271585
156.4979	78370.1517404079
156.5395	78263.9799572049
156.5632	78157.9111775494
156.6034	78051.9454014415
156.6298	77946.0826288812
156.6719	77840.3228598684
156.6972	77734.6660944032
156.7372	77629.1123324856
156.7631	77523.6615741156
156.8043	77418.3138192931
156.8312	77313.0690680182
156.8712	77207.9273202909
156.8976	77102.8885761112
156.9376	76997.9528354791
156.9652	76893.1200983945
157.0041	76788.3903648575
157.0352	76683.7636348681
157.0682	76579.2399084262
157.11	76474.8191855319
157.1374	76370.5014661852
157.1751	76266.2867503861
157.2027	76162.1750381346
157.2408	76058.1663294306
157.2698	75954.2606242742
157.3077	75850.4579226654
157.3346	75746.7582246042
157.3625	75643.1615300905
157.3997	75539.6678391244
157.4397	75436.2771517059
157.4638	75332.989467835
157.5028	75229.8047875116
157.5318	75126.7231107358
157.5709	75023.7444375076
157.5976	74920.868767827
157.6294	74818.0961016939
157.6692	74715.4264391084
157.6942	74612.8597800705
157.7345	74510.3961245802
157.7614	74408.0354726374
157.8012	74305.7778242422
157.8285	74203.6231793946
157.8707	74101.5715380946
157.8957	73999.6229003421
157.9352	73897.7772661373
157.9617	73796.03463548
158.0047	73694.3950083702
158.0288	73592.8583848081
158.0693	73491.4247647935
158.0981	73390.0941483265
158.1353	73288.8665354071
158.1639	73187.7419260352
158.2044	73086.7203202109
158.2301	72985.8017179342
158.2687	72884.9861192051
158.2977	72784.2735240236
158.3373	72683.6639323896
158.3635	72583.1573443032
158.4037	72482.7537597644
158.4297	72382.4531787732
158.4695	72282.2556013295
158.4978	72182.1610274334
158.5374	72082.1694570849
158.5655	71982.2808902839
158.6036	71882.4953270306
158.6294	71782.8127673248
158.6715	71683.2332111666
158.6973	71583.7566585559
158.7361	71484.3831094928
158.7628	71385.1125639774
158.8049	71285.9450220095
158.8297	71186.8804835891
158.8695	71087.9189487164
158.8962	70989.0604173912
158.9348	70890.3048896136
158.9625	70791.6523653835
159.0025	70693.1028447011
159.0325	70594.6563275662
159.0589	70496.3128139789
159.1094	70398.0723039391
159.1337	70299.934797447
159.1745	70201.9002945024
159.1993	70103.9687951054
159.2393	70006.140299256
159.2644	69908.4148069541
159.3049	69810.7923181999
159.3316	69713.2728329932
159.3721	69615.856351334
159.3995	69518.5428732225
159.4376	69421.3323986585
159.4641	69324.2249276421
159.5043	69227.2204601733
159.5308	69130.3189962521
159.5706	69033.5205358784
159.5968	68936.8250790523
159.627	68840.2326257738
159.6704	68743.7431760428
159.6938	68647.3567298595
159.7336	68551.0732872237
159.7612	68454.8928481354
159.8001	68358.8154125948
159.8256	68262.8409806017
159.8663	68166.9695521562
159.8942	68071.2011272583
159.9343	67975.535705908
159.9617	67879.9732881052
160.001	67784.5138738501
160.0286	67689.1574631424
160.0656	67593.9040559824
160.0949	67498.7536523699
160.134	67403.7062523051
160.1621	67308.7618557878
160.2061	67213.920462818
160.2321	67119.1820733959
160.5013	67024.5466875213
160.5408	66930.0143051943
160.5657	66835.5849264148
160.5961	66741.258551183
160.632	66647.0351794987
160.672	66552.914811362
160.7004	66458.8974467729
160.74	66364.9830857313
160.7676	66271.1717282374
160.7943	66177.463374291
160.8318	66083.8580238921
160.8725	65990.3556770409
160.8969	65896.9563337372
160.9391	65803.6599939811
160.9655	65710.4666577726
161.0054	65617.3763251116
161.033	65524.3889959983
161.0649	65431.5046704325
161.0891	65338.7233484143
161.1329	65246.0450299436
161.1608	65153.4697150205
161.2002	65060.9974036451
161.2276	64968.6280958171
161.2669	64876.3617915368
161.2936	64784.198490804
161.3337	64692.1381936188
161.3609	64600.1808999812
161.4012	64508.3266098912
161.4279	64416.5753233487
161.4677	64324.9270403538
161.4965	64233.3817609065
161.5338	64141.9394850068
161.561	64050.6002126546
161.6022	63959.3639438501
161.6292	63868.230678593
161.6688	63777.2004168836
161.6955	63686.2731587218
161.7351	63595.4489041075
161.7681	63504.7276530408
161.7937	63414.1094055216
161.8335	63323.5941615501
161.8719	63233.1819211261
161.8995	63142.8726842497
161.9407	63052.6664509209
161.966	62962.5632211396
161.9912	62872.562994906
162.0334	62782.6657722199
162.0582	62692.8715530813
162.098	62603.1803374904
162.1382	62513.592125447
162.1644	62424.1069169512
162.1921	62334.724712003
162.2351	62245.4455106023
162.2625	62156.2693127493
162.3047	62067.1961184438
162.329	61978.2259276859
162.3569	61889.3587404755
162.3934	61800.5945568128
162.4381	61711.9333766976
162.4631	61623.3752001299
162.5025	61534.9200271099
162.5291	61446.5678576374
162.5694	61358.3186917126
162.5968	61270.1725293352
162.6354	61182.1293705055
162.6631	61094.1892152233
162.7024	61006.3520634888
162.7316	60918.6179153017
162.7707	60830.9867706623
162.7944	60743.4586295705
162.8356	60656.0334920262
162.8634	60568.7113580295
162.9035	60481.4922275803
162.9274	60394.3761006788
162.969	60307.3629773248
162.9978	60220.4528575184
163.0365	60133.6457412596
163.0648	60046.9416285483
163.0894	59960.3405193846
163.1343	59873.8424137685
163.1586	59787.4473117
163.2015	59701.1552131791
163.2272	59614.9661182057
163.2687	59528.8800267799
163.2935	59442.8969389017
163.3342	59357.016854571
163.3614	59271.2397737879
163.4019	59185.5656965524
163.4265	59099.9946228645
163.4681	59014.5265527242
163.4946	58929.1614861314
163.5342	58843.8994230862
163.562	58758.7403635886
163.6	58673.6843076385
163.626	58588.7312552361
163.6651	58503.8812063812
163.6927	58419.1341610739
163.7334	58334.4901193141
163.7608	58249.949081102
163.792	58165.5110464374
163.8304	58081.1760153204
163.8704	57996.9439877509
163.8987	57912.8149637291
163.939	57828.7889432548
163.9645	57744.8659263281
163.9912	57661.0459129489
164.0367	57577.3289031174
164.0634	57493.7148968334
164.1043	57410.203894097
164.1296	57326.7958949082
164.1673	57243.4908992669
164.1952	57160.2889071732
164.2362	57077.1899186271
164.264	56994.1939336286
164.3025	56911.3009521776
164.3284	56828.5109742743
164.3713	56745.8239999185
164.398	56663.2400291102
164.4369	56580.7590618496
164.4622	56498.3810981365
164.5022	56416.106137971
164.5296	56333.9341813531
164.557	56251.8652282827
164.5945	56169.89927876
164.6345	56088.0363327848
164.6619	56006.2763903572
164.7013	55924.6194514771
164.7271	55843.0655161446
164.7694	55761.6145843598
164.7957	55680.2666561224
164.8336	55599.0217314327
164.8613	55517.8798102905
164.9011	55436.8408926959
164.9289	55355.9049786489
164.9676	55275.0720681495
164.9964	55194.3421611976
165.0343	55113.7152577933
165.062	55033.1913579366
165.1034	54952.7704616275
165.1349	54872.4525688659
165.1625	54792.2376796519
165.2016	54712.1257939855
165.2307	54632.1169118667
165.2686	54552.2110332954
165.2949	54472.4081582718
165.3354	54392.7082867957
165.3609	54313.1114188671
165.4005	54233.6175544862
165.4272	54154.2266936528
165.4675	54074.938836367
165.4937	53995.7539826288
165.5322	53916.6721324381
165.5624	53837.693285795
165.6003	53758.8174426995
165.6249	53680.0446031516
165.6652	53601.3747671512
165.6922	53522.8079346985
165.7327	53444.3441057933
165.766	53365.9832804357
165.8023	53287.7254586256
165.8297	53209.5706403631
165.8543	53131.5188256482
165.8978	53053.5700144809
165.922	52975.7242068612
165.9634	52897.981402789
166.0035	52820.3416022644
166.0293	52742.8048052874
166.0607	52665.371011858
166.1031	52588.0402219761
166.1274	52510.8124356418
166.168	52433.6876528551
166.1963	52356.665873616
166.2364	52279.7470979244
166.2626	52202.9313257804
166.3017	52126.218557184
166.3284	52049.6087921352
166.3687	51973.1020306339
166.395	51896.6982726802
