# T (K), R (Ω)
8.1627	9643.14681623767
8.1885	9629.85158443115
8.2086	9616.56927938044
8.2216	9603.29990108553
8.2426	9590.04344954642
8.2559	9576.79992476312
8.2754	9563.56932673562
8.2884	9550.35165546392
8.3076	9537.14691094803
8.3214	9523.95509318794
8.3409	9510.77620218366
8.3549	9497.61023793517
8.3705	9484.45720044249
8.3837	9471.31708970562
8.4055	9458.18990572454
8.4195	9445.07564849927
8.4392	9431.97431802981
8.459	9418.88591431615
8.4725	9405.81043735829
8.4867	9392.74788715623
8.5057	9379.69826370998
8.5198	9366.66156701953
8.5388	9353.63779708489
8.5578	9340.62695390604
8.5746	9327.629037483
8.5875	9314.64404781577
8.6066	9301.67198490434
8.6215	9288.71284874871
8.6419	9275.76663934888
8.6547	9262.83335670486
8.6713	9249.91300081664
8.6913	9237.00557168423
8.7043	9224.11106930762
8.7235	9211.22949368681
8.7365	9198.36084482181
8.7567	9185.5051227126
8.7697	9172.66232735921
8.792	9159.83245876161
8.8055	9147.01551691982
8.8255	9134.21150183383
8.8392	9121.42041350365
8.8528	9108.64225192927
8.8724	9095.87701711069
8.8859	9083.12470904792
8.9091	9070.38532774095
8.9212	9057.65887318978
8.9409	9044.94534539442
8.9539	9032.24474435486
8.9745	9019.5570700711
8.9899	9006.88232254315
9.0032	8994.220501771
9.0234	8981.57160775465
9.0366	8968.9356404941
9.0562	8956.31259998937
9.0693	8943.70248624043
9.0901	8931.1052992473
9.1028	8918.52103900997
9.123	8905.94970552844
9.1369	8893.39129880272
9.1573	8880.8458188328
9.1709	8868.31326561868
9.1906	8855.79363916037
9.2039	8843.28693945786
9.2194	8830.79316651115
9.242	8818.31232032025
9.2551	8805.84440088515
9.274	8793.38940820586
9.2877	8780.94734228236
9.3078	8768.51820311468
9.3208	8756.10199070279
9.3409	8743.69870504671
9.3546	8731.30834614643
9.3739	8718.93091400195
9.3875	8706.56640861328
9.4079	8694.21482998041
9.4212	8681.87617810335
9.4363	8669.55045298209
9.4504	8657.23765461663
9.4732	8644.93778300697
9.4918	8632.65083815312
9.5057	8620.37682005507
9.5266	8608.11572871283
9.5392	8595.86756412639
9.5595	8583.63232629575
9.572	8571.41001522092
9.5851	8559.20063090189
9.6051	8547.00417333866
9.6251	8534.82064253123
9.6379	8522.65003847961
9.6576	8510.49236118379
9.6714	8498.34761064378
9.6875	8486.21578685957
9.7081	8474.09688983116
9.7218	8461.99091955856
9.7401	8449.89787604176
9.754	8437.81775928076
9.7749	8425.75056927557
9.7866	8413.69630602618
9.8026	8401.65496953259
9.8229	8389.62655979481
9.8368	8377.61107681283
9.8569	8365.60852058665
9.87	8353.61889111628
9.8852	8341.64218840171
9.9059	8329.67841244294
9.9194	8317.72756323998
9.9391	8305.78964079282
9.9521	8293.86464510146
9.9721	8281.95257616591
9.9922	8270.05343398616
10.0054	8258.16721856221
10.0251	8246.29392989407
10.0388	8234.43356798173
10.052	8222.5861328252
10.0729	8210.75162442447
