# 'raman shift'	'Int_1.2GPa_1'
46.756	3911.25
47.468	3977.5
48.18	4036.25
48.892	4126.88
49.604	4134.38
50.316	4263.75
51.028	4281.25
51.74	4311.88
52.452	4389.38
53.164	4515.63
53.875	4574.38
54.587	4651.88
55.298	4755.63
56.01	4922.5
56.721	4942.5
57.432	5099.38
58.143	5341.88
58.854	5495
59.565	5731.25
60.276	5886.25
60.987	6162.5
61.698	6435.63
62.408	6723.75
63.119	6967.5
63.829	7110.63
64.54	7705
65.25	7842.5
65.96	8092.5
66.671	8395
67.381	8567.5
68.091	8735
68.801	9156.25
69.51	9121.25
70.22	9218.75
70.93	9356.88
71.64	9758.75
72.349	9798.75
73.059	9619.38
73.768	9975.63
74.477	10081.3
75.186	10005.6
75.896	9940.63
76.605	10313.1
77.314	10322.5
78.023	10129.4
78.731	10278.8
79.44	10195
80.149	10358.1
80.857	10370
81.566	10380.6
82.274	10476.9
82.983	10547.5
83.691	10639.4
84.399	10738.8
85.107	10565
85.815	10696.9
86.523	10791.3
87.231	10673.1
87.939	10729.4
88.647	10831.3
89.354	10801.3
90.062	10881.9
90.769	10951.3
91.477	10840
92.184	11099.4
92.891	10981.3
93.598	10942.5
94.306	11021.3
95.013	11105.6
95.719	11167.5
96.426	11254.4
97.133	11173.1
97.84	11372.5
98.546	11350.6
99.253	11388.8
99.959	11460.6
100.666	11465.6
101.372	11471.9
102.078	11620
102.784	11578.8
103.49	11483.1
104.196	11495.6
104.902	11416.9
105.608	11523.1
106.314	11465
107.02	11756.3
107.725	11817.5
108.431	11663.8
109.136	11695.6
109.841	11778.1
110.547	11691.9
111.252	11651.3
111.957	11799.4
112.662	11907.5
113.367	12065
114.072	12221.9
114.777	12346.9
115.481	12255.6
116.186	12426.9
116.891	12715
117.595	12906.3
118.299	13051.9
119.004	13113.1
119.708	13506.3
120.412	13775.6
121.116	13975.6
121.82	14582.5
122.524	14998.8
123.228	15620
123.932	16243.8
124.636	17280
125.339	17895.6
126.043	18876.9
126.746	19806.3
127.45	20934.4
128.153	21793.1
128.856	22487.5
129.559	22782.5
130.262	23288.1
130.965	23139.4
131.668	22603.8
132.371	21446.3
133.074	20303.8
133.776	19210
134.479	18168.1
135.181	16979.4
135.884	15901.9
136.586	15124.4
137.289	14413.1
137.991	13896.3
138.693	13625
139.395	13210
140.097	13018.1
140.799	12807.5
141.501	12513.8
142.202	12268.8
142.904	12249.4
143.606	12273.1
144.307	12063.1
145.008	11904.4
145.71	11693.8
146.411	11803.1
147.112	11648.1
147.813	11693.1
148.514	11490
149.215	11658.8
