# 'raman shift'	'Int_13.2GPa_1'
46.756	3580
47.468	3637
48.18	3681.5
48.892	3714
49.604	3721.5
50.316	3755.5
51.028	3825.5
51.74	3886.5
52.452	3929.5
53.164	3960.5
53.875	4037.5
54.587	4132.5
55.298	4219.5
56.01	4267
56.721	4351
57.432	4496
58.143	4644.5
58.854	4731
59.565	4869
60.276	5065.5
60.987	5113
61.698	5267
62.408	5424.5
63.119	5549.5
63.829	5597.5
64.54	5813.5
65.25	5897.5
65.96	6056.5
66.671	6144
67.381	6358
68.091	6423.5
68.801	6521
69.51	6531.5
70.22	6590.5
70.93	6802
71.64	6794
72.349	6918.5
73.059	6907.5
73.768	6988
74.477	7100
75.186	7084.5
75.896	7192
76.605	7199
77.314	7119
78.023	7153.5
78.731	7009
79.44	7012.5
80.149	7006
80.857	7059.5
81.566	7003.5
82.274	7130.5
82.983	7101.5
83.691	7195.5
84.399	7136.5
85.107	7272
85.815	7076
86.523	7126.5
87.231	7066
87.939	7095.5
88.647	7137
89.354	7114.5
90.062	7066
90.769	7252
91.477	7218.5
92.184	7338.5
92.891	7252
93.598	7308
94.306	7354.5
95.013	7312.5
95.719	7324.5
96.426	7320.5
97.133	7288.5
97.84	7188
98.546	7191.5
99.253	7262.5
99.959	7220.5
100.666	7213.5
101.372	7357
102.078	7212
102.784	7300.5
103.49	7303.5
104.196	7270.5
104.902	7387
105.608	7307.5
106.314	7447
107.02	7457.5
107.725	7545.5
108.431	7648
109.136	7638.5
109.841	7532.5
110.547	7506.5
111.252	7502.5
111.957	7579
112.662	7473
113.367	7541
114.072	7480.5
114.777	7371.5
115.481	7405.5
116.186	7448
116.891	7361
117.595	7368.5
118.299	7279
119.004	7444
119.708	7293.5
120.412	7330
121.116	7371
121.82	7327
122.524	7362
123.228	7533
123.932	7369
124.636	7508
125.339	7439.5
126.043	7341.5
126.746	7360
127.45	7454
128.153	7486.5
128.856	7608.5
129.559	7511.5
130.262	7502
130.965	7541.5
131.668	7630
132.371	7455
133.074	7558
133.776	7600
134.479	7601.5
135.181	7570.5
135.884	7569.5
136.586	7583.5
137.289	7687
137.991	7726
138.693	7734
139.395	7718
140.097	7829
140.799	7893.5
141.501	7930.5
142.202	7935.5
142.904	7976
143.606	7934.5
144.307	8096.5
145.008	8150.5
145.71	8354.5
146.411	8401.5
147.112	8469.5
147.813	8648
148.514	8683.5
149.215	8709
149.916	9021
150.617	9072.5
151.318	9254.5
152.018	9569
152.719	9623
153.419	9870.5
154.12	10129
154.82	10318.5
155.52	10632.5
156.22	10886.5
156.921	11095
157.621	11310
158.321	11694
159.02	11623.5
159.72	11814
160.42	11906
161.119	12058
161.819	12057
162.518	12113.5
163.218	11824
163.917	11710
164.616	11470.5
165.316	11142
166.015	10877
166.714	10709.5
167.412	10437
168.111	10031
168.81	9896.5
169.509	9703
170.207	9458
170.906	9208.5
171.604	9100.5
172.303	9113
173.001	8893.5
173.699	8892
174.397	8782.5
175.095	8794
175.793	8710
176.491	8546
177.189	8697
177.887	8756
178.584	8754
179.282	8766.5
179.98	8931.5
180.677	8967.5
181.374	8844.5
182.072	9032
182.769	9020.5
183.466	9179.5
184.163	9196.5
184.86	9253
185.557	9452
186.254	9403.5
186.95	9595.5
187.647	9506.5
188.344	9772
189.04	9888.5
189.737	10050.5
190.433	10347
191.129	10560
191.825	10532
192.521	10713
193.217	10646.5
193.913	10572
194.609	10426.5
195.305	10191.5
196.001	10080
