# == pyFAI calibration ==
# Distance Sample to Detector: 0.11507480176033233 m
# PONI: 5.477e-03, 4.716e-03 m
# Rotations: 0.004686 0.005536 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 115.078 mm
# Center: x=55.690, y=81.516 pix
# Tilt: 0.416 deg  TiltPlanRot: 130.247 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-05, 7.500e-05 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.833e-11 m
# Mask applied: None
# Dark current applied: None
# Flat field applied: None
# Polarization factor: None
# Normalization factor: None
#
# 2th_deg	 I
1.131209591E+00  5.452636719E+01
1.145950384E+00  7.097775269E+01
1.160691176E+00  9.211591339E+01
1.175431968E+00  1.014979401E+02
1.190172760E+00  1.152256393E+02
1.204913552E+00  1.248506317E+02
1.219654344E+00  1.364966736E+02
1.234395136E+00  1.432136230E+02
1.249135928E+00  1.500297089E+02
1.263876720E+00  1.585473785E+02
1.278617513E+00  1.655801697E+02
1.293358305E+00  1.694280396E+02
1.308099097E+00  1.714394073E+02
1.322839889E+00  1.765854492E+02
1.337580681E+00  1.828493347E+02
1.352321473E+00  1.863791504E+02
1.367062265E+00  1.892609406E+02
1.381803057E+00  1.911361694E+02
1.396543850E+00  1.960286560E+02
1.411284642E+00  2.002672577E+02
1.426025434E+00  2.020541992E+02
1.440766226E+00  2.059706726E+02
1.455507018E+00  2.074551239E+02
1.470247810E+00  2.102406006E+02
1.484988602E+00  2.138075562E+02
1.499729394E+00  2.158886108E+02
1.514470186E+00  2.180789490E+02
1.529210979E+00  2.199359131E+02
1.543951771E+00  2.220677795E+02
1.558692563E+00  2.243855133E+02
1.573433355E+00  2.247452850E+02
1.588174147E+00  2.256037750E+02
1.602914939E+00  2.252297363E+02
1.617655731E+00  2.272210541E+02
1.632396523E+00  2.303065796E+02
1.647137315E+00  2.345137177E+02
1.661878108E+00  2.373851166E+02
1.676618900E+00  2.361703186E+02
1.691359692E+00  2.365203705E+02
1.706100484E+00  2.372460785E+02
1.720841276E+00  2.397735748E+02
1.735582068E+00  2.414580231E+02
1.750322860E+00  2.424344482E+02
1.765063652E+00  2.420606232E+02
1.779804444E+00  2.424472809E+02
1.794545237E+00  2.425993347E+02
1.809286029E+00  2.444287872E+02
1.824026821E+00  2.458679657E+02
1.838767613E+00  2.473874817E+02
1.853508405E+00  2.483239594E+02
1.868249197E+00  2.467697296E+02
1.882989989E+00  2.475005798E+02
1.897730781E+00  2.486853943E+02
1.912471573E+00  2.510509338E+02
1.927212366E+00  2.537588654E+02
1.941953158E+00  2.537137451E+02
1.956693950E+00  2.564201355E+02
1.971434742E+00  2.582329407E+02
1.986175534E+00  2.599208374E+02
2.000916326E+00  2.614356384E+02
2.015657118E+00  2.621563721E+02
2.030397910E+00  2.647303772E+02
2.045138702E+00  2.670150757E+02
2.059879495E+00  2.680292969E+02
2.074620287E+00  2.693284912E+02
2.089361079E+00  2.703089905E+02
2.104101871E+00  2.722029114E+02
2.118842663E+00  2.738934631E+02
2.133583455E+00  2.760142822E+02
2.148324247E+00  2.778235168E+02
2.163065039E+00  2.782522888E+02
2.177805831E+00  2.781701050E+02
2.192546624E+00  2.786842651E+02
2.207287416E+00  2.793975525E+02
2.222028208E+00  2.817754517E+02
2.236769000E+00  2.823963928E+02
2.251509792E+00  2.829127808E+02
2.266250584E+00  2.829834290E+02
2.280991376E+00  2.831150818E+02
2.295732168E+00  2.838687744E+02
2.310472960E+00  2.837019043E+02
2.325213753E+00  2.846950073E+02
2.339954545E+00  2.849422607E+02
2.354695337E+00  2.853139343E+02
2.369436129E+00  2.861991272E+02
2.384176921E+00  2.870983582E+02
2.398917713E+00  2.875007629E+02
2.413658505E+00  2.876008606E+02
2.428399297E+00  2.876675110E+02
2.443140089E+00  2.875530701E+02
2.457880882E+00  2.879915466E+02
2.472621674E+00  2.877786865E+02
2.487362466E+00  2.871454468E+02
2.502103258E+00  2.877804871E+02
2.516844050E+00  2.885426025E+02
2.531584842E+00  2.897064819E+02
2.546325634E+00  2.902491760E+02
2.561066426E+00  2.878457031E+02
2.575807219E+00  2.863193359E+02
2.590548011E+00  2.858859863E+02
2.605288803E+00  2.864996643E+02
2.620029595E+00  2.876431580E+02
2.634770387E+00  2.883632202E+02
2.649511179E+00  2.883536072E+02
2.664251971E+00  2.874273987E+02
2.678992763E+00  2.868578491E+02
2.693733555E+00  2.862257080E+02
2.708474348E+00  2.861731262E+02
2.723215140E+00  2.854199524E+02
2.737955932E+00  2.844582825E+02
2.752696724E+00  2.847036438E+02
2.767437516E+00  2.846139832E+02
2.782178308E+00  2.838523865E+02
2.796919100E+00  2.834190979E+02
2.811659892E+00  2.827929382E+02
2.826400684E+00  2.826598206E+02
2.841141477E+00  2.839509583E+02
2.855882269E+00  2.846871948E+02
2.870623061E+00  2.855472107E+02
2.885363853E+00  2.849403992E+02
2.900104645E+00  2.844768066E+02
2.914845437E+00  2.837359314E+02
2.929586229E+00  2.830632324E+02
2.944327021E+00  2.813339844E+02
2.959067813E+00  2.802813110E+02
2.973808606E+00  2.800744934E+02
2.988549398E+00  2.802498779E+02
3.003290190E+00  2.802685242E+02
3.018030982E+00  2.800908203E+02
3.032771774E+00  2.805319214E+02
3.047512566E+00  2.818072510E+02
3.062253358E+00  2.821094666E+02
3.076994150E+00  2.810274963E+02
3.091734942E+00  2.800341187E+02
3.106475735E+00  2.799039307E+02
3.121216527E+00  2.809671936E+02
3.135957319E+00  2.804031067E+02
3.150698111E+00  2.801534424E+02
3.165438903E+00  2.789401855E+02
3.180179695E+00  2.783628540E+02
3.194920487E+00  2.787813110E+02
3.209661279E+00  2.789190369E+02
3.224402071E+00  2.796512756E+02
3.239142864E+00  2.791501465E+02
3.253883656E+00  2.785061340E+02
3.268624448E+00  2.788567810E+02
3.283365240E+00  2.794426270E+02
3.298106032E+00  2.790516357E+02
3.312846824E+00  2.782587891E+02
3.327587616E+00  2.774367371E+02
3.342328408E+00  2.776955261E+02
3.357069200E+00  2.780421753E+02
3.371809993E+00  2.780893860E+02
3.386550785E+00  2.761687927E+02
3.401291577E+00  2.748612061E+02
3.416032369E+00  2.733160706E+02
3.430773161E+00  2.732628174E+02
3.445513953E+00  2.738400879E+02
3.460254745E+00  2.744477844E+02
3.474995537E+00  2.750970459E+02
3.489736329E+00  2.743737183E+02
3.504477122E+00  2.741973877E+02
3.519217914E+00  2.733463440E+02
3.533958706E+00  2.739383850E+02
3.548699498E+00  2.744788513E+02
3.563440290E+00  2.744555054E+02
3.578181082E+00  2.738332520E+02
3.592921874E+00  2.739603271E+02
3.607662666E+00  2.729022217E+02
3.622403458E+00  2.728531189E+02
3.637144251E+00  2.713979797E+02
3.651885043E+00  2.701516113E+02
3.666625835E+00  2.694414062E+02
3.681366627E+00  2.691604309E+02
3.696107419E+00  2.689412537E+02
3.710848211E+00  2.681258240E+02
3.725589003E+00  2.685046082E+02
3.740329795E+00  2.701708679E+02
3.755070587E+00  2.709093018E+02
