# == pyFAI calibration ==
# Distance Sample to Detector: 0.11507480176033233 m
# PONI: 5.477e-03, 4.716e-03 m
# Rotations: 0.004686 0.005536 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 115.078 mm
# Center: x=55.690, y=81.516 pix
# Tilt: 0.416 deg  TiltPlanRot: 130.247 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 7.500e-05, 7.500e-05 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 4.833e-11 m
# Mask applied: None
# Dark current applied: None
# Flat field applied: None
# Polarization factor: None
# Normalization factor: None
#
# 2th_deg	 I
1.131209591E+00  6.851071167E+01
1.145950384E+00  7.224161530E+01
1.160691176E+00  8.747515106E+01
1.175431968E+00  9.780653381E+01
1.190172760E+00  1.152409286E+02
1.204913552E+00  1.241314926E+02
1.219654344E+00  1.330113831E+02
1.234395136E+00  1.358603973E+02
1.249135928E+00  1.402390442E+02
1.263876720E+00  1.478139801E+02
1.278617513E+00  1.537436981E+02
1.293358305E+00  1.595936737E+02
1.308099097E+00  1.616248016E+02
1.322839889E+00  1.683734741E+02
1.337580681E+00  1.739351959E+02
1.352321473E+00  1.783807831E+02
1.367062265E+00  1.814098053E+02
1.381803057E+00  1.834315948E+02
1.396543850E+00  1.868957520E+02
1.411284642E+00  1.897856598E+02
1.426025434E+00  1.908543701E+02
1.440766226E+00  1.951340942E+02
1.455507018E+00  1.971323853E+02
1.470247810E+00  1.995141449E+02
1.484988602E+00  2.018434906E+02
1.499729394E+00  2.045727539E+02
1.514470186E+00  2.076629028E+02
1.529210979E+00  2.096024933E+02
1.543951771E+00  2.118090363E+02
1.558692563E+00  2.142573547E+02
1.573433355E+00  2.157783508E+02
1.588174147E+00  2.164858398E+02
1.602914939E+00  2.153744202E+02
1.617655731E+00  2.166209717E+02
1.632396523E+00  2.206550751E+02
1.647137315E+00  2.253386078E+02
1.661878108E+00  2.278937683E+02
1.676618900E+00  2.261092987E+02
1.691359692E+00  2.255246124E+02
1.706100484E+00  2.263935242E+02
1.720841276E+00  2.289483643E+02
1.735582068E+00  2.312851562E+02
1.750322860E+00  2.326058655E+02
1.765063652E+00  2.313002472E+02
1.779804444E+00  2.316727142E+02
1.794545237E+00  2.325810089E+02
1.809286029E+00  2.347004852E+02
1.824026821E+00  2.369544220E+02
1.838767613E+00  2.369751740E+02
1.853508405E+00  2.382213440E+02
1.868249197E+00  2.373748322E+02
1.882989989E+00  2.384515228E+02
1.897730781E+00  2.381706543E+02
1.912471573E+00  2.398268433E+02
1.927212366E+00  2.414353790E+02
1.941953158E+00  2.431543427E+02
1.956693950E+00  2.462335510E+02
1.971434742E+00  2.482305145E+02
1.986175534E+00  2.490216370E+02
2.000916326E+00  2.503870850E+02
2.015657118E+00  2.521136780E+02
2.030397910E+00  2.542047424E+02
2.045138702E+00  2.553304901E+02
2.059879495E+00  2.562651367E+02
2.074620287E+00  2.573676147E+02
2.089361079E+00  2.589634399E+02
2.104101871E+00  2.598189697E+02
2.118842663E+00  2.614184570E+02
2.133583455E+00  2.623785706E+02
2.148324247E+00  2.650039978E+02
2.163065039E+00  2.660192871E+02
2.177805831E+00  2.668782959E+02
2.192546624E+00  2.674340210E+02
2.207287416E+00  2.677161255E+02
2.222028208E+00  2.694955139E+02
2.236769000E+00  2.696122437E+02
2.251509792E+00  2.705326538E+02
2.266250584E+00  2.710492554E+02
2.280991376E+00  2.711457520E+02
2.295732168E+00  2.717295227E+02
2.310472960E+00  2.723846741E+02
2.325213753E+00  2.731308899E+02
2.339954545E+00  2.744407959E+02
2.354695337E+00  2.742396545E+02
2.369436129E+00  2.746320496E+02
2.384176921E+00  2.749261780E+02
2.398917713E+00  2.756213074E+02
2.413658505E+00  2.765717163E+02
2.428399297E+00  2.778310547E+02
2.443140089E+00  2.781426697E+02
2.457880882E+00  2.772125854E+02
2.472621674E+00  2.763073730E+02
2.487362466E+00  2.746282959E+02
2.502103258E+00  2.748010254E+02
2.516844050E+00  2.747891846E+02
2.531584842E+00  2.754769592E+02
2.546325634E+00  2.761374207E+02
2.561066426E+00  2.757339172E+02
2.575807219E+00  2.762583313E+02
2.590548011E+00  2.764239197E+02
2.605288803E+00  2.751306763E+02
2.620029595E+00  2.750216064E+02
2.634770387E+00  2.752076721E+02
2.649511179E+00  2.756220093E+02
2.664251971E+00  2.758757324E+02
2.678992763E+00  2.755976562E+02
2.693733555E+00  2.754489136E+02
2.708474348E+00  2.750706482E+02
2.723215140E+00  2.738229980E+02
2.737955932E+00  2.741055908E+02
2.752696724E+00  2.743603516E+02
2.767437516E+00  2.745087891E+02
2.782178308E+00  2.739251404E+02
2.796919100E+00  2.732278137E+02
2.811659892E+00  2.725197449E+02
2.826400684E+00  2.718128967E+02
2.841141477E+00  2.724259033E+02
2.855882269E+00  2.729069214E+02
2.870623061E+00  2.723744202E+02
2.885363853E+00  2.724198608E+02
2.900104645E+00  2.716060486E+02
2.914845437E+00  2.719531250E+02
2.929586229E+00  2.713422546E+02
2.944327021E+00  2.705376892E+02
2.959067813E+00  2.696105347E+02
2.973808606E+00  2.687100525E+02
2.988549398E+00  2.687561035E+02
3.003290190E+00  2.685809631E+02
3.018030982E+00  2.688753662E+02
3.032771774E+00  2.690179749E+02
3.047512566E+00  2.698872070E+02
3.062253358E+00  2.694658203E+02
3.076994150E+00  2.689714966E+02
3.091734942E+00  2.684226685E+02
3.106475735E+00  2.686703491E+02
3.121216527E+00  2.678537598E+02
3.135957319E+00  2.674667664E+02
3.150698111E+00  2.674094849E+02
3.165438903E+00  2.670947571E+02
3.180179695E+00  2.671888733E+02
3.194920487E+00  2.681940308E+02
3.209661279E+00  2.686839600E+02
3.224402071E+00  2.684909668E+02
3.239142864E+00  2.679529724E+02
3.253883656E+00  2.677308044E+02
3.268624448E+00  2.683752441E+02
3.283365240E+00  2.683942566E+02
3.298106032E+00  2.678194580E+02
3.312846824E+00  2.672597046E+02
3.327587616E+00  2.663417664E+02
3.342328408E+00  2.662042236E+02
3.357069200E+00  2.659493408E+02
3.371809993E+00  2.666722107E+02
3.386550785E+00  2.670476074E+02
3.401291577E+00  2.668847046E+02
3.416032369E+00  2.657916870E+02
3.430773161E+00  2.641881714E+02
3.445513953E+00  2.633477173E+02
3.460254745E+00  2.640134888E+02
3.474995537E+00  2.651774902E+02
3.489736329E+00  2.651341248E+02
3.504477122E+00  2.643160095E+02
3.519217914E+00  2.640011902E+02
3.533958706E+00  2.640787354E+02
3.548699498E+00  2.643059082E+02
3.563440290E+00  2.632770691E+02
3.578181082E+00  2.621263733E+02
3.592921874E+00  2.612326965E+02
3.607662666E+00  2.622614746E+02
3.622403458E+00  2.628274231E+02
3.637144251E+00  2.626670227E+02
3.651885043E+00  2.611360779E+02
3.666625835E+00  2.598971558E+02
3.681366627E+00  2.589617004E+02
3.696107419E+00  2.581058350E+02
3.710848211E+00  2.575636292E+02
3.725589003E+00  2.568962097E+02
3.740329795E+00  2.577450867E+02
3.755070587E+00  2.580995483E+02
3.769811380E+00  2.581682434E+02
3.784552172E+00  2.587985840E+02
3.799292964E+00  2.593392334E+02
3.814033756E+00  2.600947266E+02
3.828774548E+00  2.608002625E+02
3.843515340E+00  2.618714905E+02
3.858256132E+00  2.656380005E+02
3.872996924E+00  2.701074524E+02
3.887737717E+00  2.725758362E+02
3.902478509E+00  2.744737244E+02
3.917219301E+00  2.741872864E+02
3.931960093E+00  2.735990601E+02
3.946700885E+00  2.719092102E+02
3.961441677E+00  2.706810913E+02
3.976182469E+00  2.693579712E+02
3.990923261E+00  2.676712036E+02
4.005664053E+00  2.660552368E+02
4.020404846E+00  2.639768677E+02
4.035145638E+00  2.626571960E+02
4.049886430E+00  2.612417908E+02
4.064627222E+00  2.605015869E+02
4.079368014E+00  2.598713074E+02
4.094108806E+00  2.589720764E+02
4.108849598E+00  2.581190186E+02
4.123590390E+00  2.559255219E+02
4.138331182E+00  2.553222656E+02
4.153071975E+00  2.544361420E+02
4.167812767E+00  2.536235199E+02
4.182553559E+00  2.531511993E+02
4.197294351E+00  2.527429810E+02
4.212035143E+00  2.518166046E+02
4.226775935E+00  2.507776337E+02
4.241516727E+00  2.501325531E+02
4.256257519E+00  2.495441437E+02
4.270998311E+00  2.496830597E+02
4.285739104E+00  2.496509705E+02
4.300479896E+00  2.488601837E+02
4.315220688E+00  2.471755219E+02
4.329961480E+00  2.455459595E+02
4.344702272E+00  2.464322815E+02
4.359443064E+00  2.468941345E+02
4.374183856E+00  2.469269257E+02
4.388924648E+00  2.464290771E+02
4.403665440E+00  2.460841064E+02
4.418406233E+00  2.458805542E+02
4.433147025E+00  2.455986786E+02
4.447887817E+00  2.457424469E+02
4.462628609E+00  2.453551636E+02
4.477369401E+00  2.446636810E+02
4.492110193E+00  2.436745758E+02
4.506850985E+00  2.426016693E+02
4.521591777E+00  2.419944153E+02
4.536332569E+00  2.412501831E+02
4.551073362E+00  2.410552673E+02
4.565814154E+00  2.405530243E+02
4.580554946E+00  2.403054199E+02
4.595295738E+00  2.400954590E+02
4.610036530E+00  2.405683594E+02
4.624777322E+00  2.407062225E+02
4.639518114E+00  2.402308197E+02
4.654258906E+00  2.394051666E+02
4.668999698E+00  2.381157227E+02
4.683740491E+00  2.369676666E+02
4.698481283E+00  2.362890320E+02
4.713222075E+00  2.366037750E+02
4.727962867E+00  2.367057648E+02
4.742703659E+00  2.368100281E+02
4.757444451E+00  2.365263367E+02
4.772185243E+00  2.367087555E+02
4.786926035E+00  2.374458923E+02
4.801666827E+00  2.374640503E+02
4.816407620E+00  2.370946350E+02
4.831148412E+00  2.364631500E+02
4.845889204E+00  2.359107513E+02
4.860629996E+00  2.350502930E+02
4.875370788E+00  2.351855164E+02
4.890111580E+00  2.352997131E+02
4.904852372E+00  2.362780304E+02
4.919593164E+00  2.363796234E+02
4.934333956E+00  2.359529724E+02
4.949074749E+00  2.346301575E+02
4.963815541E+00  2.339108734E+02
4.978556333E+00  2.343868561E+02
4.993297125E+00  2.346483307E+02
5.008037917E+00  2.340249329E+02
5.022778709E+00  2.331933441E+02
5.037519501E+00  2.334204254E+02
5.052260293E+00  2.328473053E+02
5.067001086E+00  2.319865723E+02
5.081741878E+00  2.318445435E+02
5.096482670E+00  2.324221954E+02
5.111223462E+00  2.323584900E+02
5.125964254E+00  2.321198578E+02
5.140705046E+00  2.315557404E+02
5.155445838E+00  2.313290100E+02
5.170186630E+00  2.305504303E+02
5.184927422E+00  2.299664917E+02
5.199668215E+00  2.300715790E+02
5.214409007E+00  2.301496582E+02
5.229149799E+00  2.298269653E+02
5.243890591E+00  2.294320068E+02
5.258631383E+00  2.297209015E+02
5.273372175E+00  2.292647705E+02
5.288112967E+00  2.286064606E+02
5.302853759E+00  2.287081299E+02
5.317594551E+00  2.294736328E+02
5.332335344E+00  2.297123718E+02
5.347076136E+00  2.290240173E+02
5.361816928E+00  2.280029144E+02
5.376557720E+00  2.281921539E+02
5.391298512E+00  2.277107391E+02
5.406039304E+00  2.271900482E+02
5.420780096E+00  2.264004669E+02
5.435520888E+00  2.262601318E+02
5.450261680E+00  2.269458160E+02
5.465002473E+00  2.274161377E+02
5.479743265E+00  2.272425537E+02
5.494484057E+00  2.269806366E+02
5.509224849E+00  2.270261383E+02
5.523965641E+00  2.264645691E+02
5.538706433E+00  2.260157623E+02
5.553447225E+00  2.255237427E+02
5.568188017E+00  2.256281891E+02
5.582928809E+00  2.253245392E+02
5.597669602E+00  2.258249054E+02
5.612410394E+00  2.266643219E+02
5.627151186E+00  2.276525726E+02
5.641891978E+00  2.279212036E+02
5.656632770E+00  2.282823639E+02
5.671373562E+00  2.283466644E+02
5.686114354E+00  2.278509979E+02
5.700855146E+00  2.268077087E+02
5.715595938E+00  2.265522156E+02
5.730336731E+00  2.264443207E+02
